Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
01:37:20,2249.767080577214;143.30543916066486;1439.0461306572088,2674.4797871551464,57;57;57,0.0022497670805772143;0.00014330543916066488;0.0014390461306572088,43.11653666666666;5.882384999999999 
01:37:22,115.71351200739527;1320.5312780094146;1094.099032510126,1718.791775056495,4;4;4,0.00011571351200739527;0.0013205312780094145;0.0010940990325101262,43.11653666666666;5.882384999999999 
01:37:24,1439.015579646428;717.0029186852786;1444.7080434894738,2161.4903087433763,42;42;42,0.0014390155796464282;0.0007170029186852787;0.001444708043489474,43.11653666666666;5.882384999999999 
01:37:25,1276.6625205071766;485.1145120588938;142.90079414052138,1373.1802205260121,68;68;68,0.0012766625205071767;0.00048511451205889385;0.0001429007941405214,43.11653666666666;5.882384999999999 
01:37:27,285.59708355585735;1354.4472643915803;2008.5437814362858,2439.3321233689812,7;7;7,0.00028559708355585734;0.0013544472643915804;0.002008543781436286,43.11653666666666;5.882384999999999 
01:37:29,2344.831226755777;1070.6657837613407;484.1113166236735,2622.769999326932,63;63;63,0.0023448312267557773;0.0010706657837613407;0.0004841113166236735,43.11653666666666;5.882384999999999 
01:37:31,1346.3019908269248;1077.8483887418122;938.4403856690717,1963.4043284745449,43;43;43,0.001346301990826925;0.0010778483887418121;0.0009384403856690718,43.11653666666666;5.882384999999999 
01:37:32,2107.0870019022623;1229.6239397652955;1385.8861249415017,2805.792404675507,49;49;49,0.0021070870019022623;0.0012296239397652955;0.0013858861249415018,43.11653666666666;5.882384999999999 
01:37:34,691.329470310211;1273.761421464284;11.955421050378945,1449.326577215295,29;29;29,0.0006913294703102111;0.001273761421464284;1.1955421050378945e-05,43.11653666666666;5.882384999999999 
01:37:36,510.59467852910325;920.3068020534513;644.769729900343,1234.2607262016604,24;24;24,0.0005105946785291032;0.0009203068020534513;0.000644769729900343,43.11653666666666;5.882384999999999 
01:37:38,14.400125401814734;47.756841239927404;40.80368058521877,64.4439279226847,13;13;13,1.4400125401814734e-05;4.7756841239927404e-05;4.080368058521877e-05,43.11653666666666;5.882384999999999 
01:37:39,27.353130477269435;42.7745325247445;19.341907265932434,54.33197729055037,30;30;30,2.7353130477269435e-05;4.27745325247445e-05;1.9341907265932436e-05,43.11653666666666;5.882384999999999 
01:37:41,16.209493427276247;4.447354281744476;9.932195949598821,19.52370747725672,56;56;56,1.620949342727625e-05;4.4473542817444755e-06;9.932195949598821e-06,43.11653666666666;5.882384999999999 
01:37:43,15.933910840352727;10.256410757698898;0.5611410141508344,18.957804607514923,57;57;57,1.5933910840352728e-05;1.02564107576989e-05;5.611410141508344e-07,43.11653666666666;5.882384999999999 
01:37:45,2.88738226254813;15.837893377940615;1.2176760006212817,16.14492421238272,10;10;10,2.88738226254813e-06;1.5837893377940616e-05;1.2176760006212817e-06,43.11653666666666;5.882384999999999 
01:37:47,252.35945431073532;155.71102000236425;115.03203742027956,318.0622353616496,53;53;53,0.0002523594543107353;0.00015571102000236427;0.00011503203742027957,43.11653666666666;5.882384999999999 
01:37:48,178.60183243751516;126.0123200861617;76.98605317432339,231.74246858721267,50;50;50,0.00017860183243751515;0.0001260123200861617;7.69860531743234e-05,43.11653666666666;5.882384999999999 
01:37:50,5.756683314641256;21.413141098023168;204.41930700619082,205.61837245577112,2;2;2,5.756683314641256e-06;2.141314109802317e-05;0.00020441930700619082,43.11653666666666;5.882384999999999 
01:37:52,39.46816497166954;4.810848960875469;77.61827205021277,87.20938292417921,27;27;27,3.946816497166954e-05;4.810848960875469e-06;7.761827205021276e-05,43.11653666666666;5.882384999999999 
01:37:54,348.9891839186352;111.44260540008544;166.53355969426718,402.4255599424547,60;60;60,0.0003489891839186352;0.00011144260540008544;0.0001665335596942672,43.11653666666666;5.882384999999999 
01:37:56,152.8716464710235;173.025961227416;116.37441142401173,258.55507573381345,36;36;36,0.0001528716464710235;0.00017302596122741599;0.00011637441142401173,43.11653666666666;5.882384999999999 
01:37:58,123.56075734456371;10.070610733031838;36.07637928644358,129.11306323729505,73;73;73,0.00012356075734456373;1.0070610733031839e-05;3.6076379286443586e-05,43.11653666666666;5.882384999999999 
01:38:00,155.9959549395242;64.60167099316882;45.03593081158286,174.74652762406862,63;63;63,0.0001559959549395242;6.460167099316882e-05;4.503593081158286e-05,43.11653666666666;5.882384999999999 
01:38:01,300.6456385739646;119.8085944302878;181.6089247830863,371.11143993924094,54;54;54,0.00030064563857396464;0.0001198085944302878;0.00018160892478308633,43.11653666666666;5.882384999999999 
01:38:03,125.33333945910141;84.88816563288515;306.39172255833813,341.7460084576733,22;22;22,0.00012533333945910141;8.488816563288515e-05;0.00030639172255833813,43.11653666666666;5.882384999999999 
01:38:05,83.9155212084452;11.444159237543161;132.91871898968742,157.60764365410313,32;32;32,8.39155212084452e-05;1.144415923754316e-05;0.00013291871898968744,43.11653666666666;5.882384999999999 
01:38:07,182.33404367129;48.607281621297794;117.86143511138292,222.48525612869443,55;55;55,0.00018233404367129;4.860728162129779e-05;0.00011786143511138292,43.11653666666666;5.882384999999999 
01:38:09,207.49498325347892;206.6227207215625;29.357027387582946,294.29398881183016,45;45;45,0.00020749498325347892;0.0002066227207215625;2.9357027387582945e-05,43.11653666666666;5.882384999999999 
01:38:11,14.423194532394337;16.417115602494036;4.0614139620753775,22.227130012583356,40;40;40,1.4423194532394337e-05;1.6417115602494037e-05;4.061413962075378e-06,43.11653666666666;5.882384999999999 
01:38:13,4.439872401555397;18.783883701959937;12.625049327168014,23.063794665758603,11;11;11,4.439872401555398e-06;1.8783883701959936e-05;1.2625049327168015e-05,43.11653666666666;5.882384999999999 
01:38:15,20.31081075032505;2.117995583216681;6.788559290528795,21.519746185005754,71;71;71,2.031081075032505e-05;2.117995583216681e-06;6.788559290528795e-06,43.11653666666666;5.882384999999999 
01:38:16,31.822306909560798;2.310030508042349;1.8361780961804186,31.95883301992205,85;85;85,3.1822306909560796e-05;2.310030508042349e-06;1.8361780961804187e-06,43.11653666666666;5.882384999999999 
01:38:18,2.5912245051063207;10.096797313690175;7.667056722594268,12.939996878557682,12;12;12,2.591224505106321e-06;1.0096797313690176e-05;7.667056722594267e-06,43.11653666666666;5.882384999999999 
01:38:20,15.927675940196021;9.624191881815847;7.102174768489178,19.918755399775197,53;53;53,1.5927675940196022e-05;9.624191881815848e-06;7.102174768489178e-06,43.11653666666666;5.882384999999999 
01:38:22,7.990024550755301;5.602057790755954;15.504949709535865,18.320125799455585,26;26;26,7.9900245507553e-06;5.6020577907559546e-06;1.5504949709535866e-05,43.11653666666666;5.882384999999999 
01:38:23,2.3075365479785503;1.3168109130868855;5.547814159369224,6.151175322487495,22;22;22,2.3075365479785505e-06;1.3168109130868856e-06;5.547814159369224e-06,43.11653666666666;5.882384999999999 
01:38:25,39.83914153099025;65.39662076314367;21.741096846207952,79.60245283432477,30;30;30,3.9839141530990245e-05;6.539662076314368e-05;2.1741096846207954e-05,43.11653666666666;5.882384999999999 
01:38:27,127.38524510065685;93.07646000862057;117.4549196211423,196.6872802707378,40;40;40,0.00012738524510065685;9.307646000862058e-05;0.0001174549196211423,43.11653666666666;5.882384999999999 
01:38:28,769.0562296231586;325.73674727439925;1222.993746938716,1480.9677977249519,31;31;31,0.0007690562296231587;0.0003257367472743993;0.001222993746938716,43.11653666666666;5.882384999999999 
01:38:30,447.828562142054;755.0825713920588;834.46594367663,1211.2115925165147,22;22;22,0.00044782856214205404;0.0007550825713920588;0.00083446594367663,43.11653666666666;5.882384999999999 
01:38:32,438.52796157836906;246.09836757342208;3144.509545008351,3184.4640770869137,8;8;8,0.00043852796157836904;0.0002460983675734221;0.003144509545008351,43.11653666666666;5.882384999999999 
01:38:34,704.0206095790862;150.75614484787135;850.8001351070202,1114.5552044737956,39;39;39,0.0007040206095790862;0.00015075614484787137;0.0008508001351070203,43.11653666666666;5.882384999999999 
01:38:35,170.98590189615888;81.26070072173962;741.192460823056,764.9874143474311,13;13;13,0.0001709859018961589;8.126070072173963e-05;0.000741192460823056,43.11653666666666;5.882384999999999 
01:38:37,47.36715998013827;494.5659972063723;380.17677799224714,625.598558152018,4;4;4,4.736715998013827e-05;0.0004945659972063723;0.00038017677799224715,43.11653666666666;5.882384999999999 
01:38:39,305.077405605316;325.19119351069156;58.31315069518972,449.690959762122,43;43;43,0.00030507740560531605;0.0003251911935106916;5.831315069518972e-05,43.11653666666666;5.882384999999999 
01:38:41,761.6828366978962;694.1146002101882;1208.2993342494692,1588.0626886533207,29;29;29,0.0007616828366978962;0.0006941146002101882;0.0012082993342494692,43.11653666666666;5.882384999999999 
01:38:42,120.24129650115975;296.432716538112;451.33694046022833,553.2046263747658,13;13;13,0.00012024129650115975;0.000296432716538112;0.00045133694046022835,43.11653666666666;5.882384999999999 
01:38:44,256.7775045617421;70.65077112515783;390.83970424017167,472.95020109952355,33;33;33,0.0002567775045617421;7.065077112515784e-05;0.0003908397042401717,43.11653666666666;5.882384999999999 
01:38:46,793.1135918776196;978.0164144134525;468.87945554096075,1343.6492177319024,36;36;36,0.0007931135918776195;0.0009780164144134525;0.0004688794555409608,43.11653666666666;5.882384999999999 
01:38:48,591.5099657821653;1987.3544732538853;2564.301582740141,3297.742326080896,10;10;10,0.0005915099657821653;0.0019873544732538855;0.002564301582740141,43.11653666666666;5.882384999999999 
01:38:50,556.1693047142031;338.8755523745232;18.669161539076384,651.5439149404976,59;59;59,0.0005561693047142031;0.0003388755523745232;1.8669161539076383e-05,43.11653666666666;5.882384999999999 
01:38:52,503.3328903166451;665.1503715324409;340.8008895428907,901.0628510472939,34;34;34,0.0005033328903166451;0.000665150371532441;0.00034080088954289067,43.11653666666666;5.882384999999999 
01:38:54,1097.190296007792;2052.3333557065316;1195.8469916566123,2616.4764046429827,25;25;25,0.0010971902960077921;0.002052333355706532;0.0011958469916566123,43.11653666666666;5.882384999999999 
01:38:55,997.4306465212502;1534.8435010941835;1329.7589302412512,2262.4922718160183,26;26;26,0.0009974306465212503;0.0015348435010941834;0.0013297589302412511,43.11653666666666;5.882384999999999 
01:38:57,156.10506569226575;327.5211756992334;788.5134825420472,867.9818109942064,10;10;10,0.00015610506569226575;0.0003275211756992335;0.0007885134825420472,43.11653666666666;5.882384999999999 
01:38:59,440.67775515238424;479.2817629623408;527.4395082823152,837.9142719225664,32;32;32,0.00044067775515238425;0.00047928176296234084;0.0005274395082823151,43.11653666666666;5.882384999999999 
01:39:01,0.6758631769817058;457.53941913604837;609.0574687830621,761.7701603074362,0;0;0,6.758631769817059e-07;0.00045753941913604843;0.0006090574687830622,43.11653666666666;5.882384999999999 
01:39:03,571.5152644697826;658.8793089548755;1132.9474484062468,1429.7977346957314,24;24;24,0.0005715152644697825;0.0006588793089548755;0.001132947448406247,43.11653666666666;5.882384999999999 
01:39:05,273.0661812210082;137.00195510228463;81.63666520121993,316.22653293746396,60;60;60,0.00027306618122100823;0.00013700195510228463;8.163666520121993e-05,43.11653666666666;5.882384999999999 
01:39:06,486.70191763877864;1002.8207177066802;85.44868315696164,1117.957792561179,26;26;26,0.00048670191763877863;0.00100282071770668;8.544868315696164e-05,43.11653666666666;5.882384999999999 
01:39:08,780.959901002248;367.2773930581417;834.3574564139064,1200.3930254289673,41;41;41,0.000780959901002248;0.0003672773930581417;0.0008343574564139064,43.11653666666666;5.882384999999999 
01:39:10,128.0374156570434;198.2417679309827;1015.7543945916459,1042.8088839728866,7;7;7,0.0001280374156570434;0.0001982417679309827;0.0010157543945916458,43.11653666666666;5.882384999999999 
01:39:12,29.767283817927016;478.320341358184;115.16109985354639,492.8879376312482,3;3;3,2.9767283817927017e-05;0.00047832034135818403;0.00011516109985354639,43.11653666666666;5.882384999999999 
01:39:13,393.7027703920998;52.760972105662;148.56831838288898,424.09684839558565,68;68;68,0.00039370277039209984;5.2760972105662e-05;0.00014856831838288897,43.11653666666666;5.882384999999999 
01:39:15,172.1518282254538;505.2339113744097;1025.0980159664298,1155.7350472761314,9;9;9,0.00017215182822545382;0.0005052339113744096;0.00102509801596643,43.11653666666666;5.882384999999999 
01:39:17,399.3042046928405;1498.8699976603195;1359.9420818996464,2062.8857418415523,11;11;11,0.0003993042046928405;0.0014988699976603195;0.0013599420818996464,43.11653666666666;5.882384999999999 
01:39:19,433.31807900746674;716.8027783902488;505.4490154297948,978.2890615261167,26;26;26,0.0004333180790074668;0.0007168027783902488;0.0005054490154297949,43.11653666666666;5.882384999999999 
01:39:21,881.2719626426699;278.9999357000989;1128.1889726066634,1458.5237722341042,37;37;37,0.00088127196264267;0.0002789999357000989;0.0011281889726066634,43.11653666666666;5.882384999999999 
01:39:23,130.86681334813426;379.3444188213339;361.40723456063563,540.0402763864537,14;14;14,0.00013086681334813428;0.0003793444188213339;0.0003614072345606356,43.11653666666666;5.882384999999999 
01:39:24,965.1076771291096;46.11643900871276;4194.96427642185,4304.797885482649,13;13;13,0.0009651076771291096;4.611643900871276e-05;0.00419496427642185,43.11653666666666;5.882384999999999 
01:39:26,326.5853171857199;0.04239732106570138;1443.1412130800697,1479.6332424249752,13;13;13,0.00032658531718571986;4.239732106570138e-08;0.0014431412130800699,43.11653666666666;5.882384999999999 
01:39:28,307.87500530560817;230.8914460913345;1204.6575290680153,1264.6334018640864,14;14;14,0.0003078750053056082;0.0002308914460913345;0.0012046575290680153,43.11653666666666;5.882384999999999 
01:39:30,387.44355412483225;478.38580780983165;0.1633543840995344,615.6017506727883,39;39;39,0.0003874435541248323;0.0004783858078098317;1.633543840995344e-07,43.11653666666666;5.882384999999999 
01:39:32,64.1228306611381;14.842803312937427;515.2184804852719,519.4055533547328,7;7;7,6.412283066113809e-05;1.4842803312937428e-05;0.000515218480485272,43.11653666666666;5.882384999999999 
01:39:33,110.58717709859219;181.38446837742995;39.48686967211579,216.07651881613822,31;31;31,0.0001105871770985922;0.00018138446837742998;3.948686967211579e-05,43.11653666666666;5.882384999999999 
01:39:35,447.7443909899391;381.23172309875446;459.70791741053677,746.4208167580334,37;37;37,0.00044774439098993913;0.0003812317230987545;0.0004597079174105368,43.11653666666666;5.882384999999999 
01:39:37,740.0221700636541;278.87835514704324;2300.0066590595443,2432.1670544749772,18;18;18,0.0007400221700636541;0.0002788783551470432;0.0023000066590595446,43.11653666666666;5.882384999999999 
01:39:39,1586.0345253403984;335.64525060335745;1649.7121841303529,2312.9447767494303,43;43;43,0.0015860345253403984;0.0003356452506033575;0.001649712184130353,43.11653666666666;5.882384999999999 
01:39:41,1392.1833740997313;705.1715721480041;722.7514966297157,1719.8288342640071,54;54;54,0.0013921833740997314;0.0007051715721480041;0.0007227514966297158,43.11653666666666;5.882384999999999 
01:39:42,1374.9600859069828;1125.4406286176045;505.46023825009456,1847.3283137635196,48;48;48,0.0013749600859069829;0.0011254406286176045;0.0005054602382500946,43.11653666666666;5.882384999999999 
01:39:44,486.5535270150503;98.76081848144658;296.04365876833685,578.039688788628,57;57;57,0.0004865535270150503;9.876081848144658e-05;0.0002960436587683369,43.11653666666666;5.882384999999999 
01:39:46,571.2901845741271;2063.160259828567;1634.4940398279757,2693.4315471085947,12;12;12,0.0005712901845741272;0.0020631602598285676;0.0016344940398279758,43.11653666666666;5.882384999999999 
01:39:48,2486.1015945053095;901.2043149534868;927.7699775409758,2802.432423220765,63;63;63,0.0024861015945053097;0.0009012043149534869;0.0009277699775409758,43.11653666666666;5.882384999999999 
01:39:50,709.8477472654974;1255.6758465798712;2125.160106986339,2568.4452760976174,16;16;16,0.0007098477472654975;0.0012556758465798712;0.002125160106986339,43.11653666666666;5.882384999999999 
01:39:51,1463.4669875907896;392.858564910888;1353.828762296038,2031.975834849402,46;46;46,0.0014634669875907896;0.00039285856491088803;0.001353828762296038,43.11653666666666;5.882384999999999 
01:39:53,1091.4747630341851;1634.1130874284117;1235.719178158453,2321.3454348963123,28;28;28,0.0010914747630341851;0.0016341130874284117;0.001235719178158453,43.11653666666666;5.882384999999999 
01:39:55,1676.5602876949304;638.1638531843834;239.85910298664237,1809.8728936233074,68;68;68,0.0016765602876949305;0.0006381638531843835;0.00023985910298664236,43.11653666666666;5.882384999999999 
01:39:57,1052.7198706404367;667.2228523445132;2491.7660012976467,2786.0910369108237,22;22;22,0.0010527198706404368;0.0006672228523445132;0.0024917660012976467,43.11653666666666;5.882384999999999 
01:39:59,1527.7774887466426;1477.1432410844168;544.8710421403184,2193.841530823375,44;44;44,0.0015277774887466427;0.0014771432410844167;0.0005448710421403184,43.11653666666666;5.882384999999999 
01:40:01,1721.9247977447505;130.92230395952754;414.41074428239233,1775.9228372142347,76;76;76,0.0017219247977447506;0.00013092230395952753;0.0004144107442823923,43.11653666666666;5.882384999999999 
01:40:02,1312.9939072100324;1006.0366792074838;2100.542227207811,2673.638054891619,29;29;29,0.0013129939072100325;0.0010060366792074837;0.0021005422272078107,43.11653666666666;5.882384999999999 
01:40:04,804.2640873177847;352.1203507773096;1033.8698969968086,1356.3614663860208,36;36;36,0.0008042640873177848;0.00035212035077730963;0.0010338698969968086,43.11653666666666;5.882384999999999 
01:40:06,2392.365482060114;12.926818494798376;1825.1273590977632,3009.0978015538635,53;53;53,0.0023923654820601145;1.2926818494798376e-05;0.0018251273590977632,43.11653666666666;5.882384999999999 
01:40:08,1300.7529277324668;1519.1826788806902;1942.0273726050325,2787.713132078496,28;28;28,0.0013007529277324669;0.0015191826788806902;0.0019420273726050326,43.11653666666666;5.882384999999999 
01:40:09,1254.910824330648;1121.367991835277;1649.0731068643054,2356.2065830308684,32;32;32,0.001254910824330648;0.001121367991835277;0.0016490731068643054,43.11653666666666;5.882384999999999 
01:40:11,1142.2287207794186;381.43498084386187;526.6694981129821,1314.3667126899268,60;60;60,0.0011422287207794187;0.00038143498084386185;0.0005266694981129821,43.11653666666666;5.882384999999999 
01:40:13,972.1200693353014;509.9319086424503;421.8227935886443,1176.0027422787464,56;56;56,0.0009721200693353015;0.0005099319086424503;0.00042182279358864426,43.11653666666666;5.882384999999999 
01:40:15,1381.7679733880364;76.71296454747446;1974.602231963498,2411.2697040534,35;35;35,0.0013817679733880363;7.671296454747446e-05;0.001974602231963498,43.11653666666666;5.882384999999999 
01:40:17,1785.2271155452727;1027.593846499126;101.11199933051829,2062.3308667257006,60;60;60,0.001785227115545273;0.0010275938464991258;0.0001011119993305183,43.11653666666666;5.882384999999999 
01:40:18,2008.8187405331928;526.885225658417;1555.7983770306923,2594.8929386982077,51;51;51,0.002008818740533193;0.000526885225658417;0.0015557983770306924,43.11653666666666;5.882384999999999 
01:40:20,1428.1537600835163;1135.731954816181;2254.1352516269717,2900.1096476269067,30;30;30,0.0014281537600835165;0.001135731954816181;0.002254135251626972,43.11653666666666;5.882384999999999 
01:40:22,1697.7165509064992;826.5301627572371;61.87639613466622,1889.2385464964393,64;64;64,0.0016977165509064992;0.0008265301627572372;6.187639613466622e-05,43.11653666666666;5.882384999999999 
01:40:24,2250.1399276065827;688.4227598571762;1269.837175305664,2673.8627567410776,57;57;57,0.0022501399276065827;0.0006884227598571762;0.001269837175305664,43.11653666666666;5.882384999999999 
01:40:25,1736.594270833333;453.5098031648008;1859.4504844601759,2584.3736005494475,42;42;42,0.0017365942708333331;0.00045350980316480083;0.0018594504844601759,43.11653666666666;5.882384999999999 
01:40:27,740.8507882944742;1492.2211001332598;379.20351007780437,1708.6190342656223,26;26;26,0.0007408507882944743;0.00149222110013326;0.0003792035100778044,43.11653666666666;5.882384999999999 
01:40:29,617.0749268945056;130.1529172801962;230.0042197990244,671.2847297561318,67;67;67,0.0006170749268945056;0.00013015291728019621;0.00023000421979902443,43.11653666666666;5.882384999999999 
01:40:31,1366.968814376195;343.77057248751174;2412.976191507992,2794.501037174591,29;29;29,0.001366968814376195;0.00034377057248751174;0.002412976191507992,43.11653666666666;5.882384999999999 
01:40:32,1124.5328271547949;1395.7148215484613;696.4975790500496,1922.9411899643185,36;36;36,0.001124532827154795;0.0013957148215484614;0.0006964975790500496,43.11653666666666;5.882384999999999 
01:40:34,1271.17705534935;1422.7050808366141;1671.624117240926,2536.5937874296046,30;30;30,0.00127117705534935;0.0014227050808366141;0.001671624117240926,43.11653666666666;5.882384999999999 
01:40:36,573.656952673595;1470.501201947528;214.22929891265952,1592.9062360328965,21;21;21,0.000573656952673595;0.001470501201947528;0.00021422929891265952,43.11653666666666;5.882384999999999 
01:40:38,941.2386088593797;513.4159708499918;160.41836962065048,1084.0941523885865,60;60;60,0.0009412386088593797;0.0005134159708499918;0.00016041836962065047,43.11653666666666;5.882384999999999 
01:40:40,23.097811120351224;33.899775641759945;3.5277065086081194,41.172179688765056,34;34;34,2.3097811120351226e-05;3.389977564175994e-05;3.5277065086081193e-06,43.11653666666666;5.882384999999999 
01:40:42,22.080275414784662;0.1652248541513801;25.55685574218458,33.774527932630036,41;41;41,2.2080275414784663e-05;1.652248541513801e-07;2.5556855742184583e-05,43.11653666666666;5.882384999999999 
01:40:43,12.581405026118277;2.706570158004351;6.646403566936243,14.484196726985475,60;60;60,1.2581405026118278e-05;2.7065701580043512e-06;6.646403566936243e-06,43.11653666666666;5.882384999999999 
01:40:45,3.7122595532736726;24.34167370160378;3.668615252127694,24.894912883044295,9;9;9,3.712259553273673e-06;2.4341673701603784e-05;3.6686152521276938e-06,43.11653666666666;5.882384999999999 
01:40:47,2.5450862439472117;32.893462756475536;31.833529729825116,45.845730130083346,3;3;3,2.5450862439472117e-06;3.289346275647553e-05;3.1833529729825114e-05,43.11653666666666;5.882384999999999 
01:40:49,257.04622875849367;211.15237568537316;74.278236036319,340.84504664907183,49;49;49,0.0002570462287584937;0.00021115237568537315;7.4278236036319e-05,43.11653666666666;5.882384999999999 
01:40:51,67.77523517290726;47.58662846565231;19.957915401439763,85.18384881326942,53;53;53,6.777523517290727e-05;4.758662846565232e-05;1.9957915401439764e-05,43.11653666666666;5.882384999999999 
01:40:53,81.8187242857615;190.93508843739832;159.08472447713785,261.6456787380855,18;18;18,8.181872428576152e-05;0.00019093508843739832;0.00015908472447713788,43.11653666666666;5.882384999999999 
01:40:54,24.312993160883764;27.487180830637612;68.48414332069197,77.69649047947037,18;18;18,2.4312993160883764e-05;2.7487180830637614e-05;6.848414332069197e-05,43.11653666666666;5.882384999999999 
01:40:56,29.626375074386633;96.9738960965486;90.8082033316262,136.11681900672824,13;13;13,2.9626375074386633e-05;9.69738960965486e-05;9.080820333162621e-05,43.11653666666666;5.882384999999999 
01:40:58,268.4479906749724;322.9696985848741;459.3444227313839,622.39139502074,26;26;26,0.0002684479906749724;0.00032296969858487413;0.0004593444227313839,43.11653666666666;5.882384999999999 
01:41:01,27.348142557144005;7.4538231372839325;2.1653808243975448,28.42831783279568,74;74;74,2.7348142557144007e-05;7.453823137283932e-06;2.1653808243975447e-06,43.11653666666666;5.882384999999999 
01:41:02,1.3498558839162151;12.636895637512357;61.24355376878654,62.548270323734535,1;1;1,1.3498558839162154e-06;1.2636895637512359e-05;6.124355376878655e-05,43.11653666666666;5.882384999999999 
01:41:04,67.4753364753725;15.588497371673892;86.00234229088599,110.41886234828783,38;38;38,6.747533647537251e-05;1.5588497371673893e-05;8.600234229088599e-05,43.11653666666666;5.882384999999999 
01:41:06,247.82855236689232;250.3761325709033;80.26436367673107,361.31643639040635,43;43;43,0.0002478285523668923;0.00025037613257090333;8.026436367673107e-05,43.11653666666666;5.882384999999999 
01:41:08,20.954875936508273;49.818099231720204;33.75886689822316,63.722923118983815,19;19;19,2.0954875936508276e-05;4.98180992317202e-05;3.375886689822316e-05,43.11653666666666;5.882384999999999 
01:41:10,76.58639607429508;23.29046953519198;51.418598101953705,95.14091793539068,54;54;54,7.658639607429508e-05;2.3290469535191983e-05;5.141859810195371e-05,43.11653666666666;5.882384999999999 
01:41:11,118.46497344652826;52.77281841595849;47.910843273797354,138.25472577983274,59;59;59,0.00011846497344652826;5.277281841595849e-05;4.7910843273797355e-05,43.11653666666666;5.882384999999999 
01:41:13,34.62863547007236;23.30917423566248;15.344089285484586,44.47359974263999,51;51;51,3.4628635470072364e-05;2.3309174235662478e-05;1.5344089285484585e-05,43.11653666666666;5.882384999999999 
01:41:15,2.1416882038114564;2.5824956448884384;19.32257907543189,19.611684635556713,6;6;6,2.1416882038114566e-06;2.5824956448884386e-06;1.932257907543189e-05,43.11653666666666;5.882384999999999 
01:41:17,13.85706559817007;0.5542826239274268;6.150729004477995,15.170924939030684,66;66;66,1.385706559817007e-05;5.542826239274267e-07;6.150729004477995e-06,43.11653666666666;5.882384999999999 
01:41:19,4.237238146464012;7.374016415280238;7.386486215542831,11.264567626636916,22;22;22,4.237238146464012e-06;7.374016415280238e-06;7.386486215542831e-06,43.11653666666666;5.882384999999999 
01:41:21,6.320941778818506;2.6859949874888933;8.716390418989306,11.097041767078165,35;35;35,6.320941778818506e-06;2.6859949874888934e-06;8.716390418989306e-06,43.11653666666666;5.882384999999999 
01:41:22,0.859169241587035;10.267633577983105;1.1933598900366604,10.372395041867799,5;5;5,8.59169241587035e-07;1.0267633577983106e-05;1.1933598900366605e-06,43.11653666666666;5.882384999999999 
01:41:24,16.335438410440897;15.400826876957874;4.832671111476117,22.964902060035694,45;45;45,1.6335438410440897e-05;1.5400826876957874e-05;4.832671111476117e-06,43.11653666666666;5.882384999999999 
01:41:26,1.3136934630076507;3.367469574612536;29.793470398532307,30.011939628069875,3;3;3,1.3136934630076507e-06;3.367469574612536e-06;2.979347039853231e-05,43.11653666666666;5.882384999999999 
01:41:28,6.365833059946508;10.968436355590526;8.892214603454462,15.488767129363032,24;24;24,6.3658330599465075e-06;1.0968436355590528e-05;8.892214603454462e-06,43.11653666666666;5.882384999999999 
01:41:30,2.969682944615512;8.092900403338543;5.501052408300566,10.226222730254163,17;17;17,2.9696829446155123e-06;8.092900403338543e-06;5.501052408300566e-06,43.11653666666666;5.882384999999999 
01:41:31,56.67648940404252;35.87187456130958;63.57353595734061,92.41542246740072,38;38;38,5.667648940404252e-05;3.587187456130958e-05;6.357353595734061e-05,43.11653666666666;5.882384999999999 
01:41:33,62.42007942835495;393.1559696483616;403.4030280558429,566.7467563476731,6;6;6,6.242007942835495e-05;0.00039315596964836156;0.00040340302805584295,43.11653666666666;5.882384999999999 
01:41:35,268.4199336242674;416.76566607157395;750.9881124591651,899.8477794815734,17;17;17,0.0002684199336242674;0.00041676566607157397;0.0007509881124591651,43.11653666666666;5.882384999999999 
01:41:37,14.128283754984643;1326.4463277880343;412.5321688652157,1389.1876256477601,1;1;1,1.4128283754984645e-05;0.0013264463277880344;0.0004125321688652157,43.11653666666666;5.882384999999999 
01:41:39,359.95013839403777;82.46091900189778;17.064298238770093,369.6688999184354,77;77;77,0.00035995013839403776;8.246091900189778e-05;1.7064298238770094e-05,43.11653666666666;5.882384999999999 
01:41:41,167.88528604825333;372.4935105292012;520.0536455567626,661.3566956754507,15;15;15,0.00016788528604825333;0.0003724935105292012;0.0005200536455567626,43.11653666666666;5.882384999999999 
01:41:42,100.4666871643067;457.5400426260643;126.20809595109606,485.1442355832258,12;12;12,0.00010046668716430671;0.0004575400426260643;0.00012620809595109605,43.11653666666666;5.882384999999999 
01:41:44,248.54182494481404;301.3645225620272;331.2427876027346,512.1673540404225,29;29;29,0.0002485418249448141;0.0003013645225620272;0.00033124278760273464,43.11653666666666;5.882384999999999 
01:41:46,6.724963308970231;201.69153818766327;720.5911037254235,748.3156021868291,1;1;1,6.724963308970232e-06;0.0002016915381876633;0.0007205911037254236,43.11653666666666;5.882384999999999 
01:41:48,229.40005797386158;56.729486055375425;192.60791214941088,304.86132750657845,49;49;49,0.0002294000579738616;5.672948605537543e-05;0.0001926079121494109,43.11653666666666;5.882384999999999 
