Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
22:32:13,836.1119573179884;1180.4835741806028;1999.6104164918504,2468.0086085390867,20;20;20,0.0008361119573179885;0.0011804835741806028;0.0019996104164918503,43.11653666666666;5.882384999999999 
22:32:17,2094.0304974842065;740.9455587768567;916.3114780330624,2402.8297422497994,61;61;61,0.002094030497484207;0.0007409455587768567;0.0009163114780330624,43.11653666666666;5.882384999999999 
22:32:20,2063.2793464215597;233.87297534624696;1100.1157111612888,2349.909106308368,61;61;61,0.0020632793464215597;0.00023387297534624695;0.001100115711161289,43.11653666666666;5.882384999999999 
22:32:23,2283.857644163767;306.4322494093572;914.8263248157225,2479.2768435290145,67;67;67,0.0022838576441637673;0.0003064322494093572;0.0009148263248157226,43.11653666666666;5.882384999999999 
22:32:27,1473.4023009904213;1881.7009726492568;1995.427421976741,3113.4295378906154,28;28;28,0.0014734023009904213;0.001881700972649257;0.001995427421976741,43.11653666666666;5.882384999999999 
22:32:30,188.47167938550302;1130.3181910101573;2069.8983164278593,2365.9289565009663,5;5;5,0.00018847167938550302;0.0011303181910101575;0.0020698983164278593,43.11653666666666;5.882384999999999 
22:32:33,818.6573543294273;1205.936930580139;1245.8290687624879,1917.4393896309505,25;25;25,0.0008186573543294273;0.001205936930580139;0.0012458290687624878,43.11653666666666;5.882384999999999 
22:32:37,82.20466460545858;146.9547262223576;69.26662329039601,182.07460982805276,27;27;27,8.220466460545859e-05;0.00014695472622235762;6.926662329039602e-05,43.11653666666666;5.882384999999999 
22:32:40,3.042631276448951;0.2961577574420726;13.48172460879482,13.823972400475283,13;13;13,3.042631276448951e-06;2.961577574420726e-07;1.3481724608794821e-05,43.11653666666666;5.882384999999999 
22:32:44,16.67212301890078;19.022056887942785;3.1978802903758208,25.49558339315002,41;41;41,1.667212301890078e-05;1.9022056887942784e-05;3.1978802903758207e-06,43.11653666666666;5.882384999999999 
22:32:47,299.20849408785483;235.6810963916775;32.28805395126244,382.2483754820479,52;52;52,0.00029920849408785486;0.0002356810963916775;3.2288053951262443e-05,43.11653666666666;5.882384999999999 
22:32:50,52.489753948847515;61.40566117286739;151.87281546593567,172.02087539376637,18;18;18,5.248975394884752e-05;6.140566117286739e-05;0.0001518728154659357,43.11653666666666;5.882384999999999 
22:32:54,47.130857264200934;52.28711969375644;67.86065330505942,97.77693418857622,29;29;29,4.7130857264200935e-05;5.228711969375644e-05;6.786065330505941e-05,43.11653666666666;5.882384999999999 
22:32:57,59.8132676728568;11.660510272979485;144.29117687540582,156.6318556795543,22;22;22,5.9813267672856805e-05;1.1660510272979485e-05;0.00014429117687540582,43.11653666666666;5.882384999999999 
22:33:01,177.2918799146015;254.67447273890104;70.96501009307765,318.3198555007233,34;34;34,0.00017729187991460152;0.00025467447273890107;7.096501009307766e-05,43.11653666666666;5.882384999999999 
22:33:04,99.3169715754191;40.960176579157405;88.9876124858926,139.50050926160716,45;45;45,9.931697157541911e-05;4.0960176579157404e-05;8.89876124858926e-05,43.11653666666666;5.882384999999999 
22:33:07,21.138182001113865;57.549998915990386;201.50511467295297,210.62558332952491,6;6;6,2.1138182001113866e-05;5.7549998915990385e-05;0.00020150511467295298,43.11653666666666;5.882384999999999 
22:33:11,66.11176381111136;4.617567056020233;14.610241537109658,67.8641760983341,77;77;77,6.611176381111137e-05;4.6175670560202335e-06;1.4610241537109658e-05,43.11653666666666;5.882384999999999 
22:33:14,14.032266292572357;19.99470131238357;5.1656147798180285,24.967501956154326,34;34;34,1.4032266292572358e-05;1.9994701312383572e-05;5.1656147798180285e-06,43.11653666666666;5.882384999999999 
22:33:17,26.515159896215202;18.277609809237706;2.462785561917258,32.29845255402478,55;55;55,2.6515159896215205e-05;1.8277609809237704e-05;2.462785561917258e-06,43.11653666666666;5.882384999999999 
22:33:21,167.80547932624816;509.6220341046658;293.20864966709513,611.4283349473512,16;16;16,0.0001678054793262482;0.0005096220341046658;0.0002932086496670952,43.11653666666666;5.882384999999999 
22:33:24,127.3235195891062;1349.70188188235;161.38415565488984,1365.266015944789,5;5;5,0.0001273235195891062;0.0013497018818823502;0.00016138415565488984,43.11653666666666;5.882384999999999 
22:33:27,10.92977997461958;737.3212113157915;921.710901568721,1180.3868072869607,1;1;1,1.092977997461958e-05;0.0007373212113157916;0.0009217109015687211,43.11653666666666;5.882384999999999 
22:33:31,537.2064793777465;575.34349316597;1489.3449406909838,1684.5650147666263,19;19;19,0.0005372064793777466;0.00057534349316597;0.0014893449406909837,43.11653666666666;5.882384999999999 
22:33:34,977.8424606990816;187.11558860142975;177.24885910350707,1011.2394768289009,75;75;75,0.0009778424606990816;0.00018711558860142976;0.00017724885910350708,43.11653666666666;5.882384999999999 
22:33:38,547.1841900984446;491.72849414507544;496.46577128411275,887.516598100905,38;38;38,0.0005471841900984445;0.0004917284941450755;0.0004964657712841127,43.11653666666666;5.882384999999999 
22:33:41,579.9354971313471;45.15002948443281;292.0994609292151,650.9115155461346,63;63;63,0.0005799354971313472;4.5150029484432805e-05;0.00029209946092921513,43.11653666666666;5.882384999999999 
22:33:44,422.77798029263806;41.83430958112089;315.05761028610203,528.9164658787251,53;53;53,0.0004227779802926381;4.18343095811209e-05;0.000315057610286102,43.11653666666666;5.882384999999999 
22:33:48,574.8023038323721;722.8406557019538;1139.5508311621293,1466.7898277629731,23;23;23,0.000574802303832372;0.0007228406557019538;0.0011395508311621292,43.11653666666666;5.882384999999999 
22:33:51,673.4215900802612;52.07700355847689;799.7961578655381,1046.844088879683,40;40;40,0.0006734215900802612;5.2077003558476894e-05;0.0007997961578655382,43.11653666666666;5.882384999999999 
22:33:55,123.09251634279892;245.85271250724895;402.95099779448407,487.8163901001529,15;15;15,0.00012309251634279891;0.00024585271250724896;0.0004029509977944841,43.11653666666666;5.882384999999999 
22:33:58,71.14208125750217;902.6177668189999;603.1012686633943,1087.8929951821378,4;4;4,7.114208125750217e-05;0.000902617766819;0.0006031012686633944,43.11653666666666;5.882384999999999 
22:34:01,144.04302784919716;152.62225046475743;452.9723547713012,499.22529923467346,17;17;17,0.00014404302784919718;0.00015262225046475746;0.0004529723547713012,43.11653666666666;5.882384999999999 
22:34:05,355.0345431105296;339.39117861747815;494.9413381958259,697.2824586780729,31;31;31,0.00035503454311052964;0.00033939117861747815;0.0004949413381958259,43.11653666666666;5.882384999999999 
22:34:08,73.71148361206066;70.50113352139842;136.5586537011527,170.44664427545788,26;26;26,7.371148361206066e-05;7.050113352139841e-05;0.00013655865370115273,43.11653666666666;5.882384999999999 
22:34:12,350.6919351514182;696.7563274065637;30.107709366475888,780.6155822968341,27;27;27,0.00035069193515141825;0.0006967563274065638;3.0107709366475887e-05,43.11653666666666;5.882384999999999 
22:34:15,12.24409692764293;211.92425632476787;153.6597378508322,262.05557304656946,3;3;3,1.224409692764293e-05;0.0002119242563247679;0.0001536597378508322,43.11653666666666;5.882384999999999 
22:34:18,202.0145060157778;186.19282337824444;1509.562851429008,1534.3590292147528,8;8;8,0.00020201450601577782;0.00018619282337824445;0.0015095628514290081,43.11653666666666;5.882384999999999 
22:34:22,875.3993101851142;964.7797213808698;168.01559546152055,1313.5269709368788,42;42;42,0.0008753993101851144;0.0009647797213808698;0.00016801559546152057,43.11653666666666;5.882384999999999 
22:34:25,228.26655312538136;140.28151258468645;189.04154925983187,327.90429914130056,44;44;44,0.00022826655312538135;0.00014028151258468647;0.00018904154925983188,43.11653666666666;5.882384999999999 
22:34:28,521.561867904663;1155.2503097565962;845.2223934269032,1523.4930110096386,20;20;20,0.0005215618679046631;0.0011552503097565963;0.0008452223934269032,43.11653666666666;5.882384999999999 
22:34:32,1248.6378912830353;1885.7748564116162;1119.9377057393426,2523.7876014749536,30;30;30,0.0012486378912830354;0.001885774856411616;0.0011199377057393427,43.11653666666666;5.882384999999999 
22:34:35,819.9959873930616;313.5444000180561;227.55515101751556,906.9095086490213,65;65;65,0.0008199959873930615;0.00031354440001805613;0.00022755515101751555,43.11653666666666;5.882384999999999 
22:34:39,1020.3838079579673;333.6993382644669;448.10352123894324,1163.3293298321353,61;61;61,0.0010203838079579672;0.0003336993382644669;0.00044810352123894327,43.11653666666666;5.882384999999999 
22:34:42,562.1491974544527;933.1188983853654;1525.7754623063367,1874.7568802644034,17;17;17,0.0005621491974544528;0.0009331188983853654;0.001525775462306337,43.11653666666666;5.882384999999999 
22:34:45,748.0739201259612;232.75256378809573;1176.6054662831707,1413.5730505389497,32;32;32,0.0007480739201259612;0.00023275256378809574;0.0011766054662831708,43.11653666666666;5.882384999999999 
22:34:49,879.3329086939497;2069.5192344983407;667.2297107346594,2345.4917849265253,22;22;22,0.0008793329086939497;0.002069519234498341;0.0006672297107346595,43.11653666666666;5.882384999999999 
22:34:52,1704.9739746888472;1283.0227421569825;678.7249961535035,2239.1407351173534,50;50;50,0.0017049739746888472;0.0012830227421569828;0.0006787249961535036,43.11653666666666;5.882384999999999 
22:34:55,1425.3262328624724;995.7484704589854;88.94895610493947,1740.9715113405773,55;55;55,0.0014253262328624723;0.0009957484704589854;8.894895610493947e-05,43.11653666666666;5.882384999999999 
22:34:59,807.6022528616586;104.7700152524324;980.2971408907429,1274.4334581930068,39;39;39,0.0008076022528616586;0.0001047700152524324;0.0009802971408907428,43.11653666666666;5.882384999999999 
22:35:02,542.7898324680327;226.99151604334534;684.2491176923406,902.409444569968,37;37;37,0.0005427898324680327;0.00022699151604334535;0.0006842491176923406,43.11653666666666;5.882384999999999 
22:35:06,246.38704345067333;1462.9339036273957;1741.1607117080957,2287.4708316301426,6;6;6,0.00024638704345067333;0.0014629339036273956;0.001741160711708096,43.11653666666666;5.882384999999999 
22:35:09,1524.0808164437606;515.4192442703245;1782.134605067556,2400.933793963375,39;39;39,0.0015240808164437608;0.0005154192442703245;0.0017821346050675563,43.11653666666666;5.882384999999999 
22:35:12,572.8570149834953;809.3131094646449;1541.2006052939091,1832.6080253358723,18;18;18,0.0005728570149834954;0.0008093131094646449;0.0015412006052939091,43.11653666666666;5.882384999999999 
22:35:16,869.0303596750898;1872.980841290156;1623.0798081111839,2626.339479460954,19;19;19,0.0008690303596750899;0.0018729808412901558;0.001623079808111184,43.11653666666666;5.882384999999999 
22:35:19,1053.8066137377418;831.0417365105942;4381.651527382505,4582.576661049261,13;13;13,0.0010538066137377418;0.0008310417365105942;0.004381651527382505,43.11653666666666;5.882384999999999 
22:35:23,1371.2440854136146;1590.7144413979854;2500.6395112005634,3265.5597898111314,25;25;25,0.0013712440854136145;0.0015907144413979855;0.002500639511200564,43.11653666666666;5.882384999999999 
22:35:26,1358.036072921753;1086.6776308536528;2932.826579319638,3409.7803438224837,23;23;23,0.0013580360729217532;0.0010866776308536528;0.002932826579319638,43.11653666666666;5.882384999999999 
22:35:29,314.65421224594166;535.9364302158366;58.019486897778805,624.1805759365553,30;30;30,0.0003146542122459417;0.0005359364302158366;5.8019486897778804e-05,43.11653666666666;5.882384999999999 
22:35:33,1.9390539487199736;0.8080430603040201;14.478685143767933,14.630283226777198,8;8;8,1.9390539487199738e-06;8.080430603040201e-07;1.4478685143767934e-05,43.11653666666666;5.882384999999999 
22:35:36,1.4190632756549277;9.043722677230026;11.7939371362894,14.929822960025458,5;5;5,1.419063275654928e-06;9.043722677230026e-06;1.17939371362894e-05,43.11653666666666;5.882384999999999 
22:35:40,31.107163861592333;61.25228262901305;18.827528003026117,71.23182983386839,26;26;26,3.110716386159233e-05;6.125228262901305e-05;1.882752800302612e-05,43.11653666666666;5.882384999999999 
22:35:43,81.16468325932824;130.75770259539405;12.580781536064123,154.41359610044307,32;32;32,8.116468325932824e-05;0.00013075770259539404;1.2580781536064123e-05,43.11653666666666;5.882384999999999 
22:35:46,141.07833282470705;161.16905159950213;4.308939498251618,214.2361457496876,41;41;41,0.00014107833282470705;0.00016116905159950214;4.308939498251618e-06,43.11653666666666;5.882384999999999 
22:35:50,218.9185673205056;106.02634763399787;42.00140490531368,246.8421429259765,63;63;63,0.00021891856732050562;0.00010602634763399787;4.200140490531368e-05,43.11653666666666;5.882384999999999 
22:35:53,61.68997262001058;40.774376554489514;158.98808352472216,175.3437002236721,21;21;21,6.168997262001058e-05;4.077437655448952e-05;0.00015898808352472215,43.11653666666666;5.882384999999999 
22:35:57,237.08768986701966;134.44751650810184;254.05908809341682,372.6026403885713,40;40;40,0.00023708768986701969;0.00013444751650810185;0.00025405908809341684,43.11653666666666;5.882384999999999 
22:36:00,1381.8178525892893;677.9593504142755;728.1858356062436,1702.734292168389,54;54;54,0.0013818178525892893;0.0006779593504142755;0.0007281858356062436,43.11653666666666;5.882384999999999 
22:36:03,662.2586248397823;523.0688432725276;29.943108002361996,844.4430653951637,52;52;52,0.0006622586248397823;0.0005230688432725276;2.9943108002361995e-05,43.11653666666666;5.882384999999999 
22:36:07,33.92159779230736;18.49770178477128;19.960409361566178,43.488592871955525,51;51;51,3.3921597792307364e-05;1.8497701784771282e-05;1.996040936156618e-05,43.11653666666666;5.882384999999999 
22:36:10,15.910841709772235;0.5879510847718317;4.659340887105401,16.58945532239574,74;74;74,1.5910841709772236e-05;5.879510847718317e-07;4.659340887105401e-06,43.11653666666666;5.882384999999999 
22:36:14,526.8147712866461;282.6903731028256;818.4709308147511,1013.5789633174029,31;31;31,0.0005268147712866461;0.00028269037310282565;0.0008184709308147511,43.11653666666666;5.882384999999999 
22:36:17,758.9525739192962;674.7253077030185;144.74258364675663,1025.7746662081279,48;48;48,0.0007589525739192963;0.0006747253077030185;0.00014474258364675663,43.11653666666666;5.882384999999999 
22:36:20,177.06804699897782;1120.0549218622843;266.8880186557807,1164.9486408241216,9;9;9,0.00017706804699897782;0.0011200549218622843;0.0002668880186557807,43.11653666666666;5.882384999999999 
22:36:24,123.14675997416141;877.5771608098349;440.8523323567817,989.7765286222941,7;7;7,0.0001231467599741614;0.000877577160809835;0.0004408523323567817,43.11653666666666;5.882384999999999 
22:36:27,769.5063894144689;136.99509671211152;737.743314056372,1074.789717715857,46;46;46,0.000769506389414469;0.00013699509671211152;0.0007377433140563721,43.11653666666666;5.882384999999999 
22:36:30,484.95863955497765;812.5702213064832;345.07616058031056,1007.2401914309863,29;29;29,0.0004849586395549777;0.0008125702213064832;0.00034507616058031054,43.11653666666666;5.882384999999999 
22:36:34,266.1036682160695;40.65591345151076;168.89222242357073,317.7871116514916,57;57;57,0.0002661036682160695;4.0655913451510764e-05;0.00016889222242357074,43.11653666666666;5.882384999999999 
22:36:37,887.036127837499;567.2406169223784;151.0716307957889,1063.68117742429,57;57;57,0.000887036127837499;0.0005672406169223785;0.0001510716307957889,43.11653666666666;5.882384999999999 
22:36:41,184.3117540009816;142.83657466888405;1046.5155214945412,1072.1790179140094,10;10;10,0.00018431175400098162;0.00014283657466888407;0.0010465155214945412,43.11653666666666;5.882384999999999 
22:36:44,604.3014869435628;107.1342893918354;109.63011992452287,623.4394968883187,76;76;76,0.000604301486943563;0.0001071342893918354;0.00010963011992452287,43.11653666666666;5.882384999999999 
22:36:47,861.660707689921;797.3252669334414;896.2095364379738,1476.9489800495976,36;36;36,0.000861660707689921;0.0007973252669334414;0.0008962095364379738,43.11653666666666;5.882384999999999 
22:36:51,279.51805590311665;272.6671476109826;56.295537004475094,394.52110773542836,45;45;45,0.0002795180559031167;0.00027266714761098266;5.6295537004475096e-05,43.11653666666666;5.882384999999999 
22:36:54,910.5435718981422;714.1797558943424;975.0230388482297,1513.2125582148617,37;37;37,0.0009105435718981422;0.0007141797558943425;0.0009750230388482297,43.11653666666666;5.882384999999999 
22:36:58,541.3202665011086;252.4093335119879;677.45744095164,903.1537448682489,37;37;37,0.0005413202665011086;0.0002524093335119879;0.0006774574409516401,43.11653666666666;5.882384999999999 
22:37:01,481.21707597096747;481.9546646595011;523.9248950640434,859.2714755308527,34;34;34,0.00048121707597096746;0.0004819546646595011;0.0005239248950640434,43.11653666666666;5.882384999999999 
22:37:04,268.67868198076883;11.508378709158663;86.31969870885747,282.438962107965,72;72;72,0.00026867868198076885;1.1508378709158663e-05;8.631969870885748e-05,43.11653666666666;5.882384999999999 
22:37:08,8.92463608423867;599.1763990147914;178.36552972155494,625.2249742759957,1;1;1,8.924636084238671e-06;0.0005991763990147914;0.00017836552972155494,43.11653666666666;5.882384999999999 
22:37:11,277.8583254814146;429.81842954953345;201.95215701422242,550.2125090748665,30;30;30,0.00027785832548141463;0.00042981842954953347;0.00020195215701422243,43.11653666666666;5.882384999999999 
22:37:14,1230.353423083623;447.2194123967489;1019.0420574442793,1658.9820563702165,48;48;48,0.001230353423083623;0.0004472194123967489;0.0010190420574442793,43.11653666666666;5.882384999999999 
22:37:18,168.36662034034734;238.47246119181304;68.02712513924547,299.74009299128136,34;34;34,0.00016836662034034735;0.00023847246119181303;6.802712513924547e-05,43.11653666666666;5.882384999999999 
22:37:21,499.6742509047192;881.7501794846843;876.4137284406122,1339.8726653819162,22;22;22,0.0004996742509047193;0.0008817501794846843;0.0008764137284406123,43.11653666666666;5.882384999999999 
22:37:25,2421.277337576548;849.8511833031977;2471.0218649864278,3562.4121092968207,43;43;43,0.002421277337576548;0.0008498511833031977;0.002471021864986428,43.11653666666666;5.882384999999999 
22:37:28,747.0813240210214;845.6151921367651;1978.5121378516903,2277.653581539556,19;19;19,0.0007470813240210214;0.0008456151921367652;0.0019785121378516905,43.11653666666666;5.882384999999999 
22:37:31,566.1495093949635;1713.3605388895674;1144.491989536295,2136.818082412458,15;15;15,0.0005661495093949636;0.0017133605388895674;0.001144491989536295,43.11653666666666;5.882384999999999 
22:37:35,231.9894120089213;440.57300882975244;2312.334927139263,2365.3364409025808,6;6;6,0.00023198941200892133;0.00044057300882975245;0.002312334927139263,43.11653666666666;5.882384999999999 
22:37:38,140.45546629905712;469.21801061948076;2656.7065440019037,2701.4779178156405,3;3;3,0.00014045546629905712;0.00046921801061948075;0.002656706544001904,43.11653666666666;5.882384999999999 
22:37:41,1992.079904082616;906.7496351528176;1638.9594753201884,2734.367460097746,47;47;47,0.001992079904082616;0.0009067496351528177;0.0016389594753201883,43.11653666666666;5.882384999999999 
22:37:45,2002.2951644992827;88.87289032300328;1256.8854172102615,2365.7652606307724,58;58;58,0.002002295164499283;8.887289032300327e-05;0.0012568854172102615,43.11653666666666;5.882384999999999 
22:37:48,3001.7010273901615;460.0483429590871;753.8212510903861,3128.9135517444433,74;74;74,0.0030017010273901616;0.00046004834295908714;0.0007538212510903861,43.11653666666666;5.882384999999999 
22:37:52,1361.1603813902536;745.391042588552;170.47775753340133,1561.226458926227,61;61;61,0.0013611603813902537;0.0007453910425885519;0.00017047775753340134,43.11653666666666;5.882384999999999 
22:37:55,162.78451423009216;2130.501545950569;357.97429853439235,2166.4905339701077,4;4;4,0.00016278451423009217;0.002130501545950569;0.00035797429853439235,43.11653666666666;5.882384999999999 
22:37:58,1804.1456730906166;1216.4096923732766;1609.5226412105585,2706.502777016986,42;42;42,0.0018041456730906167;0.0012164096923732767;0.0016095226412105586,43.11653666666666;5.882384999999999 
22:38:02,2043.7048773797337;1835.6200725714364;2268.3826219749612,3562.5539148665357,35;35;35,0.002043704877379734;0.0018356200725714365;0.0022683826219749613,43.11653666666666;5.882384999999999 
22:38:05,1802.8768709087374;388.05395085016914;935.3310409609481,2067.799563935827,61;61;61,0.0018028768709087376;0.00038805395085016913;0.0009353310409609482,43.11653666666666;5.882384999999999 
22:38:09,1024.7126991367338;2104.331176033019;3352.3069209194373,4088.545891419217,15;15;15,0.0010247126991367339;0.002104331176033019;0.0033523069209194373,43.11653666666666;5.882384999999999 
22:38:12,1607.1271925703693;319.8778115971902;230.9107742818117,1654.841204808108,76;76;76,0.0016071271925703695;0.0003198778115971902;0.00023091077428181173,43.11653666666666;5.882384999999999 
22:38:15,1764.3969376118976;558.4755942821502;567.5330337397284,1935.7389512144614,66;66;66,0.0017643969376118975;0.0005584755942821502;0.0005675330337397284,43.11653666666666;5.882384999999999 
22:38:19,2909.494959443409;1053.2984693749736;1796.055266647336,3577.7664967778287,54;54;54,0.0029094949594434087;0.0010532984693749736;0.0017960552666473361,43.11653666666666;5.882384999999999 
22:38:22,13.586470931370942;148.13374584198024;79.7393850835082,168.77964445702983,5;5;5,1.3586470931370943e-05;0.00014813374584198024;7.97393850835082e-05,43.11653666666666;5.882384999999999 
22:38:26,9.888551648457867;6.730574719112092;7.168264710065486,13.945182275873623,45;45;45,9.888551648457867e-06;6.730574719112093e-06;7.168264710065486e-06,43.11653666666666;5.882384999999999 
22:38:29,1.8523888365425538;21.41438807805196;15.559193340978439,26.534804664461152,4;4;4,1.852388836542554e-06;2.1414388078051962e-05;1.5559193340978438e-05,43.11653666666666;5.882384999999999 
22:38:32,38.176293659210266;95.84039124806709;54.78295022649249,116.80745535990066,19;19;19,3.817629365921027e-05;9.58403912480671e-05;5.478295022649249e-05,43.11653666666666;5.882384999999999 
22:38:36,293.8308927027386;46.60338471094877;40.251268431356735,300.2143127556348,78;78;78,0.00029383089270273863;4.660338471094877e-05;4.025126843135674e-05,43.12657;5.892530000000001  
22:38:39,141.4349691136676;104.67025684992531;62.73431839625765,186.802858280746,49;49;49,0.0001414349691136676;0.00010467025684992532;6.273431839625766e-05,43.11653666666666;5.882384999999999 
22:38:43,64.39342532793687;18.709688390095458;21.384460557323237,70.38366869130058,66;66;66,6.439342532793687e-05;1.870968839009546e-05;2.1384460557323236e-05,43.11653666666666;5.882384999999999 
22:38:46,51.68108739852916;225.1565849272416;45.01410866102162,235.35652213044537,13;13;13,5.1681087398529164e-05;0.0002251565849272416;4.501410866102163e-05,43.11653666666666;5.882384999999999 
22:38:49,10.829398082097374;5.620762491226561;117.91505525270729,118.5446291025128,5;5;5,1.0829398082097375e-05;5.620762491226561e-06;0.00011791505525270729,43.11653666666666;5.882384999999999 
22:38:53,87.29047266324372;37.19242641449044;190.52358502706392,212.84299295944567,24;24;24,8.729047266324372e-05;3.719242641449044e-05;0.00019052358502706393,43.11653666666666;5.882384999999999 
22:38:56,185.3467474269868;96.57922691663073;55.915831584956166,216.35051207569273,59;59;59,0.0001853467474269868;9.657922691663073e-05;5.5915831584956165e-05,43.11653666666666;5.882384999999999 
22:39:00,66.06126111984265;83.72036883354022;124.19235273043228,163.69768127584507,24;24;24,6.606126111984266e-05;8.372036883354023e-05;0.00012419235273043228,43.11653666666666;5.882384999999999 
22:39:03,116.90063699722292;98.2458157285056;92.12439075469803,178.33929070858238,41;41;41,0.00011690063699722292;9.824581572850561e-05;9.212439075469802e-05,43.11653666666666;5.882384999999999 
22:39:06,56.519369920094654;49.19835015614876;99.04575341861133,124.19733533579486,27;27;27,5.6519369920094657e-05;4.9198350156148765e-05;9.904575341861132e-05,43.11653666666666;5.882384999999999 
22:39:10,246.44627500216194;67.10685387611414;118.39950699489243,281.527155983619,61;61;61,0.000246446275002162;6.710685387611415e-05;0.00011839950699489244,43.11653666666666;5.882384999999999 
22:39:13,45.438081871668565;47.556700944902;139.2920339298289,154.04067581404564,17;17;17,4.543808187166857e-05;4.7556700944902e-05;0.00013929203392982892,43.11653666666666;5.882384999999999 
22:39:16,281.14785880406697;169.80750576655058;47.80796742121218,331.91009215405967,58;58;58,0.00028114785880406696;0.00016980750576655058;4.780796742121218e-05,43.11653666666666;5.882384999999999 
22:39:20,3.2857923825581477;5.063362417221162;76.89252967199778,77.12908135008782,2;2;2,3.2857923825581478e-06;5.063362417221162e-06;7.689252967199779e-05,43.11653666666666;5.882384999999999 
22:39:23,98.61866275787351;73.56122251828468;79.7780414644702,146.63365917292833,42;42;42,9.861866275787351e-05;7.356122251828468e-05;7.977804146447021e-05,43.11653666666666;5.882384999999999 
22:39:27,10.58935442606597;9.769465055465387;7.352194264736767,16.175031225232008,41;41;41,1.0589354426065971e-05;9.769465055465387e-06;7.352194264736767e-06,43.11653666666666;5.882384999999999 
22:39:30,32.43893853505467;38.1002278772985;86.17504902520601,99.64964210713347,19;19;19,3.243893853505467e-05;3.81002278772985e-05;8.617504902520601e-05,43.11653666666666;5.882384999999999 
22:39:33,218.62802097320554;206.08090789794957;156.54026172320457,338.7807634666894,40;40;40,0.00021862802097320555;0.0002060809078979496;0.00015654026172320457,43.11653666666666;5.882384999999999 
22:39:37,1.1634323692321924;35.495910081862924;145.53940388682742,149.8099839501712,0;0;0,1.1634323692321924e-06;3.549591008186292e-05;0.00014553940388682744,43.11653666666666;5.882384999999999 
22:39:40,293.02534360249825;290.1922049713124;144.58982859293457,437.01440062314714,42;42;42,0.00029302534360249827;0.0002901922049713124;0.00014458982859293456,43.11653666666666;5.882384999999999 
22:39:44,6.291014258066677;63.58787622769746;71.37776048342737,95.800728364526,4;4;4,6.291014258066678e-06;6.358787622769745e-05;7.137776048342736e-05,43.11653666666666;5.882384999999999 
22:39:47,17.793781557083165;76.26654569625934;82.10054177281911,113.46234447573885,9;9;9,1.7793781557083165e-05;7.626654569625934e-05;8.210054177281912e-05,43.11653666666666;5.882384999999999 
22:39:50,2.1797210947670647;28.87631658554124;35.15797849334312,45.54861463686634,3;3;3,2.1797210947670647e-06;2.887631658554124e-05;3.515797849334312e-05,43.11653666666666;5.882384999999999 
22:39:54,141.67688323974605;177.34051213582302;138.84062715850655,266.08028156722185,32;32;32,0.00014167688323974607;0.00017734051213582304;0.00013884062715850657,43.11653666666666;5.882384999999999 
22:39:57,26.49583170572911;16.99446735700061;147.91365386644983,151.22595682835143,10;10;10,2.649583170572911e-05;1.699446735700061e-05;0.00014791365386644984,43.11653666666666;5.882384999999999 
22:40:01,178.7390002409616;71.78115852355992;275.64618290584167,336.27515976753864,32;32;32,0.0001787390002409616;7.178115852355993e-05;0.00027564618290584173,43.11653666666666;5.882384999999999 
22:40:04,4.555841544469253;3.4017615254727795;117.82090826035763,117.95801836649389,2;2;2,4.555841544469253e-06;3.4017615254727798e-06;0.00011782090826035762,43.11653666666666;5.882384999999999 
22:40:07,165.1724809900921;62.37020022710216;30.26607583045582,179.13130853919998,67;67;67,0.0001651724809900921;6.237020022710217e-05;3.0266075830455818e-05,43.11653666666666;5.882384999999999 
22:40:11,79.2667796516416;63.10903589566574;80.66339728674521,129.5089048284388,38;38;38,7.92667796516416e-05;6.310903589566575e-05;8.06633972867452e-05,43.11653666666666;5.882384999999999 
22:40:14,61.125090665817254;128.15089083989346;71.67080079078225,159.04600346426398,23;23;23,6.112509066581726e-05;0.00012815089083989347;7.167080079078226e-05,43.11653666666666;5.882384999999999 
22:40:17,178.30255722999578;113.86611109097777;160.97140526453836,265.8365785263177,42;42;42,0.00017830255722999582;0.00011386611109097778;0.0001609714052645384,43.11653666666666;5.882384999999999 
22:40:21,27.9959486834208;1.157820959091227;132.87943911871736,135.80154282099653,12;12;12,2.79959486834208e-05;1.157820959091227e-06;0.00013287943911871735,43.11653666666666;5.882384999999999 
22:40:24,37.094538482030174;64.20201389312786;10.489596023559145,74.88614690225201,30;30;30,3.709453848203018e-05;6.420201389312785e-05;1.0489596023559145e-05,43.11653666666666;5.882384999999999 
22:40:28,296.12845341046653;141.0627455743152;276.11068296748266,428.7515228626116,44;44;44,0.00029612845341046656;0.0001410627455743152;0.00027611068296748263,43.11653666666666;5.882384999999999 
22:40:31,60.39685432751985;16.64219549814905;78.79604468982393,100.66558171698506,37;37;37,6.039685432751985e-05;1.6642195498149052e-05;7.879604468982393e-05,43.11653666666666;5.882384999999999 
22:40:34,13.948095140457292;25.89042290051724;4.886914742803228,29.811831404969126,28;28;28,1.3948095140457293e-05;2.5890422900517242e-05;4.886914742803228e-06,43.11653666666666;5.882384999999999 
