Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
10:21:40,21.739849866231683;5.35889668464784;8.977632735614804,24.123364927360484,64;64;64,2.1739849866231683e-05;5.35889668464784e-06;8.977632735614805e-06
10:21:42,4.194217335383395;4.295222717920044;2.035071411158995,6.338920483921825,41;41;41,4.1942173353833945e-06;4.295222717920044e-06;2.0350714111589952e-06
10:21:44,11.072559188207375;9.276907943088553;13.590211871420621,19.83321574205749,34;34;34,1.1072559188207376e-05;9.276907943088552e-06;1.359021187142062e-05
10:21:46,11.853792177835832;1.5761827596014744;14.729328130133723,18.972344300379312,39;39;39,1.185379217783583e-05;1.5761827596014744e-06;1.4729328130133724e-05
10:21:48,6.00046791076679;9.793781166073101;27.091888160743594,29.42607973875061,12;12;12,6.000467910766791e-06;9.793781166073102e-06;2.7091888160743595e-05
10:21:51,1.1659263292951374;11.042631667457004;13.562154820805361,17.52801020458289,4;4;4,1.1659263292951374e-06;1.1042631667457004e-05;1.3562154820805361e-05
10:21:53,8.845452852249428;3.4996494579293547;3.1586004193204786,10.023289834115557,62;62;62,8.845452852249429e-06;3.499649457929355e-06;3.158600419320479e-06
10:21:55,19.563246221542848;8.137791684471374;2.2158835157295442,21.303858711037392,67;67;67,1.9563246221542848e-05;8.137791684471374e-06;2.2158835157295442e-06
10:22:03,11.098122278849681;12.429896952310893;19.39739787739292,25.57204920954233,26;26;26,1.1098122278849682e-05;1.2429896952310893e-05;1.939739787739292e-05
10:22:05,12.133739194869687;8.157743364970216;10.817551771754808,18.18779343385085,42;42;42,1.2133739194869688e-05;8.157743364970216e-06;1.0817551771754807e-05
10:22:07,1.5132102680202666;9.982075150806624;2.0032734203301317,10.29294583820367,8;8;8,1.5132102680202667e-06;9.982075150806624e-06;2.0032734203301316e-06
10:22:09,17.184008321762338;6.416335751214586;0.14340270355361895,18.34339311060247,70;70;70,1.718400832176234e-05;6.416335751214586e-06;1.4340270355361895e-07
10:22:11,7.876549367904287;6.355233729679943;0.6939443874891538,10.144485423954375,51;51;51,7.876549367904287e-06;6.355233729679943e-06;6.939443874891538e-07
10:22:13,4.428026091257337;8.306757478713678;3.055724566838336,9.896822091126054,27;27;27,4.428026091257337e-06;8.306757478713678e-06;3.055724566838336e-06
10:22:15,8.769387070338336;6.234276666640559;13.699946114256178,17.42001373935047,30;30;30,8.769387070338336e-06;6.234276666640559e-06;1.369994611425618e-05
10:22:17,1.7644767443342966;1.7245733833339827;2.18221505479832,3.2938722017086537,32;32;32,1.7644767443342965e-06;1.7245733833339826e-06;2.18221505479832e-06
10:22:19,0.5131322828930973;19.398021367390328;4.977944285123215,20.033134228454358,1;1;1,5.131322828930974e-07;1.939802136739033e-05;4.977944285123215e-06
10:22:21,7.685761423111261;5.880757827757543;7.771803045322656,12.411896062125374,38;38;38,7.685761423111262e-06;5.880757827757543e-06;7.771803045322657e-06
10:22:23,11.432936417262125;5.2211053911837;28.26779033027904,30.93606223784183,22;22;22,1.1432936417262125e-05;5.2211053911837e-06;2.826779033027904e-05
