Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:45:39,1187.6244053300215;143.5934915479023;373.0783441638828,1253.099465259829,71;71;71,43.116546666666665;5.8825 
22:45:42,56.25625713348379;29.992987203597664;46.045984636936765,78.64209082449955,46;46;46,43.116546666666665;5.8825 
22:45:46,16.299899479547726;11.419843126934005;7.8428809070167915,21.391828369935812,50;50;50,43.116546666666665;5.8825 
22:45:49,14.47432071367863;2.4752553621925077;1.693398882586905,14.781760686942391,78;78;78,43.116546666666665;5.8825 
22:45:53,1.193359889983897;12.66682315826495;19.46099385897959,23.25086662318248,3;3;3,43.116546666666665;5.8825 
22:45:57,50.05440194765663;22.986206407547115;25.823085978792903,60.83289084710723,55;55;55,43.116546666666665;5.8825 
22:46:00,24.170837437311647;15.157042280832034;41.566208874387556,50.41542455750116,29;29;29,43.116546666666665;5.8825 
22:46:04,62.511732460657775;27.401762698490817;71.69511690138641,98.98870178823805,39;39;39,43.116546666666665;5.8825 
22:46:08,1.8442834663394554;1.1478451188394745;18.87179579417264,18.99641035611752,6;6;6,43.116546666666665;5.8825 
22:46:11,12.144338525136439;77.27348207155971;204.2254016113425,218.69314267482397,3;3;3,43.116546666666665;5.8825 
22:46:15,19.982855002084964;42.954097649255615;2.9397554238457246,47.46589471239502,25;25;25,43.116546666666665;5.8825 
22:46:19,12.166160675684628;5.426857096354265;7.802354056009264,15.438360416383272,52;52;52,43.116546666666665;5.8825 
22:46:23,1.7357962036130825;19.85441605885907;32.7045452817849,38.298800341356355,3;3;3,43.116546666666665;5.8825 
22:46:26,84.36879844983416;428.8888059361775;423.7711998875877,608.8068099679855,8;8;8,43.116546666666665;5.8825 
22:46:30,664.059264005025;279.0523088614151;1085.7099743493404,1302.9240367701516,31;31;31,43.116546666666665;5.8825 
22:46:34,121.76136515935238;1082.457226937611;911.3728136189678,1420.2604984997245,5;5;5,43.116546666666665;5.8825 
22:46:38,283.2234570662176;2031.5368462340039;30.89954168637732,2051.4171360099754,8;8;8,43.116546666666665;5.8825 
22:46:41,81.46208799680106;1480.6279267819723;97.40348071732718,1486.0627737088803,3;3;3,43.116546666666665;5.8825 
22:46:45,264.22571628888426;1204.546547845204;153.3772968737086,1242.68749501653,12;12;12,43.116546666666665;5.8825 
22:46:49,120.04365016619359;175.64898372332266;308.6930242061907,374.90589035359716,19;19;19,43.116546666666665;5.8825 
22:46:52,547.6991928513847;482.7153224786123;1654.7331492264998,1808.6266291179998,18;18;18,43.116546666666665;5.8825 
22:46:56,726.6190051968896;1415.0305422337842;261.37886087736103,1612.0190827286447,27;27;27,43.116546666666665;5.8825 
22:46:59,397.3701386642455;244.4791640027373;1720.3885183461498,1782.52902999945,13;13;13,43.116546666666665;5.8825 
22:47:03,507.38183447837815;2355.465472462972;438.82287235576814,2449.1262587352294,12;12;12,43.116546666666665;5.8825 
22:47:07,165.64633340199788;340.938680836357;1217.9528301620248,1275.5731999221555,7;7;7,43.116546666666665;5.8825 
22:47:11,379.32072620073916;1095.6303239885963;713.9135256576843,1361.6029312122523,16;16;16,43.116546666666665;5.8825 
22:47:15,620.947423381805;1557.0434865919747;1395.677412147533,2181.2555009722796,17;17;17,43.116546666666665;5.8825 
22:47:19,88.3460412597655;930.8612410386405;588.504120416669,1104.8279381069558,5;5;5,43.116546666666665;5.8825 
22:47:22,1219.803972018559;616.7401127560933;302.9849731127392,1400.0321391906614,61;61;61,43.116546666666665;5.8825 
22:47:26,52.06079281806939;1444.916289154688;160.49505889256466,1454.73436501044,2;2;2,43.116546666666665;5.8825 
22:47:29,27.40300967852438;511.9040075620004;429.8352637799496,668.9955096159142,2;2;2,43.116546666666665;5.8825 
22:47:33,637.0658872667948;371.194157336553;623.0367384243145,965.304524275231,41;41;41,43.116546666666665;5.8825 
22:47:38,1115.5078091780342;1461.68754708608;790.01359951973,2001.2520193793232,34;34;34,43.116546666666665;5.8825 
22:47:41,367.76807970046985;173.00226860682184;1114.9734782346013,1186.7388097455323,18;18;18,43.116546666666665;5.8825 
22:47:45,519.4289085610711;2556.763588450748;1909.178177639621,3232.925571715476,9;9;9,43.116546666666665;5.8825 
22:47:49,981.5634491125738;5535.646751737595;2043.396873312016,5981.832708001627,9;9;9,43.116546666666665;5.8825 
22:47:52,1717.4057421112059;1700.0664847755434;322.59747504550876,2437.9863959012064,45;45;45,43.116546666666665;5.8825 
22:47:56,1204.3376786899566;41.50198940277364;879.2842764727222,1491.7414314447594,54;54;54,43.116546666666665;5.8825 
22:48:00,750.3010264619194;6698.175683937071;712.8242886002862,6777.656496873692,6;6;6,43.116546666666665;5.8825 
22:48:03,438.1233165582019;4551.926650660832;704.9913835334571,4626.986181561894,5;5;5,43.116546666666665;5.8825 
22:48:07,515.6879684670765;3417.429829565685;762.2396132818743,3539.176450656727,8;8;8,43.116546666666665;5.8825 
22:48:11,344.6284947490691;676.6718435319266;2664.1092409578864,2770.2223071405497,7;7;7,43.116546666666665;5.8825 
22:48:14,398.8135180505118;3936.3512172540027;477.4780063470239,3985.2099536037026,6;6;6,43.116546666666665;5.8825 
22:48:18,494.20125554720534;2658.504065717062;1451.1811168321033,3068.844307270842,9;9;9,43.116546666666665;5.8825 
22:48:21,79.96446497917168;5444.874710826871;438.9562992191252,5463.125256195904,1;1;1,43.116546666666665;5.8825 
22:48:25,23.402697738011625;2945.632440751394;431.98630433403196,2977.2319911959507,0;0;0,43.116546666666665;5.8825 
22:48:29,1521.912941659291;616.2444381936391;112.60853172936258,1645.7997724549828,68;68;68,43.116546666666665;5.8825 
22:48:32,25.66970743497213;4314.822750053408;141.5110348955775,4317.218974207292,0;0;0,43.116546666666665;5.8825 
22:48:36,268.2154288991293;22.905776195525252;43.662382307052994,272.7097257367082,80;80;80,43.116546666666665;5.8825 
22:48:40,3.020809125900054;25.324293966294764;3.157353439261712,25.69852200821775,7;7;7,43.116546666666665;5.8825 
22:48:43,14.898293924331258;7.225625791549728;4.083859602657114,17.054229363694187,61;61;61,43.116546666666665;5.8825 
22:48:47,8.609150136312055;124.00842317581096;135.99938315708647,184.24993542394685,3;3;3,43.116546666666665;5.8825 
22:48:51,8.907178363800423;41.633545796077364;54.934458300275324,69.50168825793597,7;7;7,43.116546666666665;5.8825 
22:48:54,56.71078135490422;27.60689091364521;66.53698400182328,91.68109613143021,38;38;38,43.116546666666665;5.8825 
22:48:58,18.369262841542415;56.70766390482485;36.144339698154226,69.71084747081915,15;15;15,43.116546666666665;5.8825 
22:49:02,16.254384708404512;31.802978719075227;92.24846526783104,98.92125060837533,9;9;9,43.116546666666665;5.8825 
22:49:05,94.29850043932605;191.3241462071737;4.457330121992342,213.34714410749905,26;26;26,43.116546666666665;5.8825 
22:49:09,45.97553026517283;11.614372011820251;45.08768048287948,65.43349258383667,45;45;45,43.116546666666665;5.8825 
22:49:13,17.650378853480824;9.61920396168836;6.27418002772373,21.05778463058855,57;57;57,43.116546666666665;5.8825 
22:49:17,6.85028480211955;5.97178737004489;5.683111492849946,10.718507475546252,40;40;40,43.116546666666665;5.8825 
22:49:21,2.0045204003646955;11.131167249678331;6.51796462380716,13.053920836782767,9;9;9,43.116546666666665;5.8825 
22:49:24,0.9227652231857814;15.793002096812891;33.40659503941268,36.96310326547771,1;1;1,43.116546666666665;5.8825 
22:49:28,7.094692888259452;13.683111883799004;9.533785829617614,18.123335516628785,23;23;23,43.116546666666665;5.8825 
22:49:32,6.531681404113254;1.6104747104679351;1.8935391775212196,6.988703840820801,69;69;69,43.116546666666665;5.8825 
22:49:35,10.096173823673976;0.20824566523225396;2.700958747903215,10.453289926755238,75;75;75,43.116546666666665;5.8825 
22:49:39,4.9611100546523845;4.9704624048887425;13.681864903812624,15.378931586393282,19;19;19,43.116546666666665;5.8825 
22:49:42,0.911542402902657;6.622710946401988;18.01823796266966,19.218431494564594,3;3;3,43.116546666666665;5.8825 
22:49:46,6.223053846358628;1.718961973190658;17.879199689266656,19.009129674149403,19;19;19,43.116546666666665;5.8825 
22:49:50,8.223209816615077;1.2993531926456248;3.9585381095008643,9.218433835076521,63;63;63,43.116546666666665;5.8825 
22:49:54,17.44899157841956;3.631205851236996;13.429351447483029,22.315923537640764,51;51;51,43.116546666666665;5.8825 
22:49:57,8.096641343435184;7.036708316802365;9.365443525348738,14.240168447264804,35;35;35,43.116546666666665;5.8825 
22:50:01,1.7545009040827315;6.74429149945599;9.399735476193882,11.701229348853875,9;9;9,43.116546666666665;5.8825 
22:50:05,6.6177230262760425;14.29288511912008;1.178396129553505,15.794601625840869,25;25;25,43.116546666666665;5.8825 
22:50:09,2.6323748461412473;4.756605329513275;0.8616632016806847,5.504285154720988,29;29;29,43.116546666666665;5.8825 
22:50:13,3.5358118788395703;12.550854015351721;0.7581638590874462,13.06142084899035,16;16;16,43.116546666666665;5.8825 
22:50:16,17.163433151245577;5.878887357711138;14.340270360351681,23.125486116186025,48;48;48,43.116546666666665;5.8825 
22:50:20,0.5393188635513524;0.19639935493409588;17.142857980692483,17.152463883926206,2;2;2,43.116546666666665;5.8825 
22:50:24,7.095939868290754;1.1958538500465021;9.712103973955166,12.087489096002734,36;36;36,43.116546666666665;5.8825 
22:50:27,15.30231545448267;0.437066500981631;2.47400838212819,15.507179075177408,81;81;81,43.116546666666665;5.8825 
22:50:31,1.075520277023928;5.848336346942595;2.0787157122761357,6.299273045814348,10;10;10,43.116546666666665;5.8825 
22:50:36,0.9358585135137154;9.528797909420073;6.059075972288497,11.33076442230833,5;5;5,43.116546666666665;5.8825 
22:50:40,14.23614752769492;6.9251036039988945;14.435040842732505,21.424177008411974,42;42;42,43.116546666666665;5.8825 
22:50:44,3.1186970583603064;10.541345694860539;10.82253969188507,15.426393155329855,12;12;12,43.116546666666665;5.8825 
22:50:47,6.756761299768321;4.5502301343273155;6.84779084200926,10.641929193209902,39;39;39,43.116546666666665;5.8825 
22:50:51,4.722936868667177;0.939599453609552;8.00623529111455,9.342846639827027,30;30;30,43.116546666666665;5.8825 
22:50:55,15.695114164353027;1.930325088501439;14.877095263750917,21.71153442449642,46;46;46,43.116546666666665;5.8825 
22:50:58,14.360845530828087;14.284156258902335;8.091029933337879,21.811367902339672,41;41;41,43.116546666666665;5.8825 
22:51:02,4.747876469293602;3.700413242976208;6.115190073591847,8.580847205994397,34;34;34,43.116546666666665;5.8825 
22:51:06,1.604863300322945;0.7251188882175796;11.96539689070164,12.094300573691141,8;8;8,43.116546666666665;5.8825 
22:51:09,10.911698764165784;3.7839609050743794;5.439326896707897,12.765962836397355,59;59;59,43.116546666666665;5.8825 
22:51:13,2.2158835156753653;1.0686618868523956;2.179721094726972,3.2868468224501255,42;42;42,43.116546666666665;5.8825 
22:51:17,7.657080882389547;4.909983873366608;8.361624600123463,12.355387295814142,38;38;38,43.116546666666665;5.8825 
22:51:20,0.34416648864810107;10.127348324458051;6.660120347291354,12.125957186845744,2;2;2,43.116546666666665;5.8825 
22:51:24,8.475099782944252;11.864391508103367;12.138727114971104,18.972079436902842,27;27;27,43.116546666666665;5.8825 
22:51:28,13.80219847679076;1.5443847688038082;8.655288397532601,16.36459056473155,58;58;58,43.116546666666665;5.8825 
22:51:32,11.313226334253509;2.0687398719801964;5.09391342801635,12.578423142830463,64;64;64,43.116546666666665;5.8825 
22:51:35,2.937261463800564;8.55054207483963;2.971553414708339,9.51679590917003,18;18;18,43.116546666666665;5.8825 
22:51:39,10.419141651789005;2.979658784865169;12.360689560626525,16.43847698688812,39;39;39,43.116546666666665;5.8825 
22:51:43,6.468085422516479;6.903904943468375;28.38313598308062,29.918262662385047,12;12;12,43.116546666666665;5.8825 
22:51:46,5.330839633941334;7.041696236929629;6.898293533275535,11.206685092712284,28;28;28,43.116546666666665;5.8825 
22:51:50,2.772660099665869;1.7420311037694702;0.06858390166897266,3.2752129925162983,58;58;58,43.116546666666665;5.8825 
22:51:54,5.312134933472365;2.3006781578049917;8.644689067232036,10.403967829935823,31;31;31,43.116546666666665;5.8825 
22:51:57,4.150573034287092;0.7488115088142289;8.508768243743248,9.496689539751069,26;26;26,43.116546666666665;5.8825 
22:52:01,5.191801360448681;5.604551750818754;8.575481675501706,11.484976606890754,27;27;27,43.116546666666665;5.8825 
22:52:04,9.53066837946638;8.242538007100396;3.3525058141830044,13.038879084951503,47;47;47,43.116546666666665;5.8825 
22:52:08,1.8131089655550603;2.6554439767200178;20.78029873210241,21.02759049986212,5;5;5,43.116546666666665;5.8825 
22:52:11,3.0401373163864154;15.789261156718304;14.252981758172467,21.486988895057763,8;8;8,43.116546666666665;5.8825 
22:52:15,10.63798664728731;11.409867286682363;12.555218445406524,20.02461838885934,32;32;32,43.116546666666665;5.8825 
22:52:19,9.079885098139895;7.514925158818242;1.6322968610680277,11.898857364499957,50;50;50,43.116546666666665;5.8825 
22:52:23,1.5100928179428708;19.1866582520801;6.346504869497949,20.265398077991886,4;4;4,43.116546666666665;5.8825 
22:52:26,16.37658875147542;2.1896969350199136;16.01309407238638,23.00883772756205,45;45;45,43.116546666666665;5.8825 
22:52:31,1.5125867780045321;5.198036260604333;5.8333725865917785,7.9583751772300895,11;11;11,43.116546666666665;5.8825 
22:52:34,1.1765256595603069;18.639857508339187;3.414854815863677,18.986567198212,4;4;4,43.116546666666665;5.8825 
22:52:38,6.772348550160248;0.9782558345782233;18.535734675774407,19.758419707391827,20;20;20,43.116546666666665;5.8825 
22:52:41,10.672902088164612;4.513444223404162;2.1367002836534255,11.783357155051084,65;65;65,43.116546666666665;5.8825 
22:52:45,4.3475958792362075;5.680617532729415;7.638999671891966,10.46543460490151,25;25;25,43.116546666666665;5.8825 
22:52:49,5.558413489659076;3.5782091999044807;1.1416102187347121,6.7084137835873365,56;56;56,43.116546666666665;5.8825 
22:52:53,11.635570672353754;7.079105637867955;1.8025096353309067,13.738605551106467,58;58;58,43.116546666666665;5.8825 
22:52:57,5.672512162525928;1.7569948641482647;19.239031413352592,20.134665502824124,16;16;16,43.116546666666665;5.8825 
22:53:01,1.385394814809704;6.254851837159459;9.859247617663769,11.757859238999561,7;7;7,43.116546666666665;5.8825 
22:53:05,7.515548648833622;3.3911621952045223;15.40394432709924,17.47183314250517,25;25;25,43.116546666666665;5.8825 
22:53:08,0.009352350234470563;5.567765839896377;1.983321739873034,5.910471135047096,0;0;0,43.116546666666665;5.8825 
22:53:12,4.450471731821184;0.1702127742750914;24.87351068498711,25.269095844933467,10;10;10,43.116546666666665;5.8825 
22:53:16,12.136856644948915;2.179721094767495;0.9053075027143365,12.364224801639848,79;79;79,43.116546666666665;5.8825 
22:53:20,2.4135298506424845;5.117606048582912;5.902579978352307,8.176519333388766,17;17;17,43.116546666666665;5.8825 
22:53:23,7.951991659799582;7.254306332270977;2.697217807732244,11.096581258310904,46;46;46,43.116546666666665;5.8825 
22:53:27,11.688567323684895;2.544462753932053;5.696204783056658,13.249288498518677,62;62;62,43.116546666666665;5.8825 
22:53:31,4.920583203634352;2.8755359522499857;2.19032042508438,6.1055998592368095,54;54;54,43.116546666666665;5.8825 
22:53:35,6.065310872396326;23.2250030835478;21.65941965425411,32.33139687623631,11;11;11,43.116546666666665;5.8825 
22:53:38,0.18392955462089022;4.939911394118535;8.188294375788274,9.564764474223661,1;1;1,43.116546666666665;5.8825 
22:53:42,2.0381888612108074;4.226015326182275;4.60883819576452,6.576838821639865,18;18;18,43.116546666666665;5.8825 
22:53:46,14.718105309804885;8.116593023935748;4.477905292457507,17.39406053901527,58;58;58,43.116546666666665;5.8825 
22:53:50,5.226093311310382;12.399969431560521;5.924402128894002,14.702715184176093,21;21;21,43.116546666666665;5.8825 
22:53:53,11.187904841105517;3.1330373287201674;0.38406984967309654,11.624656867461258,74;74;74,43.116546666666665;5.8825 
22:53:57,7.4332479667670315;8.803679021198828;16.04613904312835,19.75440502356754,22;22;22,43.116546666666665;5.8825 
22:54:01,2.5999533653263547;6.4462632719666235;2.4490687815141854,7.3696679416351625,21;21;21,43.116546666666665;5.8825 
22:54:04,3.3549997742964854;1.12103504816774;1.84927138642621,3.991559560548312,57;57;57,43.116546666666665;5.8825 
22:54:08,3.6960488128667537;12.772816460927539;24.693322070485024,28.045779932965637,8;8;8,43.116546666666665;5.8825 
22:54:12,7.973813810349006;9.83991942723672;1.1185410881768831,12.714434914008688,39;39;39,43.116546666666665;5.8825 
22:54:15,4.185488475164437;0.0710778617870611;1.5643364492632372,4.468838144827362,70;70;70,43.116546666666665;5.8825 
22:54:19,11.272699483235089;11.727223704654621;11.931104939735704,20.173071024049058,34;34;34,43.116546666666665;5.8825 
22:54:23,21.981763992310082;4.714831498466077;6.741797539337568,23.47082057223322,70;70;70,43.116546666666665;5.8825 
22:54:27,6.624581416448297;5.201153710682749;7.981295690509427,11.603368466296562,35;35;35,43.116546666666665;5.8825 
22:54:30,9.654742892583764;11.207233031592324;7.531135899288444,16.599221080516458,36;36;36,43.116546666666665;5.8825 
22:54:34,4.1848649851476125;23.094693670273394;17.67968288415922,29.38450539914043,8;8;8,43.116546666666665;5.8825 
22:54:37,11.278310893376025;0.16397787411914777;5.62387994133573,12.603777645825211,64;64;64,43.116546666666665;5.8825 
22:54:41,12.851999692917282;13.703687054315573;12.735407060047166,22.69703786784657,35;35;35,43.116546666666665;5.8825 
22:54:44,12.771569480895472;5.866417557395587;28.926819276881233,32.16035937983914,23;23;23,43.116546666666665;5.8825 
22:54:48,11.207233031591407;4.330138158797792;7.180734510372488,13.996968129102983,53;53;53,43.116546666666665;5.8825 
22:54:52,2.9640715344742414;7.6414936319993965;2.1460526338650254,8.472525414342929,20;20;20,43.116546666666665;5.8825 
22:54:55,16.65902972857214;22.768608392079393;3.3755749448545203,28.413505693906345,36;36;36,43.116546666666665;5.8825 
22:54:59,4.5090797932949425;7.003663345974354;18.692854159610306,20.46474767688343,13;13;13,43.116546666666665;5.8825 
22:55:03,2.5438392639153817;16.998831787108482;3.8993065579298047,17.624868565744304,8;8;8,43.116546666666665;5.8825 
Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
01:30:19,17.026888837814226;25.540645001728368;56.533086700447654,64.32907105251813,15;15;15,43.116546666666665;5.8825 
01:30:23,22.41820700327572;28.536514527002343;18.06874065398567,40.53872291294498,34;34;34,43.116546666666665;5.8825 
01:30:27,3.924869648615492;37.75668487866746;2.794482250205732,38.062855723557234,6;6;6,43.116546666666665;5.8825 
01:30:31,19.7203657054901;118.76237818400104;48.28057285308063,129.70893959361314,9;9;9,43.116546666666665;5.8825 
01:30:34,21.799081417719496;17.36357344627315;70.1563435427488,75.48911294199102,17;17;17,43.116546666666665;5.8825 
01:30:38,24.185177707672395;9.665342222849983;48.52872187933066,55.0761155881379,26;26;26,43.116546666666665;5.8825 
01:30:42,22.307849270502306;23.581015882493507;29.27472670552511,43.71171550979264,31;31;31,43.116546666666665;5.8825 
01:30:46,25.806251748402953;91.67298398335677;49.00444476127497,107.10431470335631,14;14;14,43.116546666666665;5.8825 
01:30:49,1.5574780591325887;13.786611226398904;16.477594134045148,21.54083321180652,4;4;4,43.116546666666665;5.8825 
01:30:53,5.218611431122122;1.9739693895990396;0.7288598283654579,5.62687276109185,68;68;68,43.116546666666665;5.8825 
01:30:57,11.906165339152675;3.7259763336171536;4.659964377019321,13.31746750388394,63;63;63,43.116546666666665;5.8825 
01:31:00,7.023615026473806;2.2539164066304185;23.418908478465283,24.553137916179256,17;17;17,43.116546666666665;5.8825 
01:31:04,11.96165595054606;1.485776707332409;3.7983011754736395,12.637873132884739,71;71;71,43.116546666666665;5.8825 
01:31:08,9.911620779037136;10.25703424771729;16.75504719095855,22.004058361982548,27;27;27,43.116546666666665;5.8825 
01:31:12,6.289767278035097;0.22445640563983904;4.640636186554303,7.8196583880519395,54;54;54,43.116546666666665;5.8825 
01:31:15,2.380484879812128;3.259605801900989;5.6868524328397285,6.973666814502676,20;20;20,43.116546666666665;5.8825 
01:31:19,14.27792135874381;8.563011875153737;20.959863856687022,26.767519563668046,32;32;32,43.116546666666665;5.8825 
01:31:23,68.95550177256257;165.96244283994127;138.9784184519698,227.1858148157967,18;18;18,43.116546666666665;5.8825 
01:31:27,204.0832458877564;1260.3214706865936;277.4673972415851,1306.540599161664,9;9;9,43.116546666666665;5.8825 
01:31:30,751.4027333196001;1111.605385169983;181.7398576863809,1353.9948212053614,34;34;34,43.116546666666665;5.8825 
01:31:34,65.86548525492363;291.72661389986666;828.1013575967098,880.4513262292597,4;4;4,43.116546666666665;5.8825 
01:31:38,304.2861967754367;1829.2854140122743;1254.3010510953181,2238.7823347179014,8;8;8,43.116546666666665;5.8825 
01:31:41,44.48414214769987;1198.4064181709293;387.87313874562557,1260.3976966720768,2;2;2,43.116546666666665;5.8825 
01:31:45,399.11279325803093;2880.5874683570864;1216.4464782841922,3152.2717552787435,7;7;7,43.116546666666665;5.8825 
01:31:49,281.7601259994507;248.8697806930531;59.67734684943515,380.63935959438356,48;48;48,43.116546666666665;5.8825 
01:31:52,734.0079853725434;1644.9256512800853;392.47885949136395,1843.5259086808394,23;23;23,43.116546666666665;5.8825 
01:31:56,223.30980750083918;880.7513484795901;1670.2923425674321,1901.438065679258,7;7;7,43.116546666666665;5.8825 
01:32:00,243.64805181185378;14.210584437052255;1982.1576839733232,1997.1267856588981,7;7;7,43.116546666666665;5.8825 
01:32:04,216.38033946673085;1121.3586394850408;846.9818822511179,1421.8452653214856,9;9;9,43.116546666666665;5.8825 
01:32:08,83.54018021901457;73.82184134483394;1223.8429403400328,1228.910154808196,4;4;4,43.116546666666665;5.8825 
01:32:11,430.10398797671036;1618.656769940058;194.94288225809873,1686.1322328599697,15;15;15,43.116546666666665;5.8825 
01:32:15,940.5228423213958;759.451989421844;278.08964027722817,1240.4371766416195,49;49;49,43.116546666666665;5.8825 
01:32:19,683.7896055507657;584.2494245497375;735.912123880393,1162.1025207872676,36;36;36,43.116546666666665;5.8825 
01:32:22,357.0901896921792;582.9949626382196;329.0905000686468,758.7470509144451,28;28;28,43.116546666666665;5.8825 
01:32:27,39.67890459696481;608.5281257597603;1531.7185691356449,1648.6487407406253,1;1;1,43.116546666666665;5.8825 
01:32:30,53.46489233334914;37.46676202138133;37.24479957582716,75.16267733407966,45;45;45,43.116546666666665;5.8825 
01:32:34,758.9494564692174;4788.687631759643;1118.7505807495093,4975.855340940899,9;9;9,43.116546666666665;5.8825 
01:32:38,737.9652765019737;683.772147830326;896.1509283764979,1347.3023364862063,33;33;33,43.116546666666665;5.8825 
01:32:42,777.3249542109173;4229.731326675414;1759.104130868904,4646.429653350882,10;10;10,43.116546666666665;5.8825 
01:32:45,987.1842116038003;279.93142978350323;1129.7321103954428,1526.1680491607058,40;40;40,43.116546666666665;5.8825 
01:32:49,197.97054977416965;5110.631689268747;1128.1097893746744,5237.402056250674,2;2;2,43.116546666666665;5.8825 
01:32:53,9.574312680562358;386.0413250795997;202.5432255490731,436.0542745442831,1;1;1,43.116546666666665;5.8825 
01:32:56,944.0898287010195;1879.1621213054648;396.0302586205753,2139.9523005312653,26;26;26,43.116546666666665;5.8825 
01:33:00,777.6267233784995;1453.6937815952294;2909.8528427123965,3344.4240906025116,13;13;13,43.116546666666665;5.8825 
01:33:04,1322.979723300934;5293.423374611534;1009.9166575749639,5548.922240074785,14;14;14,43.116546666666665;5.8825 
01:33:07,399.13586238861063;4857.1237663491565;2500.232995710369,5477.419625253972,4;4;4,43.116546666666665;5.8825 
01:33:11,136.8105436674755;2011.7360503164937;1137.7601678371398,2315.231578161976,3;3;3,43.116546666666665;5.8825 
01:33:15,739.4105263582868;9100.356145823796;3115.2192310523787,9647.165426426613,4;4;4,43.116546666666665;5.8825 
01:33:18,74.86431665102664;1193.241426881155;790.4313378302312,1433.252060370781,3;3;3,43.116546666666665;5.8825 
01:33:22,540.1412468814851;3578.221046215692;1727.6459421285235,4010.009840825426,8;8;8,43.116546666666665;5.8825 
01:33:26,210.86993470827738;2247.548703101476;1338.154223302217,2624.2328455223933,5;5;5,43.116546666666665;5.8825 
01:33:30,824.466410805384;2614.586675993601;425.45462292989276,2774.3143270008172,17;17;17,43.116546666666665;5.8825 
01:33:33,49.51383610407528;546.2844940058391;70.81287852921392,553.07579238523,5;5;5,43.116546666666665;5.8825 
01:33:37,46.74055251439405;11.95978548050003;15.897124929468376,50.797975344628966,67;67;67,43.116546666666665;5.8825 
01:33:41,5.980516230265131;12.030863342283649;15.708207454720124,20.670172437154317,17;17;17,43.116546666666665;5.8825 
01:33:45,30.590914128621083;168.208253876369;21.456785399122325,172.30848597508384,10;10;10,43.116546666666665;5.8825 
01:33:48,81.85551019668547;89.64601794242705;140.88318044982805,185.96989975840833,26;26;26,43.116546666666665;5.8825 
01:33:53,68.82643933931968;100.5782918771112;45.00537980081276,129.9174959736441,32;32;32,43.116546666666665;5.8825 
01:33:56,3.374951454798575;17.251968733469127;79.55607901892137,81.47509086443355,2;2;2,43.116546666666665;5.8825 
01:34:00,16.3840706316625;49.55062201499927;103.18946806270368,115.63636206488155,8;8;8,43.116546666666665;5.8825 
01:34:04,4.490375092824503;73.77695006370577;163.42795592626834,179.36526588895381,1;1;1,43.116546666666665;5.8825 
01:34:08,32.01434183438594;62.738682826359636;98.12174121540629,120.78466999176108,15;15;15,43.116546666666665;5.8825 
01:34:11,8.269971567790385;8.760658210120177;4.916218773479031,13.011947165405918,39;39;39,43.116546666666665;5.8825 
01:34:15,7.415166756312763;10.613047046659663;2.1061492728584597,13.117062567438623,34;34;34,43.116546666666665;5.8825 
01:34:20,3.8569092369085123;6.852155272165872;5.495440998025458,9.593104424449876,24;24;24,43.116546666666665;5.8825 
01:34:23,226.18659043312104;39.908972412746266;63.968828627309904,238.42212734297948,72;72;72,43.116546666666665;5.8825 
01:34:27,337.1553434213006;522.6654452323925;113.88169834136974,632.3147431893589,32;32;32,43.116546666666665;5.8825 
01:34:31,306.4322494093577;90.28509520848527;95.72379861512381,333.4893814144505,67;67;67,43.116546666666665;5.8825 
01:34:34,1313.3505434989927;377.96775286674597;941.0253752740143,1659.3004638177608,52;52;52,43.116546666666665;5.8825 
01:34:38,31.289222946166767;428.65562067031703;430.89270284652946,608.5993575179136,3;3;3,43.116546666666665;5.8825 
01:34:42,102.4980176353454;580.5296831162766;248.8199014917818,639.8686583797023,9;9;9,43.116546666666665;5.8825 
01:34:45,69.4461884148914;339.88311223983766;554.2876118469185,653.8945325648126,6;6;6,43.116546666666665;5.8825 
01:34:49,213.278476638794;1233.8717772420248;280.9003332678728,1283.2896276763713,10;10;10,43.116546666666665;5.8825 
01:34:53,106.93664305686939;597.6987276776632;149.35828023274843,625.2896213514614,10;10;10,43.116546666666665;5.8825 
01:34:56,288.24566914240523;245.12260569890154;235.16484665871573,445.50326902054195,40;40;40,43.116546666666665;5.8825 
01:35:00,618.2308773835501;644.2989949385312;950.7742651589765,1304.3398007872902,28;28;28,43.116546666666665;5.8825 
01:35:04,118.79355268478415;394.1423308531439;107.21471960383688,425.38815360744485,16;16;16,43.116546666666665;5.8825 
01:35:08,731.2914393742875;697.317468420663;398.9625321642549,1086.3746697790932,42;42;42,43.116546666666665;5.8825 
01:35:11,215.6421272881826;956.4461538314832;81.9421753088676,983.8725996462953,13;13;13,43.116546666666665;5.8825 
01:35:15,212.99603566169736;90.83127246220934;376.01498213771123,441.5935892387099,29;29;29,43.116546666666665;5.8825 
01:35:19,146.05565361976625;264.25502031962014;529.5338112449652,609.5646208319824,14;14;14,43.116546666666665;5.8825 
01:35:23,288.4938181686402;518.3427889537817;2211.2141989485517,2289.405198651735,7;7;7,43.116546666666665;5.8825 
