Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:16:51,101.42686178843172;144.4239802487693;131.89557187398117,220.32280009819928,27;27;27,43.116605;5.882431666666667 
22:16:55,41.35235179901128;35.25960736592626;48.29179567338748,72.70044319169367,35;35;35,43.116605;5.882431666666667 
22:16:58,0.9551867039997719;122.03008935610443;46.39077461560248,130.5540465069312,0;0;0,43.116605;5.882431666666667 
22:17:02,29.42124685923255;105.43590258916264;67.96664660770269,128.84798940084255,13;13;13,43.116605;5.882431666666667 
22:17:06,26.632376019159928;89.71273137410557;138.28198010442884,166.97174504876568,9;9;9,43.116605;5.882431666666667 
22:17:10,7.330372114181545;14.471203263600962;77.73985260327443,79.41432340584197,5;5;5,43.116605;5.882431666666667 
22:17:14,15.817318207422867;52.59824121157375;6.175045115135447,55.27109295101486,17;17;17,43.116605;5.882431666666667 
22:17:17,8.0816775830587;4.8501288318625875;11.251500822739402,14.677654206523728,33;33;33,43.116605;5.882431666666667 
22:17:21,10.601200736363793;1.1241524982467666;7.084717047966649,12.800093419258468,56;56;56,43.116605;5.882431666666667 
22:17:25,7.06601234753931;4.753487879436802;0.8435819912460119,8.557792244001087,56;56;56,43.116605;5.882431666666667 
22:17:29,2.904216492970833;4.837035541533085;2.721533918350616,6.26403489268945,28;28;28,43.116605;5.882431666666667 
22:17:32,3.1405192089081284;7.90647688865842;13.46613735839064,15.928342445071134,11;11;11,43.116605;5.882431666666667 
22:17:36,55.69573960940008;966.655802838007;467.86628426552215,1075.371710862554,3;3;3,43.116605;5.882431666666667 
22:17:40,58.357418486277496;1779.1555697727208;674.2421029408661,1903.523717510186,2;2;2,43.116605;5.882431666666667 
22:17:44,31.737512267430642;693.2198920377086;257.541279830912,740.1949737863949,2;2;2,43.116605;5.882431666666667 
22:17:47,636.6811939271289;981.8072337086999;413.511048189795,1241.0881410432648,31;31;31,43.116605;5.882431666666667 
22:17:51,73.49637955665595;1012.7585250663758;1088.4034512170294,1488.5239737819804,3;3;3,43.116605;5.882431666666667 
22:17:55,252.16804287592558;734.3334471607201;1587.594497359584,1767.2834015836993,8;8;8,43.116605;5.882431666666667 
22:17:59,25.069910039901597;628.7984096590675;294.5722223313734,694.8300040646095,2;2;2,43.116605;5.882431666666667 
22:18:02,499.8369817988077;488.7413534800206;84.4305239613874,704.1545514669479,45;45;45,43.116605;5.882431666666667 
22:18:06,362.64860318183884;232.76066915830003;26.533241106690753,431.7355109096126,57;57;57,43.116605;5.882431666666667 
22:18:10,555.4878301270801;181.73798721631294;407.84477092741156,712.694031537771,51;51;51,43.116605;5.882431666666667 
22:18:14,52.70361102422066;1034.9211011632292;186.5613059775093,1052.9218760838512,3;3;3,43.116605;5.882431666666667 
22:18:17,523.9479641946156;1628.9599424489338;1247.7774750614276,2117.7772759564655,14;14;14,43.116605;5.882431666666667 
22:18:21,122.97342974980643;760.205788850784;59.957917356488366,772.418447268319,9;9;9,43.116605;5.882431666666667 
22:18:25,1259.3563081423442;549.7454870827999;3585.5040330886877,3839.796554860826,19;19;19,43.116605;5.882431666666667 
22:18:28,556.8962940724693;1900.1724878533676;564.8832011731439,2059.0973743157765,16;16;16,43.116605;5.882431666666667 
22:18:32,332.1904924265543;1737.3493172423048;2911.940287284869,3407.0705026596656,6;6;6,43.116605;5.882431666666667 
22:18:36,336.18581644693984;943.8934293460845;953.7252434031255,1383.3103589025707,14;14;14,43.116605;5.882431666666667 
22:18:40,316.556480283736;442.77642254511574;50.58374497094498,546.6421871999671,35;35;35,43.116605;5.882431666666667 
22:18:43,456.10227464993756;496.5605417664845;112.97140291848251,683.6403984973692,42;42;42,43.116605;5.882431666666667 
22:18:47,273.77010144869473;5528.517143408453;733.3608027362964,5583.660980073774,3;3;3,43.116605;5.882431666666667 
22:18:51,363.44043550173444;3756.566000766754;2332.9811755180126,4436.967233775321,5;5;5,43.116605;5.882431666666667 
22:18:54,203.88435257275896;2349.202515255609;515.4067744700121,2413.703674869157,5;5;5,43.116605;5.882431666666667 
22:18:58,606.4974187787374;629.2417110602055;246.45438037235579,908.0330453942565,42;42;42,43.116605;5.882431666666667 
22:19:02,423.47379515012125;2685.815422363282;59.47595957438523,2719.6455518965327,9;9;9,43.116605;5.882431666666667 
22:19:06,178.31752099037203;2742.166449979146;2712.7688957405203,3861.3972936465143,3;3;3,43.116605;5.882431666666667 
22:19:09,177.2351423231761;5147.768625071846;1640.5225647894445,5405.760667892331,2;2;2,43.116605;5.882431666666667 
22:19:13,650.0432084528603;3819.5709138298043;931.2658860588012,3984.8380505570385,9;9;9,43.116605;5.882431666666667 
22:19:17,316.68803667704253;1230.5685271390287;183.75310694693425,1283.8829451597717,14;14;14,43.116605;5.882431666666667 
22:19:20,1156.1736984697977;4476.986891717909;1060.923128776551,4744.018036940874,14;14;14,43.116605;5.882431666666667 
22:19:24,170.35929443041465;4698.945596354804;1283.5184167194154,4874.067247459656,2;2;2,43.116605;5.882431666666667 
22:19:28,877.5802782599131;2896.638595320383;644.2809137280996,3094.4725224963145,16;16;16,43.116605;5.882431666666667 
22:19:32,712.9733027140296;2935.051191695526;309.95933242799543,3036.269292407294,14;14;14,43.116605;5.882431666666667 
22:19:35,348.02776231447837;3737.0096129353833;1737.9092112763653,4136.023766512026,5;5;5,43.116605;5.882431666666667 
22:19:39,111.27426309585579;900.606388028464;1150.3415728632654,1465.1824330242066,4;4;4,43.116605;5.882431666666667 
22:19:43,1149.1856223742172;59.44166762351985;403.3338206641108,1219.3601098170266,71;71;71,43.116605;5.882431666666667 
22:19:47,51.84880621274313;1.008183355330483;24.7045448906853,57.44240313235895,65;65;65,43.116605;5.882431666666667 
22:19:50,39.489363632202135;1.885433807371495;9.01691260660975,40.549592028447165,77;77;77,43.116605;5.882431666666667 
22:19:54,34.95222678820291;12.127504294714042;9.370431445404392,38.16463681663039,66;66;66,43.116605;5.882431666666667 
22:19:58,41.63603975613911;68.06952246030251;3.2596058018636853,79.86015730345119,31;31;31,43.116605;5.882431666666667 
22:20:02,23.144572871526083;46.13264974912023;135.6689334487928,145.15492457858036,9;9;9,43.116605;5.882431666666667 
22:20:05,30.334659732182814;36.93180758794179;38.38703328450954,61.30019834524283,30;30;30,43.116605;5.882431666666667 
22:20:09,42.5737687397003;10.931026954649925;53.830257482527344,69.49611324110117,38;38;38,43.116605;5.882431666666667 
22:20:13,3.040137316385947;91.84132628758739;78.55038962363281,120.88935171962042,1;1;1,43.116605;5.882431666666667 
22:20:17,65.93406915664671;101.61827322324125;30.544152377443012,124.92605882234194,32;32;32,43.116605;5.882431666666667 
22:20:20,12.784662771224937;69.19492193857867;31.169512863131743,76.96053115971118,10;10;10,43.116605;5.882431666666667 
22:20:24,8.314239358901867;7.67453860282985;7.318525803910347,13.475382696826836,38;38;38,43.116605;5.882431666666667 
22:20:28,2.7495909690855407;2.4540567016582138;5.901332998327291,6.95761280536485,23;23;23,43.116605;5.882431666666667 
22:20:31,0.9171538130444378;2.5513211441034467;4.828930171262513,5.5379578633338005,10;10;10,43.116605;5.882431666666667 
22:20:35,3.5133662382759896;1.7912868150093408;2.801340640431249,4.837350531191186,47;47;47,43.116605;5.882431666666667 
22:20:39,131.5320771948496;20.08323689460745;40.273090581891324,139.01778864725915,71;71;71,43.116605;5.882431666666667 
22:20:43,630.0316729100543;1499.3376151720684;1144.0773686758537,1988.433106407146,18;18;18,43.116605;5.882431666666667 
22:20:46,121.7520128091176;463.1495822970067;97.90726064999156,488.7912845918477,14;14;14,43.116605;5.882431666666667 
22:20:50,360.14778472900383;1127.3616013558715;367.03423195199923,1239.0983554510424,17;17;17,43.116605;5.882431666666667 
22:20:54,460.3077148056031;1290.5114807351429;2281.048821643186,2660.9184130556378,10;10;10,43.116605;5.882431666666667 
22:20:58,434.26391336123163;779.3070289707172;421.70869491578424,986.784077302908,26;26;26,43.116605;5.882431666666667 
22:21:01,560.7432274691263;423.6708179950721;970.8768302440642,1198.5540240964808,28;28;28,43.116605;5.882431666666667 
22:21:05,100.46668716430669;355.4896908219646;452.4068493270796,584.0705717877948,10;10;10,43.116605;5.882431666666667 
22:21:09,1.2538384215037228;1057.9615512021387;395.7328538831124,1129.5524368418207,0;0;0,43.116605;5.882431666666667 
22:21:12,352.51439646720866;2490.9510998471574;550.9076724719968,2575.3840577931123,8;8;8,43.116605;5.882431666666667 
22:21:16,505.4303107293444;4.419297231038621;1273.667274471917,1370.2947329872866,22;22;22,43.116605;5.882431666666667 
22:21:20,29.209260253906056;314.1473148632051;23.007405068046438,316.34009706059607,5;5;5,43.116605;5.882431666666667 
22:21:23,27.875615110397135;2086.797389812469;16.83048948290633,2087.0514275939995,1;1;1,43.116605;5.882431666666667 
22:21:27,159.94638767878234;702.4568966197975;253.0390584278166,763.5818905855771,12;12;12,43.116605;5.882431666666667 
22:21:31,9.645390542348183;142.8496679592139;127.44510014215571,191.68024088313373,3;3;3,43.116605;5.882431666666667 
22:21:34,325.32960829416925;456.1558947912844;684.8139996465133,884.8094532143798,22;22;22,43.116605;5.882431666666667 
22:21:38,368.43334354718513;2107.747277828853;914.4085865052567,2326.9045487313915,9;9;9,43.116605;5.882431666666667 
22:21:42,457.87360978444434;309.4892209561664;512.0299525451593,753.3966370567965,37;37;37,43.116605;5.882431666666667 
22:21:46,307.5002878061928;18.96282533645588;27.052608289730884,309.2698811085715,84;84;84,43.116605;5.882431666666667 
22:21:49,414.8902081044512;1384.329893862406;877.2267594210401,1690.5708879743536,14;14;14,43.116605;5.882431666666667 
22:21:53,726.4874488035836;3214.2338099702206;621.7386322116507,3353.452239887909,13;13;13,43.116605;5.882431666666667 
22:21:57,605.8558475526173;3926.5780112584434;816.9234285958548,4056.1607555298915,9;9;9,43.116605;5.882431666666667 
22:22:01,960.624160426458;3440.2102842680606;472.1041459019908,3602.877725118716,15;15;15,43.116605;5.882431666666667 
22:22:04,589.007900349299;3417.3375530433627;861.9381607469147,3573.2427360964525,9;9;9,43.116605;5.882431666666667 
22:22:08,765.2940908686317;52.52404589971205;847.446382312782,1143.0656988166263,42;42;42,43.116605;5.882431666666667 
22:22:12,606.5822134208679;4925.970780858992;1100.3096165561672,5083.680887683754,7;7;7,43.116605;5.882431666666667 
22:22:15,666.2570663102463;4603.342131312686;426.12986261685217,4670.786220342419,8;8;8,43.116605;5.882431666666667 
22:22:19,131.91739402453098;2717.4818567689267;1585.4247521050536,3148.917510082137,2;2;2,43.116605;5.882431666666667 
22:22:23,1150.5186440277098;1408.8866716194134;1487.9314888254687,2350.0201954792997,29;29;29,43.116605;5.882431666666667 
22:22:27,465.19774699846926;1894.5972401332856;357.9848978646467,1983.4467054176869,14;14;14,43.116605;5.882431666666667 
22:22:30,69.0976574961346;502.7499271519982;378.060029389065,632.8201650899356,6;6;6,43.116605;5.882431666666667 
22:22:34,337.37044747670484;2690.959214992523;135.23186694780875,2715.394625726065,7;7;7,43.116605;5.882431666666667 
22:22:38,156.49412346204133;3470.099148639044;385.9870814482314,3495.005656520243,3;3;3,43.116605;5.882431666666667 
22:22:42,441.3835458501181;5797.705216732025;567.7331740347711,5842.1337002475875,4;4;4,43.116605;5.882431666666667 
22:22:45,541.0266027037303;3605.545496152244;1870.8921497376778,4097.914780178688,8;8;8,43.116605;5.882431666666667 
22:22:49,819.7054410457612;760.8423721567792;557.3289961433475,1249.565418572126,41;41;41,43.116605;5.882431666666667 
22:22:53,73.74826952298481;2.058140541711051;13.19367222156309,74.94742281636034,80;80;80,43.116605;5.882431666666667 
22:22:56,27.88995538075779;8.273089017867608;22.53230567610842,36.79671740957079,49;49;49,43.116605;5.882431666666667 
22:23:00,18.97591862678531;95.87780064900686;45.21175499594321,107.68816524964232,10;10;10,43.116605;5.882431666666667 
22:23:04,39.07598975181577;11.552023010253876;55.19071269670661,68.60318490189692,35;35;35,43.116605;5.882431666666667 
22:23:07,13.327099084854192;109.39755814870227;216.51937774020524,242.95283129842693,3;3;3,43.116605;5.882431666666667 
22:23:11,8.440184342066361;29.34019315719616;80.53121740342029,86.12410012712229,6;6;6,43.116605;5.882431666666667 
22:23:15,30.61335976918541;37.21736601511555;104.11535073598266,114.72713884838818,15;15;15,43.116605;5.882431666666667 
22:23:19,89.9191065692902;184.69582385063146;143.6988613605621,250.6937490852233,21;21;21,43.116605;5.882431666666667 
22:23:23,25.207077843348223;85.64882345199537;26.248929659532294,93.05978745077147,16;16;16,43.116605;5.882431666666667 
22:23:26,3.0675708770753345;0.5093913428007024;14.599642206768237,14.927123741419496,12;12;12,43.116605;5.882431666666667 
22:23:30,4.837659031550225;11.299509553907738;9.351726745009614,15.44463188870877,18;18;18,43.116605;5.882431666666667 
22:23:34,3.768373654683365;12.57142918586579;3.5570105393336604,13.597565802505999,16;16;16,43.116605;5.882431666666667 
22:23:38,4.763463719685734;2.1342063236246545;10.564414825401158,11.783559896895229,24;24;24,43.116605;5.882431666666667 
22:23:41,0.9975840250652026;0.8841088422128496;2.740862108900899,3.0478102683652932,19;19;19,43.116605;5.882431666666667 
22:23:45,535.0685321140289;645.0166319465633;62.768610347097464,840.4074535552714,40;40;40,43.116605;5.882431666666667 
22:23:49,1409.1865703169503;1560.8006374263757;352.5667696285151,2132.184032113203,41;41;41,43.116605;5.882431666666667 
22:23:52,152.26374370574956;1531.7566020266217;400.2431806564513,1590.4895910258026,5;5;5,43.116605;5.882431666666667 
22:23:56,285.04093046188336;1558.5392391395567;904.315530131651,1824.3024612200613,9;9;9,43.116605;5.882431666666667 
22:24:00,682.5856463305157;1484.0633567682899;613.4387331231466,1744.899507356955,23;23;23,43.116605;5.882431666666667 
22:24:03,831.0747814814251;1430.3054241275795;572.484791444154,1750.4849999751584,28;28;28,43.116605;5.882431666666667 
22:24:07,313.5063671271007;260.9498997465771;343.2181603336364,533.0851695459055,36;36;36,43.116605;5.882431666666667 
22:24:11,257.6079932626087;1767.0922849496205;2530.6792601553434,3097.307627521305,5;5;5,43.116605;5.882431666666667 
22:24:15,360.02869813601177;1597.2772973028814;33.12602453231683,1637.6851838683845,13;13;13,43.116605;5.882431666666667 
22:24:18,1523.9922808615363;819.757190717062;1106.0463481902952,2053.7509216560234,48;48;48,43.116605;5.882431666666667 
22:24:22,189.15315397262574;485.3452033646907;293.0764697837791,597.6894672217566,18;18;18,43.116605;5.882431666666667 
22:24:26,157.8396149158477;1446.5373631954187;645.0983091386355,1591.7083638690424,6;6;6,43.116605;5.882431666666667 
22:24:30,338.3599261315663;995.1586489041655;1251.8656990941342,1634.6240866538606,12;12;12,43.116605;5.882431666666667 
22:24:33,74.86494014104184;1202.7907999610898;1467.4523357709058,1898.875147420927,2;2;2,43.116605;5.882431666666667 
22:24:37,467.0968975861866;2081.233988402684;1387.2615439160593,2544.446701631919,11;11;11,43.116605;5.882431666666667 
22:24:41,221.33833207130405;2013.256742464701;726.3733501307162,2151.699703049616,6;6;6,43.116605;5.882431666666667 
22:24:44,461.36515387217173;1838.0903400135037;112.59045051892791,1898.4495023061597,14;14;14,43.116605;5.882431666666667 
22:24:48,146.9609611225127;133.52849222501135;156.6674536863868,252.92701195110374,36;36;36,43.116605;5.882431666666667 
22:24:52,1006.8440987777705;1289.1878114318843;1041.3174852339607,1939.093179154146,31;31;31,43.116605;5.882431666666667 
22:24:56,299.71227402051306;4653.443918501537;2001.026985807405,5074.295689824053,3;3;3,43.116605;5.882431666666667 
22:24:59,252.601991926829;5266.739248921075;2019.4903956413261,5646.298924121773,3;3;3,43.116605;5.882431666666667 
22:25:03,331.4048950068153;4150.864204123815;2457.0974624665505,4834.959233082578,4;4;4,43.116605;5.882431666666667 
22:25:07,115.5707327938081;2139.4966364065817;457.4945278549123,2190.913894814391,3;3;3,43.116605;5.882431666666667 
22:25:10,1952.9122612984972;4690.304024737677;355.888100941975,5093.08104050903,23;23;23,43.116605;5.882431666666667 
22:25:14,263.59723835309353;3423.7750874551134;1490.6499052937666,3743.495224211988,4;4;4,43.116605;5.882431666666667 
22:25:18,412.0321298726399;2080.605510466894;647.17078995068,2217.5481500066635,11;11;11,43.116605;5.882431666666667 
22:25:22,133.08394384384152;4065.266506853103;2545.2533392715663,4798.168157633048,2;2;2,43.116605;5.882431666666667 
22:25:25,893.0110326576229;4759.91793196678;292.16866832095786,4851.767714375409,11;11;11,43.116605;5.882431666666667 
22:25:29,249.27255524317408;2723.692440814972;157.25041685104378,2739.592125216801,5;5;5,43.116605;5.882431666666667 
22:25:33,379.01583958307907;4703.352423785527;2106.269606491729,5167.354128005442,4;4;4,43.116605;5.882431666666667 
22:25:37,1582.6402456951132;5795.0691009457905;2505.7003796577283,6508.925443162444,14;14;14,43.116605;5.882431666666667 
22:25:40,766.4918151887259;3859.456193621955;142.72185250599455,3937.4206456030224,11;11;11,43.116605;5.882431666666667 
22:25:44,1323.6979837989804;7333.224581003189;3733.93830111823,8334.905778969583,9;9;9,43.116605;5.882431666666667 
22:25:48,758.8902249177297;4042.651900494893;80.61164761543793,4114.054812442577,11;11;11,43.116605;5.882431666666667 
22:25:52,54.325932044982764;430.84781156539935;101.32024499572267,445.9225668983834,7;7;7,43.116605;5.882431666666667 
22:25:55,84.82581663131715;19.630583143233014;14.635804627681992,88.28921643560386,74;74;74,43.116605;5.882431666666667 
22:25:59,16.766893501281686;4.779050970078524;7.035461336807103,18.800685149207677,63;63;63,43.116605;5.882431666666667 
22:26:03,3.576962219874127;158.42507204055894;52.796511036586224,167.0292479999089,1;1;1,43.116605;5.882431666666667 
22:26:06,54.1968696117401;126.12828922907582;57.41220762253718,148.80123522222078,21;21;21,43.116605;5.882431666666667 
22:26:10,83.01270766576128;105.49513414065042;85.5646522998672,159.19058604249227,31;31;31,43.116605;5.882431666666667 
22:26:14,3.9809837500254868;88.38469764073653;35.427949670166825,95.3039486406217,2;2;2,43.116605;5.882431666666667 
22:26:18,4.6861509577433225;95.1651515611019;122.04630009652462,154.8343161243566,2;2;2,43.116605;5.882431666666667 
22:26:21,10.63736315727229;34.95721470832858;25.92658532143055,44.80343939401635,14;14;14,43.116605;5.882431666666667 
22:26:25,5.643208131790145;56.221965182621794;20.91372559546123,60.250635559277626,5;5;5,43.116605;5.882431666666667 
22:26:29,4.871950982411915;6.0914974530565935;8.38469373063866,11.451870439025697,25;25;25,43.116605;5.882431666666667 
22:26:33,4.359442189534699;9.828073116938562;6.4998834133351835,12.56360783305239,20;20;20,43.116605;5.882431666666667 
22:26:36,2.5270050334933942;1.9602526092510897;7.552958049718228,8.202165569663906,18;18;18,43.116605;5.882431666666667 
22:26:40,5.01784764607717;1.7077391529095043;2.051905641502927,5.6837914084925565,62;62;62,43.116605;5.882431666666667 
22:26:44,503.30171581586194;783.9632524077093;222.42507516862452,957.80160384739,32;32;32,43.116605;5.882431666666667 
22:26:47,539.4161279932658;2265.8905323823283;645.5048246288211,2417.003546232029,13;13;13,43.116605;5.882431666666667 
22:26:51,56.47260816891976;1200.2862405681617;214.65327212333918,1220.635998979183,3;3;3,43.116605;5.882431666666667 
22:26:55,235.6761084715524;1220.404392903645;891.9037143898051,1529.8438959793057,9;9;9,43.116605;5.882431666666667 
22:26:59,44.85885964711511;1067.3263712374371;27.39802175840289,1068.6199285171454,2;2;2,43.116605;5.882431666666667 
22:27:02,221.1232280158995;560.369133459727;90.31065829913665,609.1511000605681,21;21;21,43.116605;5.882431666666667 
22:27:06,227.33381206194565;219.14925862630164;173.79347743669982,360.43200809946717,39;39;39,43.116605;5.882431666666667 
22:27:10,394.98965378443404;1202.8487845325465;3401.242781778962,3629.2305638594617,6;6;6,43.116605;5.882431666666667 
22:27:13,88.4040258312227;627.830753154754;38.62707694053391,635.1997933430104,8;8;8,43.116605;5.882431666666667 
22:27:17,30.33029530207297;2115.780946680704;728.9090840244405,2238.0253336196965,1;1;1,43.116605;5.882431666666667 
22:27:21,296.645950123469;62.22430356343644;280.5455674489501,413.00907870634484,46;46;46,43.116605;5.882431666666667 
22:27:24,168.2182297166188;1216.4040809631347;1796.8826378981414,2176.401496822805,4;4;4,43.116605;5.882431666666667 
22:27:28,347.3344414170584;885.5185531393688;167.75871757507588,965.8816229077843,21;21;21,43.116605;5.882431666666667 
22:27:32,233.60300416946433;1808.4128387578319;1918.9102332941568,2647.1010261004762,5;5;5,43.116605;5.882431666666667 
22:27:36,253.0639980284373;320.17958076477044;71.89089276631044,414.39673200880605,38;38;38,43.116605;5.882431666666667 
22:27:39,206.5260797691346;826.4933768463133;1527.8417082182507,1749.2983190316313,7;7;7,43.116605;5.882431666666667 
22:27:43,21.756684096654197;455.8503846836091;1129.980882911667,1218.6589852230634,1;1;1,43.116605;5.882431666666667 
22:27:47,305.6503929297137;116.26280671119676;100.25283008894625,342.03776525889157,63;63;63,43.116605;5.882431666666667 
22:27:51,1630.5648057492572;3674.507232824963;1200.7245540491701,4195.531485345767,23;23;23,43.116605;5.882431666666667 
22:27:54,186.8138194338481;3677.203827142716;1447.047378028243,3956.093212216177,3;3;3,43.116605;5.882431666666667 
22:27:58,223.47191490491252;3683.5347447617837;294.5348129304115,3702.0424995732396,3;3;3,43.116605;5.882431666666667 
22:28:02,441.7551458994546;2322.5801150767;521.9976874255963,2421.1583148476716,11;11;11,43.116605;5.882431666666667 
22:28:05,2086.74127571106;3891.887650276817;720.1777298450445,4474.364155575426,28;28;28,43.116605;5.882431666666667 
22:28:09,132.14808533032746;4662.868593578338;3820.6065307458202,6029.6634151678245,1;1;1,43.116605;5.882431666666667 
22:28:13,1156.0496239566808;3912.6105879275;987.23222033499,4197.570702523106,16;16;16,43.116605;5.882431666666667 
22:28:17,400.3585263093312;1970.8837375100445;1110.0335668404905,2297.1382578945404,10;10;10,43.116605;5.882431666666667 
22:28:20,21.73735590616873;2235.1487336699156;1509.4923970572172,2697.2077545197667,0;0;0,43.116605;5.882431666666667 
22:28:24,488.72638971964517;721.5250917688993;924.2210723717897,1270.289940398088,23;23;23,43.116605;5.882431666666667 
22:28:28,754.595625689824;3606.5848540083584;1957.6800894482656,4172.454936856105,10;10;10,43.116605;5.882431666666667 
22:28:32,124.89814342816675;4556.9850251579255;164.7098513984755,4561.670900108105,2;2;2,43.116605;5.882431666666667 
22:28:35,789.5996021493276;2076.9356482346857;3501.0784970474197,4146.646821361837,11;11;11,43.116605;5.882431666666667 
22:28:39,277.36078044891343;526.867767937977;670.9376058578389,897.0373004381842,18;18;18,43.116605;5.882431666666667 
22:28:43,330.55071368535334;3567.7563897927594;1095.7768441422982,3746.8488524870354,5;5;5,43.116605;5.882431666666667 
22:28:47,453.78102132161456;3808.5700559933953;540.0545817692812,3873.342489118567,7;7;7,43.116605;5.882431666666667 
22:28:50,336.83486955325003;447.06478687286267;867.4186379845885,1032.3467181774113,19;19;19,43.116605;5.882431666666667 
22:28:54,3.444158846537107;17.477672119141697;13.358897075658405,22.266373389989614,9;9;9,43.116605;5.882431666666667 
22:28:58,13.466137358347389;0.9539397239675118;20.21416979794033,24.307602040736256,34;34;34,43.116605;5.882431666666667 
22:29:02,26.058765204747292;122.99587539037182;29.266621335318987,129.08748867115267,12;12;12,43.116605;5.882431666666667 
22:29:05,54.00919911702491;92.05081893285156;5.477359787608549,106.866029802337,30;30;30,43.116605;5.882431666666667 
22:29:09,49.34674077987671;6.623334436415885;27.321955976480794,56.793121617267296,60;60;60,43.116605;5.882431666666667 
22:29:13,18.18782724698382;78.30473455747017;10.184085915891927,81.0317476056407,13;13;13,43.116605;5.882431666666667 
22:29:17,3.76525620460514;54.8072663370775;0.48320476213881136,54.93857555918081,4;4;4,43.116605;5.882431666666667 
22:29:20,16.370353851318406;70.39514021873394;40.712651042932535,82.95169803310951,11;11;11,43.116605;5.882431666666667 
22:29:24,13.978646151224856;10.167251685461009;126.70938192367309,127.88292701739321,6;6;6,43.116605;5.882431666666667 
22:29:28,12.664329198201235;0.49068664232865267;16.167719596266394,20.54315371029649,38;38;38,43.116605;5.882431666666667 
22:29:31,3.035149396260914;3.813264935811911;15.327255055080258,16.083465697784135,11;11;11,43.116605;5.882431666666667 
22:29:35,6.456862602233632;0.43394905090238245;1.1054477977499033,6.565165746304694,80;80;80,43.116605;5.882431666666667 
22:29:39,533.7828957017264;363.8631617323561;691.3799730014887,946.2171248065246,34;34;34,43.116605;5.882431666666667 
22:29:42,84.39124409039808;509.59834148407026;198.0179350153506,553.1938668407159,9;9;9,43.116605;5.882431666666667 
22:29:46,82.25392031669615;1237.0384830315904;616.574887901967,1384.6279313591385,3;3;3,43.116605;5.882431666666667 
22:29:50,436.7266989231109;948.154983603159;220.59824942270723,1066.9543899024677,24;24;24,43.116605;5.882431666666667 
22:29:54,147.10997523625687;12.23412108739158;162.1847168350339,219.30549675658656,42;42;42,43.116605;5.882431666666667 
22:29:57,103.0367130088806;206.83221336682612;377.6229628880845,442.71348614456093,13;13;13,43.116605;5.882431666666667 
22:30:01,187.9329840119679;1137.331830196381;746.5401346874216,1373.3771044970154,8;8;8,43.116605;5.882431666666667 
22:30:05,877.9930286502838;1611.6107092730206;499.5626461919152,1902.031459800877,28;28;28,43.116605;5.882431666666667 
22:30:09,235.12057886759442;761.767631340027;775.5872875372755,1112.253231667077,12;12;12,43.116605;5.882431666666667 
22:30:12,132.87632166862474;2236.1818566258744;922.2651841926535,2422.5479319792285,3;3;3,43.116605;5.882431666666667 
22:30:16,63.22251107851656;231.2511998303731;198.03913367589666,310.956109116962,12;12;12,43.116605;5.882431666666667 
22:30:20,269.4200116093953;1717.6058824062347;1119.905907748544,2068.0779366702304,7;7;7,43.116605;5.882431666666667 
22:30:24,99.41735346794134;35.247137565612206;11.133037719703864,106.0665612057218,70;70;70,43.116605;5.882431666666667 
22:30:27,590.6395737202962;2539.636317720412;2392.832476081842,3538.9624172800914,10;10;10,43.116605;5.882431666666667 
22:30:31,177.81436454772964;3103.263186511994;617.8312202835255,3169.1601047844074,3;3;3,43.116605;5.882431666666667 
22:30:35,210.99962063153578;1194.5650961844126;2312.6953043683534,2611.5256421823924,5;5;5,43.116605;5.882431666666667 
22:30:39,257.37480799674984;2357.8496982828783;284.2646853923707,2388.82887684431,6;6;6,43.116605;5.882431666666667 
22:30:42,56.05050542831458;105.59302207310984;0.04738524119218823,119.54726142686359,28;28;28,43.116605;5.882431666666667 
22:30:46,244.2372498766588;935.8341974035898;1035.4255045859197,1416.878066314932,10;10;10,43.116605;5.882431666666667 
22:30:50,460.5851678625741;2926.170823402404;136.0947771295091,2965.32227134732,9;9;9,43.116605;5.882431666666667 
22:30:53,1632.4415106964111;2713.814488496782;153.69652376176646,3170.6903010600518,31;31;31,43.116605;5.882431666666667 
22:30:57,413.98427711168915;32.32234590212407;1141.3184253565519,1214.5103802762098,20;20;20,43.116605;5.882431666666667 
22:31:01,650.8936488342285;1748.6332395458207;211.49716566403674,1877.794397590207,20;20;20,43.116605;5.882431666666667 
22:31:05,644.0234123516079;4957.608534723916;2129.979684807446,5434.1017654177995,7;7;7,43.116605;5.882431666666667 
22:31:08,543.8634822750091;2107.9592644341806;5.19554230054986,2176.994887804284,14;14;14,43.116605;5.882431666666667 
22:31:12,617.6260920683543;530.1666536108647;615.9158589553879,1020.730628284134,37;37;37,43.116605;5.882431666666667 
22:31:16,517.4356109809878;3753.16610971133;119.69761320748518,3790.55708006152,8;8;8,43.116605;5.882431666666667 
22:31:19,153.32928814252205;3673.665521303813;888.7862643114754,3782.759476446719,2;2;2,43.116605;5.882431666666667 
22:31:23,537.5986545976001;3435.1880721918747;2082.6293590577525,4053.0080745001956,8;8;8,43.116605;5.882431666666667 
22:31:27,244.75038215955095;5317.923414777119;905.1266906420334,5399.950603580979,3;3;3,43.116605;5.882431666666667 
