Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:31:31,391.1495787779487;3831.714628864924;1827.5558527088283,4263.214208177432,5;5;5,43.116605;5.882431666666667 
22:31:34,94.73681392033905;2213.1919092782337;1107.1779825687588,2476.4968355100796,2;2;2,43.116605;5.882431666666667 
22:31:38,1178.4728188800816;123.13990158399035;1045.2984689839618,1580.0666155138824,48;48;48,43.116605;5.882431666666667 
22:31:42,63.16327952702841;6452.403401641843;2781.840990146015,7026.815676524921,1;1;1,43.116605;5.882431666666667 
22:31:46,285.7810131104786;190.1476205476123;103.08846268020133,358.4049890726098,53;53;53,43.116605;5.882431666666667 
22:31:49,24.041775004068885;25.80313429832359;21.855819009102717,41.49078824898667,35;35;35,43.116605;5.882431666666667 
22:31:53,1.5830411497748595;0.885979312260976;24.383447532683178,24.45083827198463,4;4;4,43.116605;5.882431666666667 
22:31:57,8.59356288591992;127.53363572438559;31.491857201215723,131.64503269829936,4;4;4,43.116605;5.882431666666667 
22:32:01,42.25329487164824;48.54493261973042;45.28657379786871,78.69450537943821,32;32;32,43.116605;5.882431666666667 
22:32:04,11.664874703089357;8.298028618495879;67.07380890527581,68.58441821473451,10;10;10,43.116605;5.882431666666667 
22:32:08,8.924636084238449;32.97326947848006;157.48671956700554,161.14885190193942,3;3;3,43.116605;5.882431666666667 
22:32:12,84.78466629028304;130.15977567036867;65.68280268033355,168.6541947550045,30;30;30,43.116605;5.882431666666667 
22:32:16,23.364041357040165;7.81607083638608;9.160938800167884,26.284828162902446,63;63;63,43.116605;5.882431666666667 
22:32:19,20.017146952947247;6.307224998473082;32.05424519542355,38.31372984147566,32;32;32,43.116605;5.882431666666667 
22:32:23,0.9651625442504974;0.9458343537650515;14.976230176310779,15.037074571053633,4;4;4,43.116605;5.882431666666667 
22:32:27,0.26872419675168235;16.62224381764815;0.7182604980133789,16.639924890764036,1;1;1,43.116605;5.882431666666667 
22:32:31,83.12992378870649;15.804848407108828;83.00148484548941,118.5311096246207,45;45;45,43.116605;5.882431666666667 
22:32:34,41.854884751637954;94.11207692464268;301.8346340338116,318.92485118436247,8;8;8,43.116605;5.882431666666667 
22:32:38,13.117606439590396;2206.700131235123;701.9163307762284,2315.682205355946,0;0;0,43.116605;5.882431666666667 
22:32:42,124.64188903172807;198.7299606132511;536.5131584803482,585.5557761386196,12;12;12,43.116605;5.882431666666667 
22:32:46,376.5605359013875;27.934846661885338;1494.4401010989984,1541.405011224872,14;14;14,43.116605;5.882431666666667 
22:32:49,537.895435845057;1409.96780330658;318.6065154552384,1542.352365043298,20;20;20,43.116605;5.882431666666667 
22:32:53,817.594303852717;1249.9135518550875;1076.8508047167434,1841.2908484056795,26;26;26,43.116605;5.882431666666667 
22:32:57,86.34713226954138;1146.1323917675013;2.667913777012032,1149.3834888642643,4;4;4,43.116605;5.882431666666667 
22:33:00,18.548204476038478;1047.4114766470607;217.40099262237678,1069.8962701563435,1;1;1,43.116605;5.882431666666667 
22:33:04,258.5108068052928;808.9346510251379;486.8858471934061,978.9080319731399,15;15;15,43.116605;5.882431666666667 
22:33:08,138.8936238098146;472.0025170294445;885.6656967830592,1013.154253445829,8;8;8,43.116605;5.882431666666667 
22:33:12,76.573302783966;1739.1000772062948;542.1657189623339,1823.2597774470128,2;2;2,43.116605;5.882431666666667 
22:33:15,722.9859288756048;966.1981611665094;1291.3818727970074,1767.4599518468222,24;24;24,43.116605;5.882431666666667 
22:33:19,123.96789632479344;512.8835103766125;52.61195799192109,530.2693208730591,14;14;14,43.116605;5.882431666666667 
22:33:23,385.5730840778349;2000.0979856840759;373.14692806564585,2070.8204136109002,11;11;11,43.116605;5.882431666666667 
22:33:26,562.2957176081339;2043.6013780371356;130.10740250904541,2123.5373795964547,15;15;15,43.116605;5.882431666666667 
22:33:31,271.1208923721314;2400.235796527863;239.25681163150438,2427.3199704873027,6;6;6,43.116605;5.882431666666667 
22:33:34,233.33926789283672;91.2621040630352;188.68553646086994,313.6530204673686,48;48;48,43.116605;5.882431666666667 
22:33:38,693.5684229564665;130.87741267840036;462.51736342114924,843.8532846044766,55;55;55,43.116605;5.882431666666667 
22:33:42,439.06728044192;4859.8770982583355;972.6575177287913,4975.66559705582,5;5;5,43.116605;5.882431666666667 
22:33:46,200.78436021486885;1175.2980077203108;785.1909042485481,1427.642995420381,8;8;8,43.116605;5.882431666666667 
22:33:49,388.515956951777;1218.8812067953731;1993.8306640466176,2368.961114492527,9;9;9,43.116605;5.882431666666667 
22:33:53,94.7474132506055;1134.5791217772157;10.237082567217115,1138.5743953514532,5;5;5,43.116605;5.882431666666667 
22:33:57,856.5755231221515;3340.5030079428348;249.91412646926392,3457.6204308015085,14;14;14,43.116605;5.882431666666667 
22:34:01,21.86330088933311;4567.647327915828;1193.2314510409387,4720.983098031134,0;0;0,43.116605;5.882431666666667 
22:34:04,908.3476400629677;4073.4180153179177;1868.838997116109,4572.787876106487,11;11;11,43.116605;5.882431666666667 
22:34:08,106.14543422698969;2060.23110373497;6.077157182707182,2062.9726090871086,3;3;3,43.116605;5.882431666666667 
22:34:12,619.605049378077;3840.979067007699;766.5454353300785,3965.4284150431367,9;9;9,43.116605;5.882431666666667 
22:34:15,275.2845586967469;410.7502344004305;1477.0858800029832,1557.6520921634133,10;10;10,43.116605;5.882431666666667 
22:34:19,342.5366857465108;3189.1364663696268;1979.6450192101745,3769.206439596325,5;5;5,43.116605;5.882431666666667 
22:34:23,64.82862135887146;3877.3522275416058;1302.988139438618,4090.9462399409326,1;1;1,43.116605;5.882431666666667 
22:34:27,186.28447641054768;4871.0593916893;2336.398524293893,5405.615558642583,2;2;2,43.116605;5.882431666666667 
22:34:30,910.1121168073014;3660.236793346403;2509.2230982462543,4530.103531410597,12;12;12,43.116605;5.882431666666667 
22:34:34,844.0190576966602;3165.529263906478;1106.9784657637315,3458.0840091108357,14;14;14,43.116605;5.882431666666667 
22:34:38,86.33840340932142;433.4589877510074;439.6571019967048,623.4094812412942,8;8;8,43.116605;5.882431666666667 
22:34:42,17.16405664126104;61.826516933440544;22.43379425363301,67.97351073116472,15;15;15,43.116605;5.882431666666667 
22:34:45,1.4402619361877644;3.5432937590265112;10.730886659665373,11.392155792920487,7;7;7,43.116605;5.882431666666667 
22:34:49,20.57704098701503;10.635492687225579;1.1091887379137688,23.18962311331601,63;63;63,43.116605;5.882431666666667 
22:34:53,21.31400618553171;117.23171019554147;27.085029770525182,122.19312408117955,10;10;10,43.116605;5.882431666666667 
22:34:57,42.69597278277083;90.72527915954632;125.31650522867466,160.49376577665925,15;15;15,43.116605;5.882431666666667 
22:35:00,79.06913331667606;44.83392004648895;70.10521736145137,114.79002452949298,44;44;44,43.116605;5.882431666666667 
22:35:04,0.02119866053264252;25.17340938250162;59.14176892596679,64.2763550694552,0;0;0,43.116605;5.882431666666667 
22:35:08,15.46192889849339;33.68467158635402;16.214481347391896,40.45537974741444,22;22;22,43.116605;5.882431666666667 
22:35:11,113.96711647351573;147.8357176144915;108.38251640320706,215.84872689402414,32;32;32,43.116605;5.882431666666667 
22:35:15,5.820279296239198;0.4832047621414759;57.240747868206654,57.53792101249393,6;6;6,43.116605;5.882431666666667 
22:35:19,5.506663818359056;3.6442991415656656;0.36224769906922916,6.6132810341858255,56;56;56,43.116605;5.882431666666667 
22:35:22,49.83805091222114;95.16577505111829;32.53682646752942,112.24527222287502,26;26;26,43.116605;5.882431666666667 
22:35:26,146.04318381945274;488.1858238760628;853.8034865125112,994.3009623622984,8;8;8,43.116605;5.882431666666667 
22:35:30,24.041775004069045;906.0818773460395;525.3732623704188,1047.6542560472928,1;1;1,43.116605;5.882431666666667 
22:35:33,215.9775649166107;1233.449051011403;2055.335460131962,2406.7502412307144,5;5;5,43.116605;5.882431666666667 
22:35:37,165.99673479080192;682.8019973659519;404.37380201021966,810.7352559993561,12;12;12,43.116605;5.882431666666667 
22:35:41,160.48757701237994;782.9251415316273;615.3241669305042,1008.6386221171299,9;9;9,43.116605;5.882431666666667 
22:35:45,933.3820111719766;1910.8491308816276;1033.9384808985467,2364.6511713259756,23;23;23,43.116605;5.882431666666667 
22:35:48,13.408152786890685;2529.591893568037;818.5844059975907,2658.7770414814236,0;0;0,43.116605;5.882431666666667 
22:35:52,329.26757123311364;592.5169021574665;372.97110388118426,773.6929992822628,25;25;25,43.116605;5.882431666666667 
22:35:56,280.43520971616107;360.9888727601366;857.5406856664109,971.7679253187972,17;17;17,43.116605;5.882431666666667 
22:35:59,259.30076865514116;111.33411813735977;182.9101484457496,336.2860343383542,50;50;50,43.116605;5.882431666666667 
22:36:03,127.6920021883648;60.02774823824553;857.728979651128,869.2569128369315,8;8;8,43.116605;5.882431666666667 
22:36:07,105.1503441619872;471.6215646298727;338.40731137273747,589.9177938423611,10;10;10,43.116605;5.882431666666667 
22:36:11,259.87936738967863;128.4445546372735;231.86222004573764,371.2079986952937,44;44;44,43.116605;5.882431666666667 
22:36:14,74.53760788281765;1311.9981936550137;420.8027639230227,1379.8442235514003,3;3;3,43.116605;5.882431666666667 
22:36:18,60.447980508804385;1830.397096710205;734.2879323895702,1973.1158753721716,2;2;2,43.116605;5.882431666666667 
22:36:22,142.5996484629312;1599.6658875528974;405.86394314767205,1656.4996685449494,5;5;5,43.116605;5.882431666666667 
22:36:25,538.3038218053184;400.96268813451104;400.86230624196696,781.8137056945815,44;44;44,43.116605;5.882431666666667 
22:36:29,15.327255055109692;14.575326096218976;0.7039202277354661,21.16271206680568,46;46;46,43.116605;5.882431666666667 
22:36:33,622.4238477389017;5529.007830050786;314.8487411308221,5572.833100029881,6;6;6,43.116605;5.882431666666667 
22:36:37,424.6278751691183;4363.776692123411;93.4100271669962,4385.382683901773,6;6;6,43.116605;5.882431666666667 
22:36:40,293.5939664967857;3865.272108488085;999.4064863808916,4003.166148792658,4;4;4,43.116605;5.882431666666667 
22:36:44,862.8054353586831;3424.545721114476;1124.68495871863,3706.3274102075598,13;13;13,43.116605;5.882431666666667 
22:36:48,306.6024621836343;4355.9275763161995;2689.8693544451203,5128.694498984317,3;3;3,43.116605;5.882431666666667 
22:36:52,236.07077765146883;481.1491155592597;736.3030521202223,910.7008663803839,15;15;15,43.116605;5.882431666666667 
22:36:55,115.02455554008462;2580.730544652938;1540.02283265433,3007.50247174936,2;2;2,43.116605;5.882431666666667 
22:36:59,173.46676866849242;2881.962263841629;2349.6888374678183,3722.4769768207198,3;3;3,43.116605;5.882431666666667 
22:37:03,98.39607682228083;4009.9330149428047;1053.1488317712174,4147.091394474372,1;1;1,43.116605;5.882431666666667 
22:37:07,426.2707713603973;1410.1504858811702;818.6710711097583,1685.3644964870618,15;15;15,43.116605;5.882431666666667 
22:37:10,120.5287253983815;3831.9976933320368;815.0161726379359,3919.5643708210223,2;2;2,43.116605;5.882431666666667 
22:37:14,84.39186758041389;37.459903631209286;151.35781271296798,177.29754415395465,28;28;28,43.116605;5.882431666666667 
22:37:18,583.8678486601508;3360.2875931199383;1539.835785649597,3742.1288887399282,9;9;9,43.116605;5.882431666666667 
22:37:21,285.68748960812883;1256.1185244909927;2539.6874439017115,2847.711959099802,6;6;6,43.116605;5.882431666666667 
22:37:25,323.9492013994848;131.5289597447702;91.07193960825022,361.2991150320107,64;64;64,43.116605;5.882431666666667 
22:37:29,233.72396123250283;21.243551813760476;59.19476557734171,242.03759794633734,75;75;75,43.116605;5.882431666666667 
22:37:33,103.03172508875517;3.9822307300577675;19.676721404396247,104.96936649126955,79;79;79,43.116605;5.882431666666667 
22:37:36,10.228977197011115;16.826748542785598;1.328033733319245,19.736643955240833,31;31;31,43.116605;5.882431666666667 
22:37:40,25.21206576347367;1.3380095736182929;4.234120696427368,25.600123197999068,80;80;80,43.116605;5.882431666666667 
22:37:44,13.679370943705326;82.36801898956337;112.36661760331579,139.99240155555,6;6;6,43.116605;5.882431666666667 
22:37:47,8.84981728235873;77.85831570625284;70.86151075045422,105.64842779891431,5;5;5,43.116605;5.882431666666667 
22:37:51,36.273402131398306;35.33380267779124;52.93929025014421,73.2584859661202,30;30;30,43.116605;5.882431666666667 
22:37:55,5.434962466557877;89.9396817398076;65.11480327606733,111.16934278006559,3;3;3,43.116605;5.882431666666667 
22:37:59,52.15431632041943;62.64765328407318;80.94521477380923,114.8778872004091,27;27;27,43.116605;5.882431666666667 
22:38:02,11.373081375757613;62.77297477722132;56.35289808590471,85.12016485558303,8;8;8,43.116605;5.882431666666667 
22:38:06,45.68061948776244;75.07131533622751;25.64040340424434,91.54152975469349,30;30;30,43.116605;5.882431666666667 
22:38:10,64.14465281168644;185.17466418266147;10.606812146498612,196.2567125053417,19;19;19,43.116605;5.882431666666667 
22:38:14,64.52747568130481;105.37854150772085;2.4372224712365664,123.58953103507648,31;31;31,43.116605;5.882431666666667 
22:38:17,29.731744887033923;43.903672943116035;91.13304162978508,105.43595415521172,16;16;16,43.116605;5.882431666666667 
22:38:21,31.717560586929388;63.77429974238113;16.243785378136977,73.05494863886763,26;26;26,43.116605;5.882431666666667 
22:38:25,43.30823997815429;86.37581281026219;74.97966230395647,122.30426994939387,21;21;21,43.116605;5.882431666666667 
22:38:28,25.212689253489128;203.70541093826304;124.8669689273676,240.2568085903661,6;6;6,43.116605;5.882431666666667 
22:38:32,37.31774790763855;100.22103209813515;21.21424778302483,109.02712457325961,20;20;20,43.116605;5.882431666666667 
22:38:36,69.17434676806137;68.50845943133055;60.1942200724217,114.46328404588698,37;37;37,43.116605;5.882431666666667 
22:38:40,73.41158491452524;23.028603728611152;3.6330763213214823,77.02451968632131,72;72;72,43.116605;5.882431666666667 
22:38:43,10.195932226180954;75.89806309699954;128.87476274809552,149.91056496863357,4;4;4,43.116605;5.882431666666667 
22:38:47,0.790585339863939;40.50191141764253;48.99135147093148,63.570294734337274,1;1;1,43.116605;5.882431666666667 
22:38:51,32.53620297749844;118.5684727891284;31.51929076193838,126.9273529775,15;15;15,43.116605;5.882431666666667 
22:38:55,9.07489717801424;96.66215108871428;79.43699242593105,125.44385587810343,4;4;4,43.116605;5.882431666666667 
22:38:58,31.026733649571717;60.6100879128767;4.6593408870734265,68.24917886150766,27;27;27,43.116605;5.882431666666667 
22:39:02,1.4302860959369972;81.01941008567759;169.7152292442201,188.06767283710832,0;0;0,43.116605;5.882431666666667 
22:39:06,32.68958152135206;13.15252188046756;104.23880175907385,110.03329207119451,17;17;17,43.116605;5.882431666666667 
22:39:09,29.149405212402314;153.15782838821323;10.706570549036343,156.27424251536686,11;11;11,43.116605;5.882431666666667 
22:39:13,9.654742892583196;20.15743220647209;102.55724918683917,104.96440108080371,5;5;5,43.116605;5.882431666666667 
22:39:17,38.40324402491249;25.87982357025176;136.6877161344,144.31945870776624,15;15;15,43.116605;5.882431666666667 
22:39:21,17.50884661992394;49.98083012580917;44.44985019683578,69.14067017715519,15;15;15,43.116605;5.882431666666667 
22:39:24,25.872341690063504;104.84857499440487;461.2971934604726,473.7696723486988,3;3;3,43.116605;5.882431666666667 
22:39:28,30.92011685689289;196.74040397326115;27.376823097867486,201.02818365825684,9;9;9,43.116605;5.882431666666667 
22:39:32,24.902191225687684;8.753176329931167;38.700025272360605,46.84473481390341,32;32;32,43.116605;5.882431666666667 
22:39:36,216.2899334144592;201.0992226727805;934.6040516026726,980.1566027570078,13;13;13,43.116605;5.882431666666667 
22:39:39,34.98838920911156;86.5622363249458;131.90741818426588,161.60685353370022,13;13;13,43.116605;5.882431666666667 
22:39:43,24.034916613896687;14.53666971524542;12.146208995185148,30.602653087629786,52;52;52,43.116605;5.882431666666667 
22:39:47,8.924012594223017;20.66308260917671;117.75481831867829,119.88660567786731,4;4;4,43.116605;5.882431666666667 
22:39:51,21.70181697527568;66.94848741213572;114.71904543240541,134.58650828267875,9;9;9,43.116605;5.882431666666667 
22:39:54,24.009977013270067;107.04450682957878;49.674073038108446,120.42640479048117,12;12;12,43.116605;5.882431666666667 
22:39:58,11.744681425094573;126.41758859634467;93.34643118541663,157.58458193410084,4;4;4,43.116605;5.882431666666667 
22:40:02,7.417037226359044;64.53184011141455;13.454291048061506,66.33542625918912,6;6;6,43.116605;5.882431666666667 
22:40:06,30.340271142323793;12.336996939976697;80.66090332667741,87.05696337434657,20;20;20,43.116605;5.882431666666667 
22:40:09,57.56932710647581;37.51539424260497;48.46574938772896,84.08662849933181,43;43;43,43.116605;5.882431666666667 
22:40:13,34.88925429662068;111.36217518806524;115.33630054793242,164.07698300515705,12;12;12,43.116605;5.882431666666667 
22:40:17,1.078014237085978;14.35211667060754;23.612813873295835,27.653396656414618,2;2;2,43.116605;5.882431666666667 
22:40:20,48.14901645978293;57.73268149057964;22.600889577869765,78.49962106818239,38;38;38,43.116605;5.882431666666667 
22:40:24,95.64897981325782;139.08316477457637;56.94084917068132,178.1435218224543,32;32;32,43.116605;5.882431666666667 
22:40:28,52.30956533432013;37.45865665117842;114.1622688484265,131.04375304529702,24;24;24,43.116605;5.882431666666667 
22:40:32,8.548048114776545;105.63479590415969;101.20427585283664,146.54038584357235,3;3;3,43.116605;5.882431666666667 
22:40:35,11.060712877909447;116.6213134702057;214.01232438722496,243.9757059924335,3;3;3,43.116605;5.882431666666667 
22:40:39,44.543997189203864;54.75364619572948;45.516018123628044,83.98712617508329,32;32;32,43.116605;5.882431666666667 
22:40:43,26.93289820671088;166.17567642529784;105.93594158173403,198.9023885226794,8;8;8,43.116605;5.882431666666667 
22:40:47,19.456629428863558;95.54797443071972;104.66776288984825,143.0500487064268,8;8;8,43.116605;5.882431666666667 
22:40:50,4.502844893137681;17.892916469574693;101.91692494073834,103.57360504151106,2;2;2,43.116605;5.882431666666667 
22:40:54,76.65061554590864;87.48936597824036;56.356639025992195,129.25082895342356,36;36;36,43.116605;5.882431666666667 
22:40:58,24.41212807337437;100.19172806739695;44.891281127895866,112.47026936709022,13;13;13,43.116605;5.882431666666667 
22:41:01,26.212143748601246;51.78333976109778;22.05970024425774,62.09042705262326,25;25;25,43.116605;5.882431666666667 
22:41:05,13.259762163162263;35.74592957814416;154.42476010003327,159.06162109692613,5;5;5,43.116605;5.882431666666667 
22:41:09,38.03974934577947;14.39700795173604;26.989635798118528,48.81328516671626,51;51;51,43.116605;5.882431666666667 
22:41:13,214.01294787724814;671.8560066509243;102.2174471283055,712.4889066009831,17;17;17,43.116605;5.882431666666667 
22:41:16,13.133817179997793;97.43964313824915;24.677734820016894,101.37046810819226,7;7;7,43.116605;5.882431666666667 
22:41:20,27.692309045791582;46.56909276008636;78.64266614597781,95.49980795442933,17;17;17,43.116605;5.882431666666667 
22:41:24,29.118854201634672;57.61172442754054;19.619983812960484,67.4682312377593,26;26;26,43.116605;5.882431666666667 
22:41:28,56.14714638074235;25.374796657562204;69.39693270366476,92.80256796441634,37;37;37,43.116605;5.882431666666667 
22:41:31,28.88753940582278;154.27699296633406;94.22991653759993,183.07145507243968,9;9;9,43.116605;5.882431666666667 
22:41:35,6.513600193659492;30.532929557163857;121.65350138662845,125.59562561829922,3;3;3,43.116605;5.882431666666667 
22:41:39,3.152365519205693;114.17162119865438;79.27862596194757,139.0330789053817,1;1;1,43.116605;5.882431666666667 
22:41:43,32.155250577926644;90.92167851448063;62.1563431517238,114.7350110368002,16;16;16,43.116605;5.882431666666667 
22:41:46,52.89751641909279;93.12135128975075;3.3107319831735538,107.14800164072946,30;30;30,43.116605;5.882431666666667 
22:41:50,50.34120735486346;96.7419578107192;144.9844977728354,181.42146552554811,16;16;16,43.116605;5.882431666666667 
22:41:54,37.70867614746093;19.404879757562;82.92541906359752,93.14031748964995,24;24;24,43.116605;5.882431666666667 
22:41:58,45.87203092257165;57.04310153325398;20.43987318356244,75.99965177061411,37;37;37,43.116605;5.882431666666667 
22:42:01,33.64539171536762;57.07552301406943;179.52833860076822,191.36366445007835,10;10;10,43.116605;5.882431666666667 
22:42:05,28.877563565572014;33.347986977894486;20.002183192600498,48.436445425235554,37;37;37,43.116605;5.882431666666667 
22:42:08,40.046763706207315;14.832203982671432;47.61780296644602,63.9624320806804,39;39;39,43.116605;5.882431666666667 
22:42:12,18.464656813939474;30.895177256266336;87.9912754408565,95.06797611531105,11;11;11,43.116605;5.882431666666667 
22:42:16,42.02135658582058;30.3309187920891;98.1572801462871,110.99824633660516,22;22;22,43.116605;5.882431666666667 
22:42:19,112.06858937581369;479.0011924552914;64.49006628035647,496.1456235291415,13;13;13,43.116605;5.882431666666667 
22:42:23,159.86221652666717;204.30209088325464;46.509861208573255,263.54969133301864,37;37;37,43.116605;5.882431666666667 
22:42:27,28.13373997688299;107.92051030158989;21.429351838424537,113.56742926146309,14;14;14,43.116605;5.882431666666667 
22:42:30,2.8225393009186224;13.23357558250443;94.03663463277567,95.00517303737325,2;2;2,43.116605;5.882431666666667 
22:42:34,8.69955618858323;44.50035288810872;69.58772064844787,83.05669479392338,6;6;6,43.116605;5.882431666666667 
22:42:38,16.02992830276474;12.37752379099588;88.34042984962664,90.63218657080526,10;10;10,43.116605;5.882431666666667 
22:42:42,4.607591215769445;64.44829244931589;31.595356543840936,71.92411870559566,4;4;4,43.116605;5.882431666666667 
22:42:46,22.69753053029392;36.83579012552896;19.310732765189798,47.38098485969045,29;29;29,43.116605;5.882431666666667 
22:42:49,62.451253929138254;94.3857890415184;36.04084035555921,118.77616959578476,32;32;32,43.116605;5.882431666666667 
22:42:53,12.753488270441839;14.817863712309641;8.53807227450254,21.333523530479194,37;37;37,43.116605;5.882431666666667 
22:42:57,18.151041336059514;43.72223734855629;30.994312168752813,56.58393523926142,19;19;19,43.116605;5.882431666666667 
22:43:00,1.3885122648877035;15.859092038473854;13.856442108107103,21.10544371696203,4;4;4,43.116605;5.882431666666667 
22:43:04,5.938118909199791;0.6671343167639621;1.9696049595356868,6.291714239619264,71;71;71,43.116605;5.882431666666667 
22:43:08,562.7165733687083;19.9778670819597;134.7972944068676,578.9813189528459,76;76;76,43.116605;5.882431666666667 
22:43:12,731.6387233130134;938.2184232234956;248.30614571889777,1215.4032142169333,37;37;37,43.116605;5.882431666666667 
22:43:15,78.58281110445671;1264.0486940002454;428.1418648974071,1336.8993288511422,3;3;3,43.116605;5.882431666666667 
22:43:19,33.95900719324756;353.7838221391044;103.36529224711022,370.13590830698257,5;5;5,43.116605;5.882431666666667 
22:43:23,51.061961812973095;529.9054112943022;15.078482538871896,532.5734029209948,6;6;6,43.116605;5.882431666666667 
22:43:26,334.03477589289344;294.18503503163674;1451.0520543988541,1517.7865893851863,13;13;13,43.116605;5.882431666666667 
22:43:30,9.20021867116272;1413.5129675356548;287.58664019585115,1442.5011712418775,0;0;0,43.116605;5.882431666666667 
22:43:34,675.6193923854827;2457.9772068786624;2909.5180285739825,3868.256541582964,10;10;10,43.116605;5.882431666666667 
22:43:38,151.35531875292457;841.4814533329012;266.7346401119115,895.6265053322628,10;10;10,43.116605;5.882431666666667 
22:43:42,574.2530091285705;213.03531553268456;363.3880623404213,712.180769193366,54;54;54,43.116605;5.882431666666667 
22:43:45,293.59022555669145;1144.6098291492472;1230.0772170066612,1705.70127552463,10;10;10,43.116605;5.882431666666667 
22:43:49,358.880853017171;517.6793955771128;498.95536691666643,803.5819071148643,27;27;27,43.116605;5.882431666666667 
22:43:53,202.59933965047193;949.565318018595;581.6993503856764,1131.854637243529,10;10;10,43.116605;5.882431666666667 
22:43:56,128.903443288803;1449.4708837191283;654.2897989495522,1595.5178098193282,5;5;5,43.116605;5.882431666666667 
22:44:00,108.44424191474911;699.577619727453;2452.6837766456424,2552.8076127763184,2;2;2,43.116605;5.882431666666667 
22:44:04,984.2899709510802;1333.289130709967;2800.8088034025677,3254.384213058062,18;18;18,43.116605;5.882431666666667 
22:44:08,253.63636186281812;2552.6884577083592;413.13258975029754,2598.3125876018603,6;6;6,43.116605;5.882431666666667 
22:44:11,385.32992297172643;139.7764856719964;138.63051102318911,432.70663742397227,63;63;63,43.116605;5.882431666666667 
22:44:15,421.4368532689417;1027.3369686126712;31.760581398039278,1110.8730813653924,22;22;22,43.116605;5.882431666666667 
22:44:19,203.77898276011132;3955.2354828484854;445.81780684153927,3985.494588566824,3;3;3,43.116605;5.882431666666667 
22:44:22,368.70954962412503;4452.312897837956;388.4292918395946,4484.407897035823,5;5;5,43.116605;5.882431666666667 
22:44:26,103.4619331995646;1043.5439680798847;564.3258010991374,1190.86187054733,5;5;5,43.116605;5.882431666666667 
22:44:30,1106.485285161336;663.8185968589783;1143.1664497629815,1723.8893084180563,40;40;40,43.116605;5.882431666666667 
22:44:33,967.4389062976837;4561.477894210816;344.76815651255953,4675.669331607772,12;12;12,43.116605;5.882431666666667 
22:44:37,330.6585774580637;1646.3091756248468;2894.3859258937773,3346.212617961556,6;6;6,43.116605;5.882431666666667 
22:44:41,268.0383577346802;4613.021813805897;1663.399036954237,4911.080448537413,3;3;3,43.116605;5.882431666666667 
22:44:45,888.626027377446;2932.6700833257037;2296.1148343817363,3829.1452527730103,13;13;13,43.116605;5.882431666666667 
22:44:48,609.617986307144;4317.753776617051;494.35837503116534,4388.5102218957445,8;8;8,43.116605;5.882431666666667 
22:44:52,397.35766886393236;1941.5940470441176;3843.7149411964315,4324.560684011593,5;5;5,43.116605;5.882431666666667 
22:44:56,306.3387259070077;572.0963571643831;1180.8227527491297,1347.3975026996,13;13;13,43.116605;5.882431666666667 
22:44:59,1131.0532857386268;68.54337487220846;3066.3831285953565,3269.049589827793,20;20;20,43.116605;5.882431666666667 
22:45:03,242.43349326133725;5338.357676550546;2695.0929537963802,5985.011504670976,2;2;2,43.116605;5.882431666666667 
22:45:07,429.4854858811702;4081.9654399426763;145.51134683607003,4107.07598998692,6;6;6,43.116605;5.882431666666667 
22:45:10,1374.9401342264807;560.2463059266416;112.28369343121791,1488.9405373693526,67;67;67,43.116605;5.882431666666667 
22:45:14,683.9928632958736;519.7325481987002;147.6087672487978,871.6401246302923,52;52;52,43.116605;5.882431666666667 
22:45:18,150.39265016873676;29.605799903869357;62.34650760650595,165.4736825705287,65;65;65,43.116605;5.882431666666667 
22:45:22,9.733302634557136;4.125009943645286;7.500584888402884,12.961931217190866,49;49;49,43.116605;5.882431666666667 
22:45:26,1.2937417825060957;14.533552265166394;2.811939970683852,14.85950590170665,5;5;5,43.116605;5.882431666666667 
22:45:29,19.54391803105674;7.110280138651226;62.00982299806057,65.40442617977445,17;17;17,43.116605;5.882431666666667 
22:45:33,30.55288123766588;22.978724527359272;100.83953419366054,107.84299694102354,16;16;16,43.116605;5.882431666666667 
22:45:37,1.433403546015427;26.166005487441524;39.37526495930932,47.29826613640675,2;2;2,43.116605;5.882431666666667 
22:45:40,97.73891834576919;59.64180791854845;0.1359208234372744,114.4991698033842,59;59;59,43.116605;5.882431666666667 
22:45:44,73.11729762713108;63.60720441818252;47.14893847459933,107.77308599772245,43;43;43,43.116605;5.882431666666667 
22:45:48,34.63923480033857;152.0043718592332;115.09313944181265,193.78244605341723,10;10;10,43.116605;5.882431666666667 
22:45:52,16.391552511851053;2.9802822748817848;36.287742401746925,39.92950443972836,24;24;24,43.116605;5.882431666666667 
22:45:55,7.430130516687713;1.182137069700162;0.5305900033718558,7.542268445119907,80;80;80,43.116605;5.882431666666667 
22:45:59,3.2558648618058736;7.80609499613405;10.530122874609305,13.506267539234566,14;14;14,43.116605;5.882431666666667 
22:46:03,101.02471072832746;322.83128380139635;515.8812503719262,616.8950433128005,9;9;9,43.116605;5.882431666666667 
22:46:06,292.81335699717226;35.60315036455874;292.4205582872936,415.35169346096,45;45;45,43.116605;5.882431666666667 
22:46:10,276.0589332962036;1584.228274765017;1378.0719245751652,2117.798382877813,7;7;7,43.116605;5.882431666666667 
