Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
22:01:55,606.2947845236464;328.0293200620017;701.3377320416705,983.3977907979396,38;38;38,0.0006062947845236464;0.0003280293200620018;0.0007013377320416705,43.11642;5.88249 
22:01:59,59.7895750522614;54.75115223566682;799.120918178538,803.2227112243359,4;4;4,5.9789575052261404e-05;5.4751152235666827e-05;0.000799120918178538,43.11642;5.88249 
22:02:02,347.77898979822777;18.111761465072497;1218.6000127983245,1267.3848085094442,16;16;16,0.0003477789897982278;1.8111761465072498e-05;0.0012186000127983245,43.11642;5.88249 
22:02:06,432.0704754861196;484.13625622431476;682.1598026498154,941.4960471127492,27;27;27,0.00043207047548611966;0.0004841362562243148;0.0006821598026498154,43.11642;5.88249 
22:02:09,310.11645191192605;635.7210193030039;1053.6008620325726,1269.0107188695738,14;14;14,0.00031011645191192605;0.000635721019303004;0.0010536008620325727,43.11642;5.88249 
22:02:13,393.52445224761937;253.10577185948702;810.7995096619707,936.119581641933,25;25;25,0.0003935244522476194;0.000253105771859487;0.0008107995096619707,43.11642;5.88249 
22:02:16,41.5493746439618;18.379238681793307;1145.972154833478,1146.8724107770279,2;2;2,4.15493746439618e-05;1.837923868179331e-05;0.001145972154833478,43.11642;5.88249 
22:02:20,858.2433589140575;299.06696185429917;754.890536467256,1181.4746856537663,47;47;47,0.0008582433589140575;0.0002990669618542992;0.0007548905364672561,43.11642;5.88249 
22:02:23,1158.6844927628836;983.1196801916757;1229.3826491292136,1954.5986179595357,36;36;36,0.0011586844927628838;0.0009831196801916757;0.0012293826491292137,43.11642;5.88249 
22:02:27,451.48096665382377;1302.8241615645093;302.05223204932173,1411.5315831014605,19;19;19,0.00045148096665382375;0.0013028241615645093;0.00030205223204932173,43.11642;5.88249 
22:02:30,138.54633987108923;360.78499152501433;202.78638665519466,436.44383030815106,19;19;19,0.00013854633987108925;0.0003607849915250144;0.00020278638665519467,43.11642;5.88249 
22:02:34,135.26179446856187;135.55483477592463;447.845396372486,487.06915866847163,16;16;16,0.00013526179446856187;0.00013555483477592465;0.000447845396372486,43.11642;5.88249 
22:02:37,43.584446055094375;62.07840689977018;125.32648106892808,146.49252335277475,17;17;17,4.358444605509438e-05;6.207840689977018e-05;0.0001253264810689281,43.11642;5.88249 
22:02:40,853.7797938919066;758.1806932799022;1250.8787143993504,1693.6574205717848,30;30;30,0.0008537797938919067;0.0007581806932799022;0.0012508787143993506,43.11642;5.88249 
22:02:44,345.85240564982126;786.4946218713126;284.60012302082305,905.088341958803,22;22;22,0.0003458524056498213;0.0007864946218713126;0.00028460012302082305,43.11642;5.88249 
22:02:47,331.55203865051277;814.3041470400494;70.51485030176252,882.0376082305185,22;22;22,0.0003315520386505128;0.0008143041470400495;7.051485030176252e-05,43.11642;5.88249 
22:02:51,158.39452102979007;542.3247089163458;330.40855796176413,654.5034219680049,14;14;14,0.00015839452102979007;0.0005423247089163458;0.00033040855796176417,43.11642;5.88249 
22:02:54,37.729874807993696;27.172318372726345;4.995402005512517,46.7635796317215,54;54;54,3.7729874807993695e-05;2.7172318372726345e-05;4.995402005512517e-06,43.11642;5.88249 
22:02:58,399.96198665936777;532.4224404875438;542.7000499057594,859.0498181566271,28;28;28,0.00039996198665936776;0.0005324224404875439;0.0005427000499057594,43.11642;5.88249 
22:03:01,324.33950614929233;1511.3341865634916;2281.5526015758624,2755.8681776315575,7;7;7,0.0003243395061492924;0.0015113341865634917;0.0022815526015758625,43.11642;5.88249 
22:03:05,473.18153664906816;2329.853126109441;1064.6210480594664,2604.9058201475814,10;10;10,0.00047318153664906816;0.0023298531261094413;0.0010646210480594665,43.11642;5.88249 
22:03:08,218.05877458890293;1891.7653484821321;414.8902081044437,1948.963736880162,6;6;6,0.00021805877458890295;0.0018917653484821322;0.0004148902081044437,43.11642;5.88249 
22:03:11,485.4561845874784;1595.8407763067876;123.56636875471771,1672.6159565079215,17;17;17,0.00048545618458747844;0.0015958407763067878;0.0001235663687547177,43.11642;5.88249 
22:03:15,106.25703893979379;1723.1100522645313;1121.3262180042173,2058.5847803097568,3;3;3,0.0001062570389397938;0.0017231100522645314;0.0011213262180042173,43.11642;5.88249 
22:03:18,452.5789325714117;1177.8343651040395;1732.7186568959316,2143.4634183448884,12;12;12,0.0004525789325714117;0.0011778343651040394;0.0017327186568959316,43.11642;5.88249 
22:03:22,270.839074885051;457.561241286596;465.34426715214573,706.5843056449021,23;23;23,0.000270839074885051;0.000457561241286596;0.00046534426715214575,43.11642;5.88249 
22:03:25,728.3298617998763;2086.1564420763652;90.09243679367707,2211.4768223007827,19;19;19,0.0007283298617998764;0.002086156442076365;9.009243679367706e-05,43.11642;5.88249 
22:03:29,653.9892767620086;2271.200173355738;1019.5988340282086,2574.0306882246978,15;15;15,0.0006539892767620086;0.0022712001733557383;0.0010195988340282085,43.11642;5.88249 
22:03:32,277.6825012969973;2455.092942066192;664.9040929762808,2558.649327001728,6;6;6,0.00027768250129699736;0.002455092942066192;0.0006649040929762809,43.11642;5.88249 
22:03:36,497.0319002183281;3520.6423667589816;1133.0546886889135,3731.7256480096253,8;8;8,0.0004970319002183282;0.0035206423667589817;0.0011330546886889135,43.11642;5.88249 
22:03:39,645.6295226319634;3038.619741687774;294.62334851264416,3120.392656791362,12;12;12,0.0006456295226319634;0.003038619741687774;0.0002946233485126442,43.11642;5.88249 
22:03:42,231.45508106549562;736.2332212384548;91.54579202017032,777.1688636601359,17;17;17,0.0002314550810654956;0.0007362332212384548;9.154579202017033e-05,43.11662333333334;5.882541666666667 
22:03:46,121.64976044654824;487.6165774917605;840.6110612710336,979.3852904718826,7;7;7,0.00012164976044654825;0.00048761657749176054;0.0008406110612710336,43.116615;5.882546666666667 
22:03:49,146.52015368143694;2677.292937339147;1801.4752653535063,3230.275338023277,3;3;3,0.00014652015368143696;0.0026772929373391472;0.0018014752653535064,43.11660833333334;5.882549999999999 
22:03:53,357.4087930901845;1296.8542446645104;760.6253976313333,1545.355290153162,13;13;13,0.0003574087930901845;0.0012968542446645105;0.0007606253976313334,43.11660666666667;5.882555 
22:03:56,3357.0566678587593;921.4509062321979;1576.6534945646847,3821.6145129688484,61;61;61,0.0033570566678587594;0.000921450906232198;0.001576653494564685,43.116605;5.882556666666666 
22:04:00,35.796432269413785;8.013717171351079;4.6038502756662325,36.970253765451595,76;76;76,3.579643226941379e-05;8.01371717135108e-06;4.603850275666232e-06,43.11660333333332;5.882555 
22:04:03,2.724651368458897;1.573065309524533;8.198270215947545,8.781223951213581,18;18;18,2.7246513684588967e-06;1.5730653095245333e-06;8.198270215947545e-06,43.1166;5.882558333333333 
22:04:07,15.803601427077929;6.031642411549885;11.755280755306075,20.599057111499455,50;50;50,1.580360142707793e-05;6.031642411549885e-06;1.1755280755306075e-05,43.11659666666666;5.882553333333334 
22:04:10,81.18151748975119;205.90071928342175;157.05588796613767,271.38919825262246,17;17;17,8.11815174897512e-05;0.00020590071928342177;0.00015705588796613768,43.11659666666666;5.882553333333334 
22:04:13,132.0963356590275;76.54524573326108;256.9527052561398,298.88678337684394,26;26;26,0.00013209633565902749;7.654524573326108e-05;0.0002569527052561398,43.11659666666666;5.882553333333334 
22:04:17,56.03055374781229;14.599642206827797;78.536672843315,97.57346712683608,35;35;35,5.60305537478123e-05;1.4599642206827798e-05;7.853667284331501e-05,43.11659666666666;5.882553333333334 
22:04:20,262.5036368656151;258.6467276287078;303.02238251367265,477.1046566372794,33;33;33,0.00026250363686561507;0.00025864672762870785;0.00030302238251367266,43.11659666666666;5.882553333333334 
22:04:24,0.6534175364178441;3.5701038297017513;79.22625280064821,79.30934200120417,0;0;0,6.53417536417844e-07;3.5701038297017517e-06;7.922625280064822e-05,43.11659666666666;5.882553333333334 
22:04:27,77.48609216690066;37.916298322677605;254.0129498322834,268.261661145028,17;17;17,7.748609216690067e-05;3.791629832267761e-05;0.0002540129498322834,43.11659666666666;5.882553333333334 
22:04:31,14.290391159057503;116.11940400759374;11.746551895134516,117.58364149822344,7;7;7,1.4290391159057504e-05;0.00011611940400759374;1.1746551895134516e-05,43.11659666666666;5.882553333333334 
22:04:34,13.604552141825433;51.217210826873796;75.26210328100369,92.04711138403286,9;9;9,1.3604552141825434e-05;5.1217210826873796e-05;7.526210328100369e-05,43.11659666666666;5.882553333333334 
22:04:38,8.325462179183452;4.461694552103709;17.63728556320565,20.007345671311537,25;25;25,8.325462179183452e-06;4.4616945521037096e-06;1.763728556320565e-05,43.11659666666666;5.882553333333334 
22:04:41,4.5976153755185045;9.652248932520534;12.115034494366128,16.157909437678782,17;17;17,4.597615375518505e-06;9.652248932520534e-06;1.211503449436613e-05,43.11659666666666;5.882553333333334 
22:04:44,5.648819541931083;22.661991599400857;14.885824123981095,27.69589834828824,12;12;12,5.648819541931083e-06;2.266199159940086e-05;1.4885824123981095e-05,43.11659666666666;5.882553333333334 
22:04:48,0.7731276194252734;1.0119242954254506;13.774764916078652,13.83350518085788,3;3;3,7.731276194252734e-07;1.0119242954254506e-06;1.3774764916078652e-05,43.11659666666666;5.882553333333334 
22:04:51,282.7664388847351;324.6406518268585;380.09634778020285,574.3010058967085,30;30;30,0.00028276643888473514;0.00032464065182685856;0.00038009634778020287,43.11659666666666;5.882553333333334 
22:04:55,1136.7900173727662;1314.0033375453945;165.68374280292807,1745.3788750033607,41;41;41,0.0011367900173727664;0.0013140033375453946;0.00016568374280292807,43.11659666666666;5.882553333333334 
22:04:58,55.708832899729664;152.81615585962976;1508.8975875822523,1517.6390154995045,2;2;2,5.5708832899729664e-05;0.00015281615585962976;0.0015088975875822523,43.11659666666666;5.882553333333334 
22:05:02,1127.269948323568;849.162850325902;1597.6370510419288,2131.7268187150485,32;32;32,0.0011272699483235683;0.000849162850325902;0.001597637051041929,43.11659666666666;5.882553333333334 
22:05:05,414.1008697446189;1737.7290226618445;1264.252575235375,2188.496346927227,11;11;11,0.0004141008697446189;0.0017377290226618445;0.0012642525752353752,43.11659666666666;5.882553333333334 
22:05:09,841.8754990228013;1116.7292261187233;1965.7187462202562,2412.4445505678154,20;20;20,0.0008418754990228012;0.0011167292261187235;0.0019657187462202566,43.11659666666666;5.882553333333334 
22:05:12,269.4879720211026;726.1289420445754;14.069052203490529,774.651499558818,20;20;20,0.00026948797202110266;0.0007261289420445754;1.4069052203490529e-05,43.11659666666666;5.882553333333334 
22:05:15,873.9490724086761;772.3831723467506;241.0131830056468,1190.9870278348665,47;47;47,0.0008739490724086761;0.0007723831723467506;0.00024101318300564681,43.11659666666666;5.882553333333334 
22:05:19,184.24815801938402;380.50099280039484;1753.588114700321,1803.8291674307322,6;6;6,0.000184248158019384;0.0003805009928003948;0.0017535881147003212,43.11659666666666;5.882553333333334 
22:05:22,179.5713594118753;307.68920528093946;462.5859473228271,583.870087286549,18;18;18,0.0001795713594118753;0.0003076892052809395;0.0004625859473228271,43.11659666666666;5.882553333333334 
22:05:26,314.17911285400396;1314.0943670876816;1250.0862585894533,1840.7249046176023,10;10;10,0.00031417911285400396;0.0013140943670876817;0.0012500862585894535,43.11659666666666;5.882553333333334 
22:05:29,575.037359568278;296.8068105475108;268.57705310819745,700.6396228753599,55;55;55,0.0005750373595682781;0.0002968068105475108;0.00026857705310819746,43.11659666666666;5.882553333333334 
22:05:33,255.6670688438409;398.6302119859064;27.219080123883188,474.3549033391774,33;33;33,0.0002556670688438409;0.0003986302119859064;2.721908012388319e-05,43.11659666666666;5.882553333333334 
22:05:36,129.98208101590512;133.28720158894853;683.0426645119729,707.9605222300562,11;11;11,0.00012998208101590514;0.00013328720158894852;0.0006830426645119729,43.11659666666666;5.882553333333334 
22:05:40,429.96245574315464;1583.794325714111;14.883953653960447,1641.1866778612582,15;15;15,0.0004299624557431547;0.001583794325714111;1.4883953653960447e-05,43.11659666666666;5.882553333333334 
22:05:43,210.0936896387738;816.0630123742421;129.21144735655508,852.5220212518452,14;14;14,0.0002100936896387738;0.0008160630123742422;0.0001292114473565551,43.11659666666666;5.882553333333334 
22:05:46,67.0557276948292;1374.604073108037;468.84703406017536,1453.9086524843685,3;3;3,6.70557276948292e-05;0.0013746040731080372;0.00046884703406017535,43.11659666666666;5.882553333333334 
22:05:50,146.79511277834567;465.2513671398163;799.9657471497806,936.9913747596516,9;9;9,0.00014679511277834568;0.0004652513671398163;0.0007999657471497806,43.11659666666666;5.882553333333334 
22:05:53,649.1684519608808;134.01730839729305;446.81975529674037,799.3924015743336,54;54;54,0.0006491684519608808;0.00013401730839729306;0.0004468197552967404,43.11659666666666;5.882553333333334 
22:05:57,0.2917933273311468;11.78832572619119;45.19055633545932,46.70370594161644,0;0;0,2.9179332733114684e-07;1.178832572619119e-05;4.519055633545932e-05,43.11659666666666;5.882553333333334 
22:06:00,1090.7533850860607;374.98061220169103;1040.5512160046744,1553.4156686903418,45;45;45,0.0010907533850860608;0.00037498061220169105;0.0010405512160046745,43.11659666666666;5.882553333333334 
22:06:04,709.8570996157323;4074.4723369344074;2139.206090059275,4656.331670109559,9;9;9,0.0007098570996157323;0.0040744723369344074;0.0021392060900592754,43.11659666666666;5.882553333333334 
22:06:07,500.825213473638;1133.02787861824;669.0902049414013,1407.927473460757,21;21;21,0.000500825213473638;0.0011330278786182402;0.0006690902049414014,43.11659666666666;5.882553333333334 
22:06:11,983.5554997126261;3465.387434590656;1418.1935070832612,3871.377573470054,15;15;15,0.0009835554997126262;0.0034653874345906563;0.0014181935070832613,43.11659666666666;5.882553333333334 
22:06:14,124.70423803329547;3001.385541442234;349.72801958720015,3024.264539197314,2;2;2,0.00012470423803329547;0.003001385541442234;0.0003497280195872002,43.11659666666666;5.882553333333334 
22:06:18,964.4000159613283;215.08535070419242;124.02276344617746,995.846747610586,76;76;76,0.0009644000159613284;0.00021508535070419244;0.00012402276344617748,43.11659666666666;5.882553333333334 
22:06:21,1014.7430937862393;2810.7821496931715;303.84476584435663,3003.7512348980645,20;20;20,0.0010147430937862394;0.002810782149693172;0.0003038447658443567,43.11659666666666;5.882553333333334 
22:06:24,401.2875264326732;3597.536766901016;826.584406388589,3713.0235993001506,6;6;6,0.0004012875264326732;0.0035975367669010164;0.000826584406388589,43.11659666666666;5.882553333333334 
22:06:28,412.01778960228035;2989.8765392430605;1581.755513362875,3407.502147162737,7;7;7,0.00041201778960228035;0.0029898765392430606;0.0015817555133628752,43.11659666666666;5.882553333333334 
22:06:31,237.25166774113993;1170.4877822494502;46.88894313810543,1195.210682360979,11;11;11,0.00023725166774113992;0.0011704877822494501;4.688894313810543e-05,43.11659666666666;5.882553333333334 
22:06:35,571.9760235913598;3045.9713124624886;3080.3287297757665,4369.613586049666,8;8;8,0.0005719760235913599;0.003045971312462489;0.0030803287297757665,43.11659666666666;5.882553333333334 
22:06:38,218.3480739561718;4130.850174620945;869.650108750676,4227.042743835969,3;3;3,0.0002183480739561718;0.0041308501746209455;0.000869650108750676,43.11659666666666;5.882553333333334 
22:06:42,1307.547721923192;310.37270630836457;17.90788022993617,1343.9988668529588,77;77;77,0.001307547721923192;0.00031037270630836455;1.7907880229936167e-05,43.11659666666666;5.882553333333334 
22:06:45,255.54361782074042;1892.7267700862888;178.40605657258735,1918.2142445076277,8;8;8,0.0002555436178207404;0.001892726770086289;0.00017840605657258734,43.11659666666666;5.882553333333334 
22:06:49,100.48726233482347;1116.5845764350888;1021.0341080442937,1516.3671903645504,4;4;4,0.00010048726233482348;0.0011165845764350888;0.0010210341080442937,43.11659666666666;5.882553333333334 
22:06:52,194.71717887242596;216.2936743545534;779.6985807005292,832.2425187769785,14;14;14,0.00019471717887242597;0.0002162936743545534;0.0007796985807005292,43.11659666666666;5.882553333333334 
22:06:56,1029.3857568041485;466.74587270736697;1895.2980429108682,2206.7264029467674,28;28;28,0.0010293857568041485;0.000466745872707367;0.0018952980429108681,43.11659666666666;5.882553333333334 
22:06:59,98.38360702196775;28.088225205739324;23.89338438034727,105.06748470867824,69;69;69,9.838360702196775e-05;2.8088225205739324e-05;2.389338438034727e-05,43.11659666666666;5.882553333333334 
22:07:03,5.671888672510617;2.6716547171274736;12.989167496394671,14.423124914189003,23;23;23,5.671888672510617e-06;2.6716547171274735e-06;1.2989167496394672e-05,43.11659666666666;5.882553333333334 
22:07:06,3.988465630213378;8.515003143946318;11.328813584670527,14.722606897592035,16;16;16,3.988465630213378e-06;8.51500314394632e-06;1.1328813584670527e-05,43.11659666666666;5.882553333333334 
22:07:10,65.50323755582191;298.0681308492024;78.03725734072131,315.00015601820525,12;12;12,6.550323755582191e-05;0.0002980681308492024;7.803725734072131e-05,43.11659666666666;5.882553333333334 
22:07:13,59.0619622039795;24.94147109667461;104.3447950617562,122.46725528209758,29;29;29,5.9061962203979494e-05;2.4941471096674614e-05;0.00010434479506175621,43.11659666666666;5.882553333333334 
22:07:17,3.674850152333653;42.88800770759585;87.27488541285844,97.31285296710028,2;2;2,3.6748501523336532e-06;4.2888007707595846e-05;8.727488541285845e-05,43.11659666666666;5.882553333333334 
22:07:20,157.15626985867775;153.28377337137852;69.7510750325403,230.34587212072358,43;43;43,0.00015715626985867776;0.00015328377337137854;6.97510750325403e-05,43.11659666666666;5.882553333333334 
22:07:23,102.25360954920487;210.09556010882056;145.2582098897217,275.1288654133672,22;22;22,0.00010225360954920488;0.00021009556010882058;0.0001452582098897217,43.11659666666666;5.882553333333334 
22:07:27,107.82636330922429;144.6839755853017;245.93189573922734,305.02864579831055,21;21;21,0.00010782636330922429;0.00014468397558530172;0.0002459318957392274,43.11659666666666;5.882553333333334 
22:07:30,32.37596604347229;25.432157739003564;110.11145421661261,117.55649779662035,16;16;16,3.237596604347229e-05;2.5432157739003564e-05;0.00011011145421661262,43.11659666666666;5.882553333333334 
22:07:34,102.85028949419636;64.2911729653676;128.64594191232825,176.80869701689718,36;36;36,0.00010285028949419636;6.42911729653676e-05;0.00012864594191232826,43.11659666666666;5.882553333333334 
22:07:37,13.611410531996992;6.718104918797683;16.87101633392807,22.694374248042177,37;37;37,1.3611410531996993e-05;6.718104918797683e-06;1.6871016333928068e-05,43.11659666666666;5.882553333333334 
22:07:41,14.38391466140676;13.100148719151663;14.610241537102553,24.330434752034336,36;36;36,1.438391466140676e-05;1.3100148719151665e-05;1.4610241537102553e-05,43.11659666666666;5.882553333333334 
22:07:44,6.128283363977638;4.544618724187134;7.3297486241212795,10.57991640941672,35;35;35,6.128283363977638e-06;4.544618724187134e-06;7.3297486241212795e-06,43.11659666666666;5.882553333333334 
22:07:48,4.540877784093511;9.389759635925419;24.720132141169415,26.83043216475287,10;10;10,4.5408777840935115e-06;9.389759635925419e-06;2.4720132141169416e-05,43.11659666666666;5.882553333333334 
22:07:51,94.11893531481374;98.17536135673521;215.7375212605732,255.02833889976992,22;22;22,9.411893531481374e-05;9.817536135673521e-05;0.00021573752126057322,43.11659666666666;5.882553333333334 
22:07:54,360.5437008889514;188.5583444976806;225.763240712487,465.3117776151943,51;51;51,0.0003605437008889514;0.00018855834449768062;0.00022576324071248703,43.11659666666666;5.882553333333334 
22:07:58,121.86548799196869;726.0541232426959;445.6731571578931,860.5988322396938,8;8;8,0.00012186548799196869;0.000726054123242696;0.00044567315715789314,43.11659666666666;5.882553333333334 
22:08:01,536.6228927230833;1601.8343858273824;1282.4447669124534,2120.9672578318164,15;15;15,0.0005366228927230833;0.0016018343858273825;0.0012824447669124535,43.11659666666666;5.882553333333334 
22:08:05,588.2241733996073;668.0383772850038;271.55671189308174,930.605179155701,39;39;39,0.0005882241733996073;0.0006680383772850038;0.00027155671189308176,43.11659666666666;5.882553333333334 
22:08:08,117.14130414326928;801.1958929506936;635.4734937667886,1029.302436263324,7;7;7,0.0001171413041432693;0.0008011958929506936;0.0006354734937667886,43.11659666666666;5.882553333333334 
22:08:12,77.48546867688472;1022.4007981586451;504.9209193865405,1142.9140495967579,4;4;4,7.748546867688472e-05;0.0010224007981586452;0.0005049209193865405,43.11659666666666;5.882553333333334 
22:08:15,311.94390114784295;1160.8904004383082;1052.4860618845473,1597.7178817783802,11;11;11,0.000311943901147843;0.0011608904004383083;0.0010524860618845472,43.11659666666666;5.882553333333334 
22:08:19,564.2559702173882;2709.913934958776;953.3461614736218,2927.6077671720664,11;11;11,0.0005642559702173881;0.002709913934958776;0.0009533461614736219,43.11659666666666;5.882553333333334 
22:08:22,310.63581909497583;2414.99941660881;490.34434631028387,2483.7782453923214,7;7;7,0.00031063581909497584;0.00241499941660881;0.0004903443463102839,43.11659666666666;5.882553333333334 
22:08:26,23.493727280299805;423.81920861879973;284.6531196721394,511.0793239359895,3;3;3,2.3493727280299806e-05;0.00042381920861879973;0.00028465311967213944,43.11659666666666;5.882553333333334 
22:08:29,1023.0548391850789;1668.1836993344623;1192.6777919070073,2291.715159877727,27;27;27,0.0010230548391850789;0.0016681836993344623;0.0011926777919070073,43.11659666666666;5.882553333333334 
22:08:32,337.74765893618263;142.83595117886853;890.5158256149406,963.0649125249571,21;21;21,0.00033774765893618264;0.00014283595117886854;0.0008905158256149406,43.11659666666666;5.882553333333334 
22:08:36,830.7723888238271;240.01684596061705;629.1089076868755,1069.3777939100403,51;51;51,0.0008307723888238271;0.00024001684596061708;0.0006291089076868755,43.11659666666666;5.882553333333334 
22:08:39,165.3751152451838;1611.631284443537;975.3852865473291,1891.0528239455655,5;5;5,0.0001653751152451838;0.001611631284443537;0.0009753852865473292,43.11659666666666;5.882553333333334 
22:08:43,175.3291333452865;20.055803333918128;937.715890270887,954.1769391017058,11;11;11,0.0001753291333452865;2.005580333391813e-05;0.0009377158902708871,43.11659666666666;5.882553333333334 
22:08:46,421.10266262054404;373.79411070187837;473.7981682745751,735.8900691827976,35;35;35,0.000421102662620544;0.00037379411070187843;0.0004737981682745751,43.11659666666666;5.882553333333334 
22:08:50,99.93796763102203;35.820124890009495;230.9625239531492,254.19356048524145,23;23;23,9.993796763102204e-05;3.58201248900095e-05;0.0002309625239531492,43.11659666666666;5.882553333333334 
22:08:53,366.4200942866009;2121.98716629664;597.5578189341153,2234.763648888612,9;9;9,0.0003664200942866009;0.00212198716629664;0.0005975578189341153,43.11659666666666;5.882553333333334 
22:08:57,54.18190585136465;6.642662626902336;10.762061160411562,55.63834872532997,77;77;77,5.418190585136465e-05;6.642662626902336e-06;1.0762061160411562e-05,43.11659666666666;5.882553333333334 
22:09:00,972.1531143061318;1531.6107053629555;1223.5916738637177,2188.170380657351,26;26;26,0.0009721531143061318;0.0015316107053629556;0.0012235916738637179,43.11659666666666;5.882553333333334 
