Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
22:39:53,230.02417147954247;287.1901005458831;222.6289564037529,430.06153692911033,32;32;32,0.00023002417147954249;0.00028719010054588314;0.0002226289564037529,43.11659666666666;5.882553333333334 
22:39:57,19.362482436498073;31.324138387044286;101.42561480840051,107.90395132272234,10;10;10,1.9362482436498074e-05;3.132413838704429e-05;0.00010142561480840052,43.11659666666666;5.882553333333334 
22:40:00,64.02681319872525;56.53807462056476;164.60448158579055,185.4470869232296,20;20;20,6.402681319872525e-05;5.653807462056476e-05;0.00016460448158579056,43.11659666666666;5.882553333333334 
22:40:04,66.38796988805117;96.69332558949786;49.63915759721971,127.36172001969449,31;31;31,6.638796988805118e-05;9.669332558949787e-05;4.963915759721971e-05,43.11659666666666;5.882553333333334 
22:40:07,78.51796814282713;83.61375204086303;70.1120757516076,134.4322655385533,36;36;36,7.851796814282713e-05;8.361375204086304e-05;7.01120757516076e-05,43.11659666666666;5.882553333333334 
22:40:11,19.237784433365324;38.22741984049482;0.11222820278966594,42.79533353924924,27;27;27,1.9237784433365322e-05;3.822741984049482e-05;1.1222820278966594e-07,43.11659666666666;5.882553333333334 
22:40:14,5.487959117889823;150.84904486020412;180.77095420199285,235.50730331268815,1;1;1,5.487959117889824e-06;0.0001508490448602041;0.00018077095420199286,43.11659666666666;5.882553333333334 
22:40:18,58.90359574000034;39.68139855702718;64.18517966272752,95.72870139555657,38;38;38,5.890359574000034e-05;3.968139855702718e-05;6.418517966272752e-05,43.11659666666666;5.882553333333334 
22:40:21,127.57665653546596;6.549139124552404;226.95098919231427,260.43318915109677,29;29;29,0.00012757665653546595;6.549139124552405e-06;0.00022695098919231428,43.11659666666666;5.882553333333334 
22:40:25,39.4101804002123;232.8448403104147;249.74765463511517,343.72048669536787,7;7;7,3.9410180400212296e-05;0.00023284484031041468;0.0002497476546351152,43.11659666666666;5.882553333333334 
22:40:28,19.57197508176167;124.39374000549317;79.62653339070336,148.98741416970807,8;8;8,1.957197508176167e-05;0.00012439374000549318;7.962653339070336e-05,43.11659666666666;5.882553333333334 
22:40:32,5.941236359278235;4.749123449325501;187.74094908715534,187.89496115425658,2;2;2,5.9412363592782345e-06;4.749123449325502e-06;0.00018774094908715537,43.11659666666666;5.882553333333334 
22:40:35,66.51204440116915;134.16320506095883;125.0533924420889,195.0947682638545,20;20;20,6.651204440116915e-05;0.00013416320506095882;0.00012505339244208891,43.11659666666666;5.882553333333334 
22:40:39,81.77695045471248;64.34791055679318;4.45109522182463,104.15342273478728,52;52;52,8.177695045471248e-05;6.434791055679319e-05;4.451095221824631e-06,43.11659666666666;5.882553333333334 
22:40:42,102.11020684560188;164.2815137577057;126.23802347182611,230.97824285990265,26;26;26,0.00010211020684560188;0.00016428151375770574;0.0001262380234718261,43.11659666666666;5.882553333333334 
22:40:46,83.6249748611452;18.36427492141721;53.55903932571948,100.98986933059437,56;56;56,8.36249748611452e-05;1.836427492141721e-05;5.3559039325719486e-05,43.11659666666666;5.882553333333334 
22:40:50,51.01332959175014;58.472764139175375;67.25212704975725,102.68530827157727,30;30;30,5.101332959175015e-05;5.8472764139175376e-05;6.725212704975726e-05,43.11659666666666;5.882553333333334 
22:40:53,2.01387275059961;60.073886499404956;27.93359968186593,66.28132100211745,2;2;2,2.0138727505996103e-06;6.007388649940496e-05;2.7933599681865927e-05,43.11659666666666;5.882553333333334 
22:40:57,9.713350954055732;101.41189802805583;41.03187793096019,109.82867228074218,5;5;5,9.713350954055734e-06;0.00010141189802805584;4.103187793096019e-05,43.11659666666666;5.882553333333334 
22:41:00,18.435352783203353;68.78279503822327;67.43106868426096,98.07081191370303,11;11;11,1.843535278320335e-05;6.878279503822326e-05;6.743106868426097e-05,43.11659666666666;5.882553333333334 
22:41:04,15.555452400842885;142.8546558793386;157.45429808615262,213.16960569368734,4;4;4,1.5555452400842885e-05;0.0001428546558793386;0.00015745429808615265,43.11659666666666;5.882553333333334 
22:41:07,141.91505642573026;207.37901411056515;268.1848778883662,367.5174383097842,23;23;23,0.00014191505642573027;0.00020737901411056517;0.0002681848778883662,43.11659666666666;5.882553333333334 
22:41:11,41.43091154098425;21.372614247004172;96.96017931619849,107.58524733390482,23;23;23,4.143091154098425e-05;2.1372614247004173e-05;9.69601793161985e-05,43.11659666666666;5.882553333333334 
22:41:14,133.5390915552768;94.42693938255312;106.97405245782221,195.4292295277599,43;43;43,0.0001335390915552768;9.442693938255312e-05;0.00010697405245782221,43.11659666666666;5.882553333333334 
22:41:18,103.28548552513139;39.53238444328309;5.154391959502291,110.71254985956126,69;69;69,0.0001032854855251314;3.9532384443283096e-05;5.154391959502292e-06,43.11659666666666;5.882553333333334 
22:41:21,161.86299598693842;36.13623432795207;196.3862616443688,257.0467285610202,39;39;39,0.00016186299598693843;3.613623432795207e-05;0.00019638626164436882,43.11659666666666;5.882553333333334 
22:41:25,282.7115717633566;5.973034350077331;273.8386853504089,393.6357904747674,46;46;46,0.0002827115717633566;5.973034350077331e-06;0.00027383868535040895,43.11659666666666;5.882553333333334 
22:41:28,10.35616916020729;98.2863425795237;185.91474683124966,210.5510590490154,3;3;3,1.0356169160207291e-05;9.828634257952371e-05;0.00018591474683124967,43.11659666666666;5.882553333333334 
22:41:32,24.7394603315986;141.98488730748494;47.78739225069906,151.83999466326424,9;9;9,2.4739460331598603e-05;0.00014198488730748492;4.778739225069906e-05,43.11659666666666;5.882553333333334 
22:41:35,87.37589079538932;54.51734347979228;6.228041766476622,103.17691377738737,58;58;58,8.737589079538933e-05;5.4517343479792284e-05;6.228041766476622e-06,43.11659666666666;5.882553333333334 
22:41:39,110.63144488970455;69.36264075279233;49.59052537600961,139.6771732877399,52;52;52,0.00011063144488970456;6.936264075279233e-05;4.959052537600961e-05,43.11659666666666;5.882553333333334 
22:41:42,1.0985894076032676;51.575094095865836;8.0205755615399,52.20657872358889,1;1;1,1.0985894076032676e-06;5.157509409586584e-05;8.0205755615399e-06,43.11659666666666;5.882553333333334 
22:41:46,37.222353935241756;13.199907121658324;95.03234818777884,102.91204197072393,21;21;21,3.722235393524176e-05;1.3199907121658325e-05;9.503234818777884e-05,43.11659666666666;5.882553333333334 
22:41:50,66.21339268366539;225.78630984306338;58.36614734647938,242.425820075544,16;16;16,6.62133926836654e-05;0.00022578630984306338;5.836614734647938e-05,43.11659666666666;5.882553333333334 
22:41:53,264.2113760185238;69.36388773282367;457.32369159061113,532.6949962493339,30;30;30,0.00026421137601852386;6.936388773282367e-05;0.00045732369159061115,43.11659666666666;5.882553333333334 
22:41:57,91.6418094825745;22.62957011858619;138.6554506238511,167.73685545131607,33;33;33,9.16418094825745e-05;2.262957011858619e-05;0.0001386554506238511,43.11659666666666;5.882553333333334 
22:42:00,195.7933226394652;135.10031055450443;222.85777723948996,325.96427408268437,37;37;37,0.0001957933226394652;0.00013510031055450445;0.00022285777723948997,43.11659666666666;5.882553333333334 
22:42:04,84.27402796745262;18.040683603286777;19.576963001906478,88.37893151148018,73;73;73,8.427402796745264e-05;1.8040683603286777e-05;1.957696300190648e-05,43.11659666666666;5.882553333333334 
22:42:07,38.13264935811378;134.57346149126687;122.80882838564544,186.13469266707176,12;12;12,3.813264935811378e-05;0.00013457346149126686;0.00012280882838564545,43.11659666666666;5.882553333333334 
22:42:11,51.08814839363135;35.563870493570974;117.23358066556067,132.73469865277016,23;23;23,5.108814839363135e-05;3.5563870493570975e-05;0.00011723358066556067,43.11659666666666;5.882553333333334 
22:42:14,1.5418908087410643;155.983485139211;196.17614550909224,250.6358017727018,0;0;0,1.5418908087410644e-06;0.000155983485139211;0.00019617614550909224,43.11659666666666;5.882553333333334 
22:42:18,38.88208435694357;29.041541439692207;88.52997081440428,100.95931529845629,23;23;23,3.8882084356943575e-05;2.9041541439692206e-05;8.852997081440428e-05,43.11659666666666;5.882553333333334 
22:42:21,19.18977570215827;28.183619178136148;101.2984228452023,106.88280662671032,10;10;10,1.9189775702158267e-05;2.818361917813615e-05;0.0001012984228452023,43.11659666666666;5.882553333333334 
22:42:25,27.498403650919045;267.8581691201527;362.0924500878822,451.2373027337109,3;3;3,2.7498403650919045e-05;0.0002678581691201527;0.0003620924500878822,43.11659666666666;5.882553333333334 
22:42:28,120.15774883906121;37.5839781443278;118.15385192868355,172.657964614464,44;44;44,0.00012015774883906122;3.7583978144327805e-05;0.00011815385192868356,43.11659666666666;5.882553333333334 
22:42:32,4.606967725754362;19.629959653218247;16.723249200209622,26.195925855472836,10;10;10,4.606967725754363e-06;1.9629959653218248e-05;1.6723249200209624e-05,43.11659666666666;5.882553333333334 
22:42:35,11.834463987350663;7.304809023539388;1.3604552142076898,13.973747211401353,58;58;58,1.1834463987350664e-05;7.304809023539388e-06;1.3604552142076898e-06,43.11659666666666;5.882553333333334 
22:42:39,882.2714171377817;462.5591372521719;467.98350038846695,1100.6236257638782,53;53;53,0.0008822714171377817;0.00046255913725217195;0.000467983500388467,43.11659666666666;5.882553333333334 
22:42:42,163.05074446678202;107.57322636286398;1335.698919620528,1349.9070887200842,7;7;7,0.00016305074446678204;0.00010757322636286398;0.0013356989196205281,43.11659666666666;5.882553333333334 
22:42:46,647.8609933980301;468.16119504292783;449.4882925637676,917.026987859461,45;45;45,0.0006478609933980302;0.00046816119504292786;0.0004494882925637676,43.11659666666666;5.882553333333334 
22:42:49,513.3567392985019;1068.2029981994626;618.8899063301054,1337.0181387336515,23;23;23,0.0005133567392985019;0.0010682029981994628;0.0006188899063301054,43.11659666666666;5.882553333333334 
22:42:53,677.4649228318536;232.77500942865984;1262.7038260364536,1451.745115014747,28;28;28,0.0006774649228318537;0.00023277500942865985;0.0012627038260364537,43.11659666666666;5.882553333333334 
22:42:56,1090.9479139709476;522.5151841386155;4378.957427024812,4542.956924333395,14;14;14,0.0010909479139709476;0.0005225151841386156;0.004378957427024812,43.11659666666666;5.882553333333334 
22:43:00,166.82784698168447;85.00600524584479;632.7544538084649,659.8755566550784,15;15;15,0.0001668278469816845;8.50060052458448e-05;0.0006327544538084649,43.11659666666666;5.882553333333334 
22:43:03,551.0666624259948;2053.779229052861;2682.0938104597562,3422.763619684074,9;9;9,0.0005510666624259948;0.0020537792290528612;0.002682093810459756,43.11659666666666;5.882553333333334 
22:43:07,87.82605058670003;328.49194965362506;87.39272502582196,351.0809942681835,14;14;14,8.782605058670004e-05;0.00032849194965362503;8.739272502582196e-05,43.11659666666666;5.882553333333334 
22:43:10,238.79605250994385;650.6779212888082;92.61071296689671,699.2725191964098,20;20;20,0.00023879605250994384;0.0006506779212888082;9.261071296689671e-05,43.11659666666666;5.882553333333334 
22:43:14,129.02564733187353;1327.2749460188547;1890.267725464506,2313.3133108015263,3;3;3,0.00012902564733187352;0.0013272749460188549;0.001890267725464506,43.11659666666666;5.882553333333334 
22:43:17,8.173330615361435;963.8706729380287;751.7294420877718,1222.3790866932193,0;0;0,8.173330615361436e-06;0.0009638706729380288;0.0007517294420877718,43.11659666666666;5.882553333333334 
22:43:21,103.86782519976356;861.934419806798;977.4477915191628,1307.3345609694172,5;5;5,0.00010386782519976357;0.0008619344198067981;0.000977447791519163,43.11659666666666;5.882553333333334 
22:43:24,43.00771779060325;1429.6227025604242;1679.58359078089,2206.0534385835163,1;1;1,4.300771779060325e-05;0.0014296227025604243;0.00167958359078089,43.11659666666666;5.882553333333334 
22:43:28,1098.558233102162;1896.2463712247206;4022.993883790971,4581.16363830403,14;14;14,0.001098558233102162;0.0018962463712247208;0.004022993883790971,43.11659666666666;5.882553333333334 
22:43:31,582.3621202723174;1510.4164092604321;422.0622137546357,1672.9135903479028,20;20;20,0.0005823621202723174;0.0015104164092604323;0.0004220622137546357,43.11659666666666;5.882553333333334 
22:43:35,565.7910026359556;287.75747646013895;634.3512117385934,897.3991774883289,39;39;39,0.0005657910026359556;0.00028775747646013895;0.0006343512117385935,43.11659666666666;5.882553333333334 
22:43:38,493.2616560935966;1382.9794144884745;755.5240023231473,1651.2890844299395,17;17;17,0.0004932616560935966;0.0013829794144884747;0.0007555240023231474,43.11659666666666;5.882553333333334 
22:43:42,382.4493990993501;21.32647598584484;121.6248208459163,401.8892366003723,72;72;72,0.0003824493990993501;2.132647598584484e-05;0.0001216248208459163,43.11659666666666;5.882553333333334 
22:43:46,235.76464405377735;1292.2410420386;1113.5232404581714,1722.0353902156824,8;8;8,0.00023576464405377734;0.0012922410420386;0.0011135232404581713,43.11659666666666;5.882553333333334 
22:43:49,392.0099949995676;2385.3998516050965;77.49232706707332,2418.6379119189064,9;9;9,0.0003920099949995676;0.0023853998516050966;7.749232706707332e-05,43.11659666666666;5.882553333333334 
22:43:53,464.11412135124124;1306.3244345124565;1813.8839636452806,2282.99375369523,12;12;12,0.00046411412135124124;0.0013063244345124566;0.0018138839636452806,43.11659666666666;5.882553333333334 
22:43:56,1162.6536302026116;2315.21358054161;1049.724624605183,2795.335252675447,25;25;25,0.0011626536302026117;0.0023152135805416104;0.001049724624605183,43.11659666666666;5.882553333333334 
22:44:00,311.51743397712676;3208.556309887568;355.53208814299,3243.1897525569384,6;6;6,0.0003115174339771268;0.0032085563098875683;0.00035553208814299,43.11659666666666;5.882553333333334 
22:44:03,406.53606538454665;528.2095184516895;205.63199508668006,697.539522353137,36;36;36,0.00040653606538454667;0.0005282095184516895;0.00020563199508668006,43.11659666666666;5.882553333333334 
22:44:07,743.5635933526355;5689.942449404396;2027.4648329416855,6085.962992305231,7;7;7,0.0007435635933526356;0.0056899424494043956;0.0020274648329416858,43.11659666666666;5.882553333333334 
22:44:10,1027.5134162871045;312.6496918455756;2063.8386169656046,2326.5776340667485,26;26;26,0.0010275134162871045;0.00031264969184557564;0.0020638386169656046,43.11659666666666;5.882553333333334 
22:44:14,831.7681023788443;4773.11908606847;991.6378007857247,4945.487793319599,10;10;10,0.0008317681023788444;0.00477311908606847;0.0009916378007857247,43.11659666666666;5.882553333333334 
22:44:17,394.48587385177626;2771.5621337477364;1018.293245935455,2978.9422452626823,8;8;8,0.00039448587385177623;0.0027715621337477364;0.001018293245935455,43.11659666666666;5.882553333333334 
22:44:21,171.60939191182493;2447.0206168333684;3990.0673760636478,4683.801591456169,2;2;2,0.00017160939191182494;0.0024470206168333685;0.003990067376063648,43.11659666666666;5.882553333333334 
22:44:24,104.87600855509388;2079.516273409525;458.5120635604874,2132.0460175559024,3;3;3,0.00010487600855509388;0.002079516273409525;0.0004585120635604874,43.11659666666666;5.882553333333334 
22:44:28,419.372477827072;368.7781335258484;1040.1958266957597,1180.6260817044918,21;21;21,0.000419372477827072;0.00036877813352584836;0.0010401958266957599,43.11659666666666;5.882553333333334 
22:44:31,841.8948272132872;2776.2607545057936;1487.752547191029,3260.3402151878204,15;15;15,0.0008418948272132872;0.002776260754505794;0.001487752547191029,43.11659666666666;5.882553333333334 
22:44:35,708.1886403338116;1274.8943028227488;118.75801375389372,1463.2122537412422,29;29;29,0.0007081886403338116;0.0012748943028227488;0.00011875801375389373,43.11659666666666;5.882553333333334 
22:44:38,218.1061598300933;3498.2540872764584;440.7800075149897,3532.653248073916,4;4;4,0.00021810615983009334;0.0034982540872764588;0.0004407800075149897,43.11659666666666;5.882553333333334 
22:44:42,659.8513298892976;1964.5459615008037;1426.7284619077038,2516.0283616094857,15;15;15,0.0006598513298892977;0.0019645459615008037;0.0014267284619077039,43.11659666666666;5.882553333333334 
22:44:46,113.08363112131836;76.75099743843076;102.70314585052631,170.9577708177399,41;41;41,0.00011308363112131836;7.675099743843077e-05;0.00010270314585052631,43.11659666666666;5.882553333333334 
22:44:49,29.252904555003095;6.347128359477004;5.068973827349055,30.359725937138297,75;75;75,2.9252904555003095e-05;6.347128359477005e-06;5.068973827349055e-06,43.11659666666666;5.882553333333334 
22:44:53,6.234276666641614;4.416179780960372;8.299275598487199,11.280373436798993,34;34;34,6.234276666641615e-06;4.416179780960372e-06;8.299275598487199e-06,43.11659666666666;5.882553333333334 
22:44:56,64.79994081815022;216.1184736601513;120.33918443362168,255.7102780440757,15;15;15,6.479994081815022e-05;0.0002161184736601513;0.00012033918443362168,43.11659666666666;5.882553333333334 
22:45:00,20.113787905375435;221.16500184694928;31.025486669545188,224.23448291675754,5;5;5,2.0113787905375436e-05;0.0002211650018469493;3.102548666954519e-05,43.11659666666666;5.882553333333334 
22:45:03,144.28494197527593;39.5174206829071;164.15245132446188,222.09412035006332,41;41;41,0.00014428494197527594;3.9517420682907104e-05;0.0001641524513244619,43.11659666666666;5.882553333333334 
22:45:07,93.55467685063684;18.10053864479062;84.34074139910663,127.25355680533893,47;47;47,9.355467685063685e-05;1.8100538644790622e-05;8.434074139910664e-05,43.116611666666664;5.882431666666667 
22:45:10,73.99766552925091;1.8829398473103123;135.46318174362602,154.36798105291825,29;29;29,7.399766552925091e-05;1.8829398473103125e-06;0.00013546318174362604,43.11661000000001;5.882435 
22:45:14,67.85753585497511;51.08939537366222;85.39506301560351,120.44537466999098,34;34;34,6.785753585497512e-05;5.108939537366222e-05;8.539506301560351e-05,43.11660833333334;5.882438333333333 
22:45:17,31.15018467267405;109.32959773699447;216.7238824653417,244.72951635903252,7;7;7,3.1150184672674056e-05;0.00010932959773699449;0.0002167238824653417,43.11660666666667;5.882441666666667 
22:45:21,8.823630701701502;65.12290864626569;25.097343600625877,70.34718434392205,7;7;7,8.8236307017015e-06;6.512290864626568e-05;2.5097343600625878e-05,43.11660666666667;5.882441666666667 
22:45:24,12.053932472864847;7.5379942893978935;15.559193340925148,21.076222227611627,35;35;35,1.2053932472864848e-05;7.537994289397894e-06;1.555919334092515e-05,43.11660666666667;5.882441666666667 
22:45:28,7.677032562891039;16.45265453338654;25.361703367268618,31.190425900522396,14;14;14,7.67703256289104e-06;1.645265453338654e-05;2.5361703367268617e-05,43.11660666666667;5.882441666666667 
22:45:31,455.71508735021007;210.38049504597979;139.17419431685653,520.870089271929,61;61;61,0.0004557150873502101;0.00021038049504597977;0.00013917419431685654,43.11660666666667;5.882441666666667 
22:45:35,312.07109311103795;1395.1910899353022;289.3947612412813,1458.6623572383955,12;12;12,0.000312071093111038;0.001395191089935302;0.0002893947612412813,43.11660666666667;5.882441666666667 
22:45:38,828.7130013020834;397.87641255696605;384.0829429403865,996.2884046570331,56;56;56,0.0008287130013020834;0.00039787641255696604;0.00038408294294038647,43.11660666666667;5.882441666666667 
22:45:42,602.3624329948428;2431.5250194740292;1006.0946637789367,2699.5149367054996,13;13;13,0.0006023624329948428;0.002431525019474029;0.0010060946637789367,43.11660666666667;5.882441666666667 
22:45:45,267.1667186927798;1241.2058902962997;3.4803212674408,1269.6386219391018,12;12;12,0.0002671667186927798;0.0012412058902962998;3.4803212674408003e-06,43.11660666666667;5.882441666666667 
22:45:49,122.54945653915483;352.0131104946141;234.2121539147808,440.2123718156233,16;16;16,0.00012254945653915482;0.00035201311049461414;0.00023421215391478082,43.11660666666667;5.882441666666667 
22:45:52,317.27785823186247;432.7401037629442;192.5168826071353,570.0806844804787,34;34;34,0.0003172778582318625;0.00043274010376294423;0.00019251688260713532,43.11660666666667;5.882441666666667 
22:45:56,320.2731042671205;637.2491933314004;508.4847883160961,875.9099129860807,21;21;21,0.00032027310426712053;0.0006372491933314004;0.0005084847883160961,43.11660666666667;5.882441666666667 
22:45:59,442.03509291648913;923.9804052257542;1196.0926467227982,1574.7293202818023,16;16;16,0.00044203509291648914;0.0009239804052257542;0.0011960926467227983,43.11660666666667;5.882441666666667 
22:46:03,177.49513765970892;465.0512268447875;1070.4338454754775,1180.5108152923037,9;9;9,0.00017749513765970892;0.0004650512268447875;0.0010704338454754776,43.11660666666667;5.882441666666667 
22:46:06,21.873276729584724;1069.7031151771546;179.43668556849877,1084.8689870129049,1;1;1,2.1873276729584725e-05;0.0010697031151771547;0.0001794366855684988,43.11660666666667;5.882441666666667 
22:46:10,567.3328934446973;665.7707440980275;416.7787593618808,968.9281861605648,36;36;36,0.0005673328934446974;0.0006657707440980275;0.0004167787593618808,43.11660666666667;5.882441666666667 
22:46:13,61.94123909632299;1348.2229635651906;2865.5326784388376,3167.462613478832,1;1;1,6.194123909632299e-05;0.0013482229635651906;0.0028655326784388377,43.11660666666667;5.882441666666667 
22:46:17,319.79987534523036;1536.3348892116544;613.4780129941131,1684.9190260979951,11;11;11,0.0003197998753452304;0.0015363348892116545;0.0006134780129941131,43.11660666666667;5.882441666666667 
22:46:20,230.6470380051927;534.5672461414333;296.3092655149957,653.2682279262025,21;21;21,0.00023064703800519272;0.0005345672461414334;0.0002963092655149957,43.11660666666667;5.882441666666667 
22:46:24,34.295068311691296;1235.6456063365933;337.24886692364817,1281.3012972797285,2;2;2,3.4295068311691295e-05;0.0012356456063365932;0.0003372488669236482,43.11660666666667;5.882441666666667 
22:46:27,118.47120834668482;1455.4969147205359;39.83290663082961,1460.8536396295087,5;5;5,0.00011847120834668482;0.001455496914720536;3.9832906630829616e-05,43.11660666666667;5.882441666666667 
22:46:31,95.66519055366484;788.1001086616516;774.2605007839192,1108.9332410160412,5;5;5,9.566519055366485e-05;0.0007881001086616516;0.0007742605007839191,43.11660666666667;5.882441666666667 
22:46:34,337.7981616274516;97.71460223515831;242.55382683437608,427.18625961149735,52;52;52,0.0003377981616274516;9.771460223515831e-05;0.0002425538268343761,43.11660666666667;5.882441666666667 
22:46:38,231.5236649672192;192.58858395894356;417.42344803810386,514.7192487980062,27;27;27,0.0002315236649672192;0.00019258858395894359;0.0004174234480381039,43.11660666666667;5.882441666666667 
22:46:41,74.73400723775192;1865.319395977655;135.57790390649416,1871.732616822161,2;2;2,7.473400723775192e-05;0.001865319395977655;0.00013557790390649415,43.11660666666667;5.882441666666667 
22:46:45,639.1109345181785;3490.4486157703395;2178.3406878725773,4163.755813973119,9;9;9,0.0006391109345181786;0.0034904486157703394;0.0021783406878725774,43.11660666666667;5.882441666666667 
22:46:48,771.3600252310436;4301.210092541377;175.57915284156246,4373.354843551664,10;10;10,0.0007713600252310435;0.004301210092541377;0.00017557915284156247,43.11660666666667;5.882441666666667 
22:46:52,742.8222637240094;2900.342126013438;1765.8509163284198,3475.916975721677,12;12;12,0.0007428222637240094;0.0029003421260134377;0.0017658509163284198,43.11660666666667;5.882441666666667 
22:46:55,45.86704300244748;4515.4792948150625;984.4140454642094,4621.766768287268,1;1;1,4.586704300244748e-05;0.004515479294815063;0.0009844140454642095,43.11660666666667;5.882441666666667 
22:46:59,553.864885616302;2935.7488770230616;1159.9152620538239,3204.807513035115,10;10;10,0.000553864885616302;0.0029357488770230616;0.001159915262053824,43.11660666666667;5.882441666666667 
22:47:02,182.40200408299856;3768.0799908860517;321.8773440774303,3786.1989294594205,3;3;3,0.00018240200408299855;0.0037680799908860517;0.0003218773440774303,43.11660666666667;5.882441666666667 
22:47:06,1490.845681158701;416.8099338626861;198.50113977750183,1560.6902538585725,73;73;73,0.001490845681158701;0.0004168099338626861;0.00019850113977750184,43.11660666666667;5.882441666666667 
22:47:09,297.13227233568887;1627.8607295513154;363.15986499467635,1694.1379015952812,10;10;10,0.0002971322723356889;0.0016278607295513155;0.00036315986499467636,43.11660666666667;5.882441666666667 
22:47:13,187.32882218678904;93.878268168767;2687.205181608222,2695.362110165967,4;4;4,0.00018732882218678904;9.3878268168767e-05;0.002687205181608222,43.11660666666667;5.882441666666667 
22:47:17,1038.7000741481777;1042.6087330563862;255.88341987926987,1493.7895229415633,44;44;44,0.0010387000741481779;0.0010426087330563862;0.0002558834198792699,43.11660666666667;5.882441666666667 
22:47:20,594.729044733047;1225.297542546589;121.73330810863803,1367.4339847769124,26;26;26,0.000594729044733047;0.001225297542546589;0.00012173330810863803,43.11660666666667;5.882441666666667 
22:47:24,703.9482847372691;3411.519144217173;22.86213189441888,3483.465047337145,12;12;12,0.0007039482847372692;0.003411519144217173;2.286213189441888e-05,43.11660666666667;5.882441666666667 
22:47:27,235.7771138540907;1825.6779007816308;683.9579478550029,1963.7945715511626,7;7;7,0.0002357771138540907;0.0018256779007816309;0.0006839579478550028,43.11660666666667;5.882441666666667 
22:47:31,547.719144531886;2722.6119326178223;527.556100915266,2826.822851989953,11;11;11,0.000547719144531886;0.002722611932617822;0.000527556100915266,43.11660666666667;5.882441666666667 
22:47:34,1241.212125196456;266.48087967554676;1204.0533672428157,1749.6754299401127,45;45;45,0.001241212125196456;0.0002664808796755468;0.0012040533672428159,43.11660666666667;5.882441666666667 
22:47:38,492.5365372053783;483.625617901484;67.51648681642486,693.573683731505,45;45;45,0.0004925365372053783;0.000483625617901484;6.751648681642485e-05,43.11660666666667;5.882441666666667 
22:47:41,4.554594564438546;19.047619978586553;31.394592758804407,37.002386585006064,7;7;7,4.554594564438547e-06;1.9047619978586555e-05;3.139459275880441e-05,43.11660666666667;5.882441666666667 
22:47:45,9.389759635925365;13.080197038650807;24.32858041132313,29.174286031034214,19;19;19,9.389759635925366e-06;1.3080197038650807e-05;2.432858041132313e-05,43.11660666666667;5.882441666666667 
22:47:48,138.22524251302065;130.09742666880308;190.08028362594052,268.6299914695788,31;31;31,0.00013822524251302066;0.0001300974266688031;0.00019008028362594055,43.11660666666667;5.882441666666667 
22:47:52,17.57368958155278;99.06321113904319;110.9494247976972,149.773593232009,7;7;7,1.757368958155278e-05;9.906321113904319e-05;0.0001109494247976972,43.11660666666667;5.882441666666667 
22:47:55,2.39357817014052;93.95495744069407;48.01558959644581,105.54032446621302,1;1;1,2.3935781701405203e-06;9.395495744069407e-05;4.801558959644581e-05,43.11660666666667;5.882441666666667 
22:47:59,11.157977320352618;34.23646025021871;109.88575083095498,115.63526237281182,6;6;6,1.1157977320352619e-05;3.423646025021871e-05;0.00010988575083095498,43.11660666666667;5.882441666666667 
22:48:02,33.78630045890768;21.554673331578524;36.34073905306501,54.09960587706358,39;39;39,3.3786300458907684e-05;2.1554673331578526e-05;3.634073905306501e-05,43.11660666666667;5.882441666666667 
22:48:06,73.84366349538169;71.96508807818101;85.36638247490203,133.86291419721437,33;33;33,7.38436634953817e-05;7.196508807818101e-05;8.536638247490203e-05,43.11660666666667;5.882441666666667 
22:48:09,80.16335829416977;85.82028320630388;90.55693685531274,148.29647276731413,33;33;33,8.016335829416978e-05;8.58202832063039e-05;9.055693685531275e-05,43.11660666666667;5.882441666666667 
22:48:13,16.455148493448423;174.54166545550038;17.563090251316638,176.19315262261796,5;5;5,1.6455148493448424e-05;0.00017454166545550036;1.7563090251316638e-05,43.11660666666667;5.882441666666667 
22:48:17,5.16748524983729;2.0974204126995994;6.643909606960818,8.674307526273275,37;37;37,5.16748524983729e-06;2.097420412699599e-06;6.643909606960819e-06,43.11660666666667;5.882441666666667 
22:48:20,17.188372751871572;13.937495810190624;12.552100995350202,25.4410924827106,43;43;43,1.7188372751871574e-05;1.3937495810190624e-05;1.2552100995350202e-05,43.11660666666667;5.882441666666667 
22:48:24,8.170836655299052;19.304497865040855;3.699166262963516,21.2863815739076,23;23;23,8.170836655299052e-06;1.9304497865040857e-05;3.699166262963516e-06,43.11660666666667;5.882441666666667 
22:48:27,2.369262059529198;18.422259492874314;5.8807578277289,19.482719526747722,7;7;7,2.369262059529198e-06;1.8422259492874316e-05;5.8807578277289e-06,43.11660666666667;5.882441666666667 
22:48:31,5.660665852228297;5.380718835194726;15.910218219735484,17.723721868546846,19;19;19,5.6606658522282975e-06;5.380718835194726e-06;1.5910218219735483e-05,43.11660666666667;5.882441666666667 
22:48:34,14.615229457220213;2.517029193242627;18.548827966100134,23.748671267311178,38;38;38,1.4615229457220214e-05;2.517029193242627e-06;1.8548827966100133e-05,43.11660666666667;5.882441666666667 
