lets start
wait 00:50:13.558559
wait 00:50:43.589540
wait 00:51:13.603832
wait 00:51:43.619303
wait 00:52:13.621552
wait 00:52:43.652844
wait 00:53:13.668810
wait 00:53:43.684246
wait 00:54:13.696633
wait 00:54:43.723499
wait 00:55:13.748065
wait 00:55:43.779058
wait 00:56:13.810383
wait 00:56:43.828056
wait 00:57:13.853488
wait 00:57:43.884622
wait 00:58:13.915736
wait 00:58:43.935831
wait 00:59:13.965780
wait 00:59:43.996962
wait 01:00:14.028087
wait 01:00:44.033682
wait 01:01:14.063498
wait 01:01:44.085745
wait 01:02:14.094120
wait 01:02:44.116025
wait 01:03:14.125040
wait 01:03:44.156128
wait 01:04:14.168517
wait 01:04:44.199681
wait 01:05:14.230759
wait 01:05:44.253545
wait 01:06:14.284601
wait 01:06:44.315601
wait 01:07:14.346744
wait 01:07:44.377890
wait 01:08:14.403519
wait 01:08:44.433552
wait 01:09:14.463557
wait 01:09:44.493490
wait 01:10:14.511231
wait 01:10:44.523681
wait 01:11:14.542824
wait 01:11:44.557959
wait 01:12:14.586769
wait 01:12:44.617959
wait 01:13:14.634424
wait 01:13:44.665544
wait 01:14:14.693532
wait 01:14:44.723672
wait 01:15:14.729536
wait 01:15:44.731896
wait 01:16:14.739465
wait 01:16:44.765685
wait 01:17:14.796834
wait 01:17:44.827272
wait 01:18:14.839020
wait 01:18:44.841246
wait 01:19:14.871869
wait 01:19:44.875011
wait 01:20:14.906088
wait 01:20:44.936457
wait 01:21:14.965180
wait 01:21:44.993567
wait 01:22:15.004097
wait 01:22:45.035197
wait 01:23:15.063521
wait 01:23:45.079508
wait 01:24:15.091251
wait 01:24:45.122253
wait 01:25:15.143791
wait 01:25:45.152313
wait 01:26:15.165621
wait 01:26:45.171767
wait 01:27:15.203059
wait 01:27:45.234186
wait 01:28:15.251859
wait 01:28:45.259536
wait 01:29:15.283764
wait 01:29:45.313640
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
save GPS & accelerometer data
picture 1
picture 2
